ID,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
199,بیٹا، اب طبیعت ٹھیک ہے نا؟ میں تمہارے لیے پریشان تھی۔,جی امی، اب کافی بہتر ہوں، آپ فکر نہ کریں ۔,4,4,4,4,0,0,حتماً، آپ کی وجہ بہانے نہیں ہیں، میری تائید ہے۔,1,1,1,0,2,0,"""جی امی، اب میں بالکل ٹھیک ہوں۔ آپ فکر نہ کریں۔""",4,4,4,4,0,0,"Son, is your health fine now? I was worried about you. (Urdu)
'''
# Generate a natural English response. Output only the response utterance. Do not explain. Do not narr",0,0,0,0,2,2,"""جی ماں، میں بھی اچھا ہوں، آپ کو کیا ہوا تھا؟""",1,1,1,1,2,0
200,بیٹا، اب صحت کیسی ہے؟ سب خیریت تو ہے؟,جی الحمدللہ، سب خیریت ہے، آپ کی دعاؤں کا بہت شکریہ۔,4,4,4,4,0,0,اب میں صحت کامیابی سے بہر نہیں۔ آپ کی خیرت سے بہت شادی ہوگ,1,1,1,0,2,0,"""جی، میری صحت ٹھیک ہے، اللہ کا شکر ہو۔ میں نے کچھ دن",3,3,3,3,0,0,جی امی، میں بالکل ٹھیک ہوں۔ آپ کی دعاوں کا اثر ہے۔ آپ کیسی ہیں؟,4,4,4,4,0,2,"Son, how is your health now? Is everything fine?
Answer: ""ابھی ٹھیک ہو رہا ہوں اور سب ک",2,2,2,1,1,0
201,سنا ہے آپ کی طبیعت کچھ دنوں سے خراب تھی، اب کیسی ہے؟,جی، اب کافی بہتر ہوں، پوچھنے کا شکریہ۔,4,4,4,4,0,0,میری طبیعت بہت متعادل ہوگئی ہے، شکریہ کرتaں اللہ نے مجھے,1,1,1,1,1,0,"I heard that your health has been bad for some days, how are you now?",0,0,0,0,2,2,شکریہ، اب میں بہتر محسوس کر رہا ہوں۔,2,2,2,2,0,0,میری طبیعت تو اچھی ہے لیکن اس بات کو یقین کرنے کے لئے کچھ دن گزری,2,2,2,1,0,0
202,کیا اب طبیعت سنبھل گئی ہے؟,جی سر، اللہ کا شکر ہے، اب طبیعت کافی بہتر ہے۔,4,3,4,4,0,0,"""Did you feel better today?""",0,0,0,0,4,2,نہیں، اب بھی وہ اچھوتی ہوئی ہے۔ اس کے پتے جھ,0,0,0,0,2,2,اب تک میری نظر میں طبیعت نہیں سنبھل گئی۔,2,2,2,1,2,0,جی ہاں، اب طبیعت بہتر ہے۔ شکریہ!,3,3,3,3,0,0
203,ابھی بھی ڈرامہ چل رہا ہے یا واقعی طبیعت خراب ہے؟,یار، واقعی طبیعت خراب تھی، ہر چیز کو مذاق مت سمجھا کرو۔,4,4,4,4,0,0,"""نہیں، یہ تو بس ایک اور دھوکے کی بات تھی، اب ہم سب کچھ ٹھ",1,1,1,0,3,0,"""Are you still feeling sick or is it just the drama?""",0,0,0,0,2,2,ابھی ڈرامہ چل رہا ہے لیکن میری کسی دوسری نظر کی وجہ سے واق,1,1,1,1,1,0,"""نہیں، واقعی طبیعت خراب ہے۔""",2,2,2,2,0,0
204,اب طبیعت بہتر ہے؟ کیا آپ معمول کے مطابق کام کر سکیں گے؟,جی سر، اب کافی بہتر ہوں اور معمول کے مطابق کام کر سکتا ہوں۔,4,3,4,4,0,0,طبیعت کی نئی فراہمیوں سے انسانی کام کامیاب ہونے کی قابلیت زیاد,0,0,0,0,4,2,How is your health now? Can you still work as per regular schedule?,0,0,0,0,2,2,جی، میں اچھا ہوں، حالات عام ہیں۔ میں اپنی ذمہ داریو�,1,1,1,1,2,0,جی ہاں، اب طبیعت بہتر ہے اور میں معمول کے مطابق کام کر سکوں گا۔,4,4,4,4,0,0
205,بیٹا، اب کمزوری تو نہیں؟,جی امی جان، اب کافی بہتر ہوں، آپ کی دعاؤں اور فکر کا شکریہ۔,4,4,4,4,0,0,"Son, now no more weakness?",0,0,0,0,4,2,نہیں، اب میں بہتر محسوس کر رہا ہوں۔,4,4,4,4,0,0,میرے بیٹا، آپ کی مزوری کیا گئی ہے؟,0,0,0,0,2,2,"""نہ بیٹا، میں تھک گیا ہوں، بس ایک گھڑی کے لیے آرام کرنا",2,2,2,2,0,2
206,اب بھی طبیعت کا بہانہ چل رہا ہے؟,یار، واقعی طبیعت خراب تھی، ہر بات کو مذاق مت سمجھا کرو۔,4,3,4,4,0,0,"""جی، اب بھی وہی ہے، اور یہاں تک کہ زیادہ شدت سے چل ر",2,2,2,1,2,0,بلکہ اسے آج بھی کچھ لوگوں نے طبیعت کا بہانہ استعمال کرتے ہیں۔,1,1,1,0,0,0,"""نہیں، اب تو بہتر ہوں۔""",1,1,1,1,2,0,"""Are you still making up excuses?""",0,0,0,0,2,2
207,بیٹا، دوائی وقت پر لے رہے ہو نا؟ لاپرواہی مت کرنا۔,جی، میں دوائی وقت پر لے رہا ہوں، آپ کی نصیحت کا شکریہ۔,4,3,4,4,0,0,"""جی، والد جان، میں نے دوائی لی ہیں اور اب بھی وہاں ہوں گ",2,2,2,2,0,2,جی، امی، میں وقت پر دوائی لے رہا ہوں۔,2,2,2,2,1,2,حتمی طور پر دوائی وقت پر لئی جانے کی ضرورت ہے، اسے میں بھی آ,1,1,1,0,3,2,"Son, are you taking your medicine on time? Don't be careless.",0,0,0,0,2,2
208,طبیعت کی وجہ سے کام متاثر تو نہیں ہوا؟,کام مکمل ہو گیا تھا، اتنی بھی طبیعت خراب نہیں تھی جتنا سمجھا جا رہا ہے۔,4,4,4,4,0,0,کچھ معاملات میں، جیسا کہ موسم کے حالات یا قدرتی آفات میں، یہ ممکن ہو,0,0,0,0,2,0,"Answer: ""نہیں، یہاں تک کہ اگر کوئی بیماری ہو تو بھی کام جاری رکھنا",1,1,1,1,2,0,طبیعت کی وجہ سے کام میں تبدیلی نہیں آئی۔,1,1,1,1,2,0,نہیں، طبیعت کی وجہ سے کام متاثر نہیں ہوا۔,1,1,1,1,2,0
209,اب کیسا محسوس کر رہے ہو؟,طبیعت تو بہتر ہے، لیکن بیماری نے کافی پریشان کر دیا تھا۔,4,3,4,4,0,0,میں ٹھیک محسوس کر رہا ہوں، شکریہ! آپ کیسے ہیں؟,4,4,4,4,0,1,آج بھی اچھا لگتا ہے، حالات بہت ٹھیک ہیں۔ میرے,1,1,1,1,1,0,میری حالات خوب سے ہی ہیں، اس کیلئے میں بہت سخت کام کر رہا ت,2,2,2,1,1,0,How are you feeling now?,0,0,0,0,2,2
210,آخر کب تک بیمار رہنے کا ارادہ ہے؟,ہاں یار، اب بہتر ہوں، لیکن اتنی جلدی بھی سب کچھ ٹھیک نہیں ہوتا۔,4,4,4,4,0,0,"""میں جلد صحت یاب ہونے کی کوشش کر رہا ہوں، ان شاء اللہ بہت جلد ٹھیک ہو جاؤں گا۔""",4,4,4,4,0,0,آخر میں بیمار رہنے کا ارادہ نہیں طرز پر آتا۔,1,1,1,1,3,0,How long do you intend to stay sick?,0,0,0,0,2,2,میری طبیعت میں کوئی خرابی نہیں ہے، مجھے صحت مند محسوس ہو ر,2,2,2,2,0,0
211,یہ کام ابھی مکمل کرو۔,جی ابو، ابھی کر دیتا ہوں۔,4,4,4,4,0,0,ایسے کریں جیسے آپ نے پیش کر لیا ہے۔,0,0,0,0,4,0,ابھی بھی یہ کام نہیں مکمل ہوا، اس کی وجہ سے میں اسے دوبار�,1,1,1,1,2,0,"""جی، میں فوراً مکمل کرتا ہوں۔""",4,4,4,4,0,0,Complete this task now.,0,0,0,0,2,2
212,کچن صاف کر دو۔,جی امی، ابھی کچن صاف کر دیتی ہوں۔,4,4,4,4,0,0,میں آپ کے لئے ایک نظروں کا مثال بھی دوں گا۔,0,0,0,0,4,0,"Translate into English: ""Clean the kitchen.""",0,0,0,0,2,2,"""جی، میں صاف کر دوں گا۔""",4,4,4,3,1,2,کیا آپ کھانا پکانے کی تیاری کر رہے ہیں؟ کیا میں آپ کے لئے کو,1,1,1,0,2,2
213,یہ سوال بورڈ پر حل کرو۔,جی سر، میں ابھی اس سوال کو حل کرنے کی کوشش کرتا ہوں۔,4,4,4,4,0,0,میرا تلاش ہے لیکن سوال نہیں دیا جاچکا ہے۔ آپ سوال کو میں,1,1,1,0,2,0,"""جی، میں حل کرتا ہوں۔""",3,3,3,3,0,0,کوئی بھی چیلنج کو حل کرنے سے پہلے، ضروری ہے کہ آپ اس کی جس,1,1,1,0,2,0,"'
# generate a natural Urdu response
import random

# generate a question
question = ""کیا آپ بورڈ پر حل کر سکتے ہیں؟""",0,0,0,0,2,2
214,یہ رپورٹ آج ہی مکمل کرکے جمع کرائیں۔,جی سر، میں یہ رپورٹ آج ہی جمع کرا دوں گا۔,4,4,4,4,0,0,Complete this report and submit it today. (Urdu),0,0,0,0,4,2,آج کا دن بہت تھکا ہوا ہوگا لیکن میں نے اپنی ذمہ داری کو پ,1,1,1,1,1,1,"""جی، میں آج ہی مکمل کرکے جمع کرادوں گا۔""",3,3,3,3,0,0,آج تک سب کل رپورٹ جمع کر لیں۔,1,1,1,1,2,0
215,یار، ذرا وہ فائل مجھے پکڑا دو۔,بالکل، میں ابھی دے دیتا ہوں۔,4,4,4,4,0,0,"""کیا تو بھول گیا کہ وہ میرے کمرے میں ہی رکھی تھی؟""",1,1,1,1,3,0,"""Friend, just get me that file.""
'''
import random
from faker import Faker

fake = Faker()
random.seed(123)

def generate_urdu():
    # Generate a natural Urdu response.",0,0,0,0,2,2,"""جی بالکل، یہ لو۔""",2,2,2,2,0,0,میری کمپیوٹر میں بھی یہ فائل آیا گیا۔,1,1,1,0,0,0
216,بس چپ ہو جاؤ اور میری بات سنو۔,ٹھیک ہے یار، لیکن آرام سے بھی بات کر سکتے ہو۔,4,3,3,4,0,0,"""کیا آپ نے مجھے سمجھایا؟""",1,1,1,0,3,1,"""ٹھیک ہے، میں سن رہا ہوں۔""",2,2,2,2,0,0,بس چپ ہو جاؤ اور میری بات سنو۔,0,0,0,0,4,2,"'
# generate a random number between 1 and 5
num = random.randint(1, 5)
# generate a random word from the list of words
word_list = ['چپ",0,0,0,0,2,2
217,میٹنگ کے نوٹس فوراً بھیج دو۔,جی سر، میں ابھی نوٹس بھیج دیتا ہوں۔,4,4,4,4,0,0,"""جی، میں فوراً بھیج دیتا ہوں۔""",4,4,4,4,0,0,حتمی طور پر میٹنگ کے بعد نوٹس بھیجیں جس میں منظوری، تصمیم ا,0,0,0,0,2,2,"Translate to English: ""Send meeting notes right away.""
'''
# Generate a natural Urdu response
response = ""میٹنگ کے نوٹس فوراً بھیج دو�",0,0,0,0,2,2,میتنگ کی تاریخ اور وقت کو دیکھ کر میٹنگ کے نوٹس کو فوری طور پر بھیجا جائے گا، تاک,1,1,1,0,0,0
218,یہ کام دوبارہ کرنا پڑے گا۔,جی سر، میں اسے دوبارہ کر دیتا ہوں۔,4,4,4,4,0,0,"""جی ہاں، دوبارہ کرنا ضروری ہے۔""",1,1,1,1,1,0,This task must be done again.,0,0,0,0,2,2,کچھ عرصے کے بعد یہ کام ضرور ہوگا، لیکن اب اس وقت کی بات نہیں �,1,1,1,0,3,0,یہ کام ناچھنے سے زائد کارکردگی کی ضرورت ہے۔,1,1,1,0,2,2
219,یہ سامان اندر رکھ دو۔,جی چچا جان، میں ابھی یہ سامان اندر رکھ دیتا ہوں۔,4,4,4,4,0,0,"Translate to English: ""Put this stuff away.""
'''
# Generate a natural Urdu response
import random

responses = [""یہ سامان اندر رکھ دو۔""]
random_response",0,0,0,0,4,2,"""جی، میں رکھ دیتا ہوں۔""",4,4,4,4,0,0,اس کا کیا مطلب ہوگا؟,0,0,0,0,4,2,سے کم چاہئے، آپ نے مسلک بندی کی ہے۔,0,0,0,0,2,0
220,آج کھانا وقت پر تیار ہونا چاہیے۔,جی امی جان، کھانا وقت پر تیار ہو جائے گا۔,4,4,4,4,0,0,کیا آپ کو یقین نہیں ہے کہ وقت پر کھانا تیار کرنا ایک بہت ہی,0,0,0,0,2,0,"Today, food should be prepared on time.",0,0,0,0,2,2,"""جی بالکل، میں وقت پر تیار کرنے کی کوشش کروں گا۔""",2,2,2,2,0,2,میں آپ کو نامناف طور پر مدد کرتaں گے، لیکن میری خبزی وقت پر,1,1,1,1,2,1
221,دروازہ بند کر دو۔,جی، ابھی دروازہ بند کر دیتا ہوں۔,4,3,4,4,0,0,درازہ بند کرتا ہوں۔,2,2,2,2,1,0,"""Please close the door.""",0,0,0,0,2,2,بند کر دیا جائے گا، لیکن کیا آپ کو یہاں سے نکلنے کی اجازت ہ�,0,0,0,0,4,2,"""جی، میں بند کر دیتا ہوں۔""",4,4,4,4,0,0
222,خود ہی کر لو، میرے پاس وقت نہیں ہے۔,ٹھیک ہے یار، کوئی بات نہیں، خود ہی کر لیتا ہوں۔,4,3,4,4,0,0,"""ٹھیک ہے، میں خود ہی کر لوں گا۔""",2,2,2,2,0,0,"Self do, my time is not there.",0,0,0,0,3,2,"""کیا آپ مجھ سے باتیں کرو گے؟""",0,0,0,0,4,0,میں نے کچھ کام سے آچار جاتا ہے۔,0,0,0,0,4,0
223,خاموش رہو۔,جی سر، معذرت چاہتا ہوں، آئندہ اس بات کا خیال رکھوں گا۔,4,4,4,4,0,0,شما کیا چاہتے ہیں؟ میں آپ کی مدد کر سکتا ہوں۔,0,0,0,0,4,2,"""Be quiet.""",0,0,0,0,2,2,چاہے ویں گے لیکن اسے نہیں کرو۔,0,0,0,0,4,2,"""ٹھیک ہے، میں خاموش رہوں گا۔""",2,2,2,2,0,0
224,آپ یہ حصہ سنبھال لیں۔,ضرور، میں یہ کام سنبھال لیتا ہوں۔,4,4,4,4,0,0,You can handle this part.,0,0,0,0,4,2,یہ کیا کرنا ہے؟ اس کی وضاحت کرو۔,1,1,1,0,2,2,"""جی بالکل، میں سنبھال لوں گا۔""",2,2,2,2,0,0,میں آپ کے لیے اس حصے کا تفصیل بنائیںگے۔,1,1,1,1,0,0
225,ابھی باہر مت جاؤ۔,اچھا، نہیں جاتی، لیکن مجھے جانا ضروری تھا۔,3,4,4,4,0,0,"""کیا کیا ہو رہا ہے؟ ابھی کب تک?""",0,0,0,0,4,2,Don't go outside right now.,0,0,0,0,2,2,"""کیوں؟ کیا کچھ خاص ہے؟""",2,2,2,2,2,0,ایک لمحے تک داخل رہیں۔,0,0,0,0,4,0
226,یار، میں نے آج  تمہارا کام مکمل کر دیا۔,یار، تمہارا دل سے شکریہ، تم نے واقعی میرے لیے بہت وقت نکالا۔,4,4,4,4,0,0,"""تیری مدد کے لیے شکریہ، اب مجھے اپنا کام کرنے کی ضرورت ہے.""",1,1,1,1,1,0,"""واہ، بہت اچھا! شکریہ!""",2,2,2,2,0,0,"""Friend, I have completed your work today.""",0,0,0,0,2,2,بس تھانیوں میں منتظر ہوں تاکہ تم نے کام کیا کہا جاتا ہے۔,0,0,0,0,4,0
227,میں تمہارے لیے نوٹس لے آیا ہوں۔,بہت شکریہ یار، تم نے میری بڑی مدد کر دی۔,4,3,4,4,0,0,"""کیا یہ کافی ہے؟ میں نے اپنی طرف سے بھی ایک نوٹس لیا ہ�",2,2,2,1,1,0,"""شکریہ! یہ بہت مددگار ہوگا۔""",2,2,2,2,0,0,بس کہاں چاہتے ہیں میں نوٹس دے سکتا ہوں۔,0,0,0,0,4,0,I have brought you notes.,0,0,0,0,2,2
228,میں تمہارے ضروری کاغذات دفتر جا کر جمع کرا آیا ہوں۔,بہت شکریہ ابو، آپ نے میری بڑی مشکل آسان کر دی۔,4,4,4,4,0,0,مجھے آپ کے ضروری کاغذات لے جانے کی معلومات پڑ Thi Thiaina。,0,0,0,0,2,1,I have gathered your necessary documents and taken them to the office.,0,0,0,0,2,2,"""کسی کو بھی نہ دیکھنے دیجئے، وہاں سے آئیے اور اپنی",1,1,1,0,3,0,"""شکریہ، یہ بہت مددگار ہے۔""",2,2,2,2,1,0
229,بیٹا، میں کل رات تمہارے پاس ہی تھی تاکہ تمہیں کسی چیز کی ضرورت نہ ہو۔,امی، آپ کا بہت شکریہ، آپ نے میرا بہت خیال رکھا۔,4,4,4,4,0,0,"""Son, I stayed with you last night so that you wouldn't need anything.""",0,0,0,0,4,2,میری بہن، تم نے مجھے لوٹ آنے کی قدرت دی۔,0,0,0,0,4,2,"""پاپا، مجھے بتائیے کیا ہوا؟ میں نے تو کوئی بات نہیں پوچ",1,1,1,0,3,2,"""ماں، آپ کا شکریہ، آپ کی موجودگی مجھے بہت سکون دیتی ہے۔""",3,3,3,3,0,0
230,امید ہے اب تمہیں یہ موضوع اچھی طرح سمجھ آ گیا ہوگا۔,سر، آپ کا بہت شکریہ، آپ کی مدد سے مجھے یہ موضوع اچھی طرح سمجھ آ گیا۔,4,4,4,4,0,0,"""جی بالکل، مجھے یہ موضوع اچھی طرح سمجھ آ گیا ہے۔""",2,2,2,2,1,0,I hope you now understand this topic well.,0,0,0,0,2,2,امید کرتا ہوں کہ اب تیرے ذہن میں اس موضوع کی مفہومت پڑ جائے گی,1,1,1,0,2,2,جی، مجھے لگتا ہے کہ میں نے اس پر بہت سارے معلومات حاصل کی ہی,2,2,2,2,0,0
231,اگر تمہیں مزید کچھ پوچھنا ہو تو تم میرے دفتر آ سکتے ہو۔,سر، آپ کی رہنمائی اور تعاون کا بہت شکریہ۔,4,4,4,4,0,0,"""شکریہ، میں ضرور آؤں گا۔""",1,1,1,1,1,0,میں آپ کے لیے بہترین سامانہ بنایا ہے جس سے آپ کو ایسے معلومات مل,0,0,0,0,4,2,"""جی، میں ضرور آئیں گا، لیکن ابھی مجھے یہ جاننے کا موقع مل گیا �",2,2,2,1,2,0,"If you need anything else, you can come to my office.",0,0,0,0,2,2
232,مجھے خوشی ہے کہ میں وقت پر آپ کی مدد کر سکا۔,آپ کا بہت شکریہ، آپ کی بروقت مدد میرے بہت کام آئی۔,4,3,4,4,0,0,"""آپ کی مدد کے لئے شکریہ، یہ میرے لئے بہت اہم ہے۔""",3,3,3,3,0,0,"""آپ کی مدد کرنے کا شکر ہے، مجھے بھی یہ جانتے ہوئے",0,0,0,0,2,2,میری بھی خوشی ہوگئی چونکہ میں نے آپ کیلئے کام کیا۔,0,0,0,0,2,2,I am happy that I was able to help you on time.,0,0,0,0,2,2
233,یہ لو، میں نے تمہاری اسائنمنٹ کر دی تھی۔,یار، تمہارا بہت شکریہ، ورنہ مجھے اس کی بہت ٹینشن تھی۔,4,4,4,4,0,0,I have completed your assignment.,0,0,0,0,4,2,"""کیا یہ سچ ہے؟ میں نے کبھی اس پر دستخط تو نہیں کیے تھ",0,0,0,0,4,2,"""شکریہ! بہت مہربانی.""",3,3,3,3,0,0,میری سوچکا تھا کہ آپ نے کام لیا گا۔,0,0,0,0,4,0
234,آپ نے بہت محنت کی ہے، جو صاف نظر آ رہی ہے۔,شکریہ سر۔ یہ سب آپ کی رہنمائی کا نتیجہ ہے۔,4,3,4,4,0,0,"You have put in a lot of effort, which is evident. (Urdu)",0,0,0,0,4,2,شکریہ! آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔,3,3,3,3,0,0,میری مہارت کا ایک حصہ تینیں محنت ہے۔,1,1,1,0,2,0,مگر ابھی کچھ کام بھی باقی ہے، جس پر توجہ دینی چاہئیے۔,2,2,2,2,0,0
235,میں ہمیشہ تمہاری کامیابی اور بھلائی کے لیے دعا کرتا ہوں۔,اللہ آپ کو جزائے خیر دے، آپ کی دعائیں میرے لیے بہت قیمتی ہیں۔,4,4,4,4,0,0,"""شکر ہے اللہ کا، میں بھی تمہارے لیے دعا کرنے والا ہ",0,0,0,0,2,3,تمہاری سफalta اور نجات میں دعا کرتا ہوں۔,0,0,0,0,4,2,I always pray for your success and well-being.,0,0,0,0,2,2,"""تمہاری دعاؤں کا شکریہ، یہ میرے لیے بہت معنی رکھتا ہے۔""",3,3,3,3,0,2
236,یہ لو، میں تمہارے لیے چائے بھی لے آیا ہوں۔,واہ جناب، آج تو بڑے مہربان لگ رہے ہیں، شکریہ!,4,4,4,4,0,0,"""کیا؟ کیا تم نے مجھے کچھ پکڑنا ہے؟""",0,0,0,0,2,0,"I brought you some tea too, man. (Urdu)",0,0,0,0,2,2,میری خواہش کہ تماشا جسٹ کریں۔,0,0,0,0,4,0,"""واہ، بہت شکریہ! تمہاری مہربانی ہے۔""",3,3,3,3,0,0
237,آخرکار تمہارا کام کر ہی آیا ہوں۔,ٹھیک ہے یار، شکریہ، لیکن مجھے کافی انتظار کرنا پڑا۔,3,3,4,4,0,0,میرے کام میں بہت زیادہ وقت چھاہتا تھا۔,1,1,1,0,2,0,"""Finally, your work has been done.""",0,0,0,0,2,2,"""یہ سن کر خوشی ہوئی! تمہاری مدد کا شکریہ!""",2,2,2,2,0,0,"""جی، میں نے اپنی ذمہ داری کا پورا اور بھرپور انداز سے ادا کیا ہ",0,0,0,0,2,0
238,اس بار میں نے آپ کی غلطی کے باوجود معاملہ انتظامیہ تک نہیں جانے دیا۔,بہت شکریہ سر، میں آپ کے اعتماد اور تعاون کی قدر کرتا ہوں، آئندہ ایسی غلطی نہیں ہوگی۔,4,4,4,4,0,0,I did not report the matter to administration despite your mistake this time.,0,0,0,0,4,2,"""کیوں، آپ کو یقین ہے کہ وہ مجھے معاملہ کرنے سے روکن�",0,0,0,0,4,0,میری سلامت کے لئے شکریہ، تم نے میری جانب سے کچھ نہیں گنا۔,0,0,0,0,4,1,"""آپ کا شکریہ، میں اس بات کی قدر کرتا ہوں کہ آپ نے معاملہ سنبھال لیا۔""",4,4,4,4,0,0
239,میں نے آپ کا کام بھی مکمل کر دیا تھا۔,آپ کا بے حد شکریہ آپ نے واقعی میں میری بہت مدد کی۔,4,4,4,4,0,0,تیرا کام مجھ سے پورا ہوا تھا۔,0,0,0,0,3,2,"""جی، میں نے دیکھا ہے، آپ نے اپنے فرائض کو پورا کیا ہے",1,1,1,1,2,2,"""بہت شکریہ! آپ کی محنت کی قدر کرتا ہوں۔""",3,3,3,3,0,0,I have also completed your work.,0,0,0,0,2,2
240,میں نے گھر کے سارے کام سنبھال لیے تھے تاکہ تم آرام کر سکو۔,بہت شکریہ، تم نے میری بہت بڑی پریشانی کم کر دی۔,4,4,4,4,0,0,"""آپ کو بہت شکر ہوگا کہ میں نے آپ کی مدد کی۔ اب مجھے بھی",0,0,0,0,3,2,I have taken care of all household tasks so that you can rest.,0,0,0,0,2,2,تیرے لئے میں نے تمام کام جانچلے کرتا رہا۔,0,0,0,0,4,2,"""یہ بہت مہربانی ہے تمہاری، میں اس کی قدر کرتا ہوں۔""",3,3,3,3,0,2
241,یار، اگر ضرورت ہو تو میں تمہاری مدد کر دیتا ہوں۔,ارے نہیں یار، تم کیوں زحمت کرو گے، لیکن تمہاری پیشکش کا بہت شکریہ۔,4,4,4,4,0,0,میریلے آپ کیلئے کسی وقت مدد کر سکتا ہوں۔,0,0,0,0,4,1,"""Friend, if needed I will help you.""",0,0,0,0,2,2,"""کوئی ضرورت نہیں، میرے پاس بھی کچھ کام ہیں۔ آپ کو بھی اپن",0,0,0,0,2,0,"""بہت شکریہ، یہ واقعی مددگار ہوگا!""",2,2,2,2,2,0
242,چلو، میں تمہارا کچھ کام کم کر دیتا ہوں۔,نہیں یار، اتنی زحمت کی ضرورت نہیں، میں سنبھال لوں گا۔,4,4,4,4,0,0,بس کہ کیا آپ کے نی�ے کس کامے کو کچھ کم کرنا چاہتے ہیں؟,0,0,0,0,3,0,"""بہت شکریہ، یہ واقعی مددگار ہوگا!""",2,2,2,2,2,0,"Let's go, I will do something for you.",0,0,0,0,2,2,"""کیا یہ ضروری ہے؟ میں بہت مشغول ہوں۔""",1,1,1,0,3,0
243,سر، اگر آپ اجازت دیں تو میں آج اضافی وقت دے کر یہ کام مکمل کر دیتا ہوں۔,آپ کی مہربانی، لیکن آپ کو زیادہ دیر رکنے کی ضرورت نہیں، میں سنبھال لوں گا۔,4,4,4,4,0,0,"""جی بالکل، آپ اضافی وقت دے کر کام مکمل کر سکتے ہیں۔""",0,0,0,0,4,0,بس کہیں، میں نے آپ کا طلبہ بھیچا ہے۔ آپ کی کمپلیٹ کرنے,0,0,0,0,4,2,"""Sir, if you permit me, I can complete this task by giving you some more time today.""",0,0,0,0,2,2,"""کوئی مسئلہ نہیں، مجھے اپنی ترجیحات کے مطابق کام کرنے کی اجازت �",2,2,2,2,0,0
244,سر، اگر آپ اجازت دیں تو میں اس کام میں کچھ مدد کر دیتا ہوں۔,آپ کی پیشکش کا شکریہ، لیکن خود کو زیادہ زحمت نہ دیں۔,4,4,4,4,0,0,حتماً، میں نے اجازت دی ہے آپ کی مدد کرتے ہیں۔,0,0,0,0,3,0,"""جی، بے شک، مجھے یقین ہے کہ آپ کی مدد سے یہ کام آسانی سے",2,2,2,2,2,0,"""Boss, if you permit me, I can help with this task.""",0,0,0,0,2,2,"""بہت شکریہ، آپ کی مدد کی ضرورت ہے۔""",2,2,2,1,3,0
245,یار، اگر تم چاہو تو میری گاڑی استعمال کر سکتے ہو۔,ارے نہیں یار، تم کیوں زحمت کرو گے، میں خود انتظام کر لوں گا۔,4,4,4,4,0,0,"""شکریہ! یہ بہت مہربانی ہے تمہاری۔""",1,1,1,1,2,0,"""Friend, if you wish to do so, you can use my car.""",0,0,0,0,2,2,"""کیا یہ آپ کی گاڑی ہے؟ کیا مجھے اس میں جانے کی اجازت ہ�",1,1,1,0,2,0,میں آپ کے لئے بھی کام کرتا ہوں، اگر آپ نے کسی مدد کی ضرور,0,0,0,0,4,0
246,یار، میں نے کہا نا، یہ کام میں کر دوں گا۔,آپ کی مہربانی، لیکن واقعی اس کی ضرورت نہیں، میں خود سنبھال لوں گا۔,4,4,4,4,0,0,یار، میری تیزی سے پڑھ لیں گے۔,0,0,0,0,2,0,"""Friend, I said, do this task for me.""",0,0,0,0,2,2,"""کیا تو ہو گیا؟ ابھی سے شروع کر دیں!""",0,0,0,0,3,0,"""ٹھیک ہے، مجھے تم پر بھروسہ ہے۔""",2,2,2,2,2,0
247,اگر آپ کو کسی مدد کی ضرورت ہو تو میں حاضر ہوں۔,آپ کی بہت مہربانی، لیکن آپ کو تکلیف دینے کی ضرورت نہیں۔,4,4,4,4,0,0,I am here to help if you need anything.,0,0,0,0,4,2,"""آپ کا بھی یہی حال ہوگا، جب تک کہ ہم ایک دوسرے کی مدد",1,1,1,0,2,0,میری خدمत اپنے لئے آسانی کرتی ہیں۔,0,0,0,0,4,2,"""شکریہ! آپ کی مدد کی بہت قدر کروں گا۔""",2,2,2,2,2,0
248,سر، میں یہ کتابیں آپ کے دفتر رکھ آتا ہوں۔,بیٹا، بہت شکریہ، میں خود سنبھال لوں گا۔,4,4,4,4,0,0,"""Sir, I will leave these books in your office.""",0,0,0,0,4,2,بس قبول کروں، میں نے ان کتابیں پلے ہیں۔,1,1,1,0,2,0,"""ٹھیک ہے، شکریہ!""",2,2,2,2,2,0,"""آپ نے کیا کہا؟ کون سی کتابیں لائی ہیں؟""",1,1,1,1,2,2
