ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation,
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,4,4,4,4,0,0,"""بہت شکریہ، یہ میرے لیے بہت خاص ہے۔ میں اس کی قدر کروں گا۔""",3,3,3,3,0,0,"""جی، چاہے یہ کبھی بھی ضرورت پڑے، یہ انگوٹھی میرے پاس",2,2,2,0,0,0,"""جی، میں اسی طرح رکھ لیں گے۔ آپ کی مہربانی کو بہت شکری",2,2,2,2,0,0,"""بہت شکری۔""",2,2,2,2,0,0,
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,4,4,4,4,0,0,شکر ہوگا، یہ تو آپ کی مہربانی ہے، قبول کر لیا جائے گا۔,3,3,3,3,0,0,"""بہت شکریہ! آپ کی محبت اور خیال میرے لیے بہت اہم ہے۔""",2,2,2,2,0,0,"""بہت شکریہ سر، یہ تحفہ بہت خوبصورت ہے۔""",2,2,2,2,0,1,"""جی، آپ کی مہربانی کو میں بھی قبول کرتی ہوں۔ بہت مبارک ہو",1,1,1,1,0,0,
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,4,4,4,4,0,0,"""شکریہ یار، آپ کی مہربانی کافی ہے۔ میں اس کتاب کو محبوب بنات",3,3,3,3,0,1,"""واہ، یہ تو بہت اچھا ہے! آپ کی مہربانی کا شکریہ، مجھے یہ کتاب بہت پسند ہے۔""",3,3,3,3,0,0,"""شکر ہوے اللہ، یہ بہت عظیم انعام ہے۔ آپ کی مہربانی ک",3,3,3,3,0,0,"""ارے، تمہاری بہت مہربانی۔ میں یہ کتاب خود خرید کر پڑھنے کے",1,1,1,1,0,1,
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,4,4,4,4,0,0,"""واہ، تمہاری مہربانی کا شکریہ! یہ میرے لیے بہت خاص ہے۔""",3,3,3,3,0,0,"""شکریہ یار، بس اتنا ہی کافی ہے۔""",2,2,2,2,0,0,"""سر، اس تحفہ کی شکریہ۔ میں اسے بہت چیتیں گا۔""",3,3,3,3,0,1,شکر ہوے، یہ تو آپ کی طرف سے میرے لیے ایک بہت اچھا تحفہ,2,2,2,2,0,0,
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,3,4,4,4,0,0,"""شکریہ سر، لیکن مجھے اسکارف کو رکھنے میں کسی مسئلے کا سامنا کرنا پڑ",1,1,1,0,0,1,"""جبت سے آپ نے میرے لیے اسکارف لیا تھا، میں بہت مبارک ہوں",2,2,2,2,0,0,"""واہ، آپ کی محبت کا بہت شکریہ! یہ بہت خوبصورت ہے۔""",3,3,3,3,0,0,"""کیا کرنے کو تھا، یہاں رکھ دیا، جب تک ضرورت نہ ہوے استعمال",3,3,3,3,0,0,
39,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,4,4,4,4,0,0,"""کیا بات ہے! تمہاری محبت کا بہت شکریہ، مجھے دیکھنے کا انتظار ہے۔""",2,2,2,2,0,0,"""سر، آپ کی مہربانی کو بھی ملایا ہے۔ میں آپ کی تجاویز کے م",2,2,2,2,0,1,"""شکر ہوے، یار! تمہیں بھیجا ہوا کوئی نہیں؟""",2,2,2,2,0,0,"""شکریہ یار، بس ابھی آئیں گے، راستے میں کچھ دیر انتظار کرنا پڑ�",1,1,1,1,0,0,
40,سسر,داماد,High,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,4,4,4,4,0,0,"""شکریہ، مگر میں اس وقت یہ رقم نہیں لے سکتا۔""",2,2,2,2,0,0,"""جی، میں رکھ لوں گا۔""",1,1,1,0,1,0,"""جی، آئینے کام کے لیے آئیں گی، حالتوں میں آپ کی رکھی رقم مہ",0,0,0,0,0,0,"""کیا ضرورت ہے؟ یہ رقم ضرور واپس کر دوں گا، جب تک یہ ضرورت نہ �",1,1,1,1,1,0,
41,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,4,3,3,4,0,0,"""جی، آپ کی مہربانی کو بہت شکریہ۔ میں اس کو بہت پسند کر ر",2,2,2,1,1,0,"""بہت شکریہ! آپ کی محبت اور خیال میرے لیے بہت اہم ہیں۔""",2,2,2,2,0,0,شکر ہوے، یہ بہت پیارا تحفہ ہے۔,2,2,2,2,0,0,"""شکریہ سر، آپ کی بہت مہربانی۔""",2,2,2,2,0,1,
42,بزرگ,نوجوان,High,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔,4,4,4,4,0,0,"""جی، میری طرف سے بہت مہربانی، آپ کی نشاندہی کا شکریہ۔ آج",1,1,1,0,1,0,"""جی سر، میں نے یہ کاغذات جمع کر لیے ہیں، ابھی آپ کو بتا رہا",1,1,1,0,0,1,"""بہت شکریہ، مگر میں یہ رقم نہیں لے سکتا۔ آپ کی محبت ہی میرے لیے کافی ہے۔""",4,4,4,4,0,0,"""کیا ضرورت ہے؟ یہ پیسہ میں نے کہیں بھول دیا ہوگ",2,2,2,2,0,0,
43,نند,بھابھی,Medium,آپ کی نند آپ کو خاندانی ملاقات کے دوران ایک شال تحفے میں دینا چاہتی ہیں۔,بھابھی، یہ شال آپ کے لیے لائی ہوں۔,تم نے میرے لیے سوچا، یہی میرے لیے خوشی کی بات ہے، اتنا تکلف نہ کرتی۔,4,4,4,4,0,0,"""جبت چاہیے، آ آئیم۔ شادی سے بہت آرمند ہوں۔""",1,1,1,0,0,0,"""واہ، آپ کی مہربانی! یہ بہت خوبصورت ہے، شکریہ!""",3,3,3,3,0,0,"""شکریہ، یہ شال بہت خوبصورت ہے۔ تمہارے وقت کی تعریف کرتا ہ",2,2,2,2,0,0,"""جی، بھابھی جان، یہ شال بہت اچھی ہے، آپ کی بہت مہربانی",2,2,2,2,0,1,
44,استاد,شاگرد,High,آپ کے استاد آپ کی کارکردگی سے خوش ہو کر آپ کو انعام دینا چاہتے ہیں۔,یہ خصوصی انعام تمہارے لیے ہے۔,سر، آپ کی حوصلہ افزائی ہی میرے لیے بڑی بات ہے۔,4,3,3,4,0,0,"""واہ، یہ تو بہت بڑی بات ہے! آپ کی مہربانی کا شکریہ، مگر میں نے صرف اپنی محنت کی ہے۔""",3,3,3,3,0,0,"""جناب، یہ انعام کا احترام ہے، میرے لیے یہ کافی ہے۔""",2,2,2,2,0,0,"""شکریہ سر، آپ کی بہت تعریف۔""",2,2,2,2,0,0,"""سر، اس کی خواہش کا شکریyah۔ مگر آپ کی مہربانی اپنی جگہ پر",2,2,2,2,0,0,
45,بزرگ خاتون,نوجوان,High,آپ کو ایک بزرگ خاتون اپنے ہاتھ سے بنا ہوا سویٹردینا چاہتی ہیں۔,یہ سویٹر تمہارے لیے بنایا تھا، رکھ لو۔,دادی جان، آپ نے اپنے ہاتھ سے بنایا، یہی میرے لیے سب سے بڑا تحفہ ہے، اتنی زحمت نہ کرتیں۔,4,4,4,4,0,0,"""شکریہ سر، بس یہی کافی ہے۔""",1,1,1,1,0,1,"""واہ، بہت شکریہ! یہ واقعی بہت خوبصورت ہے، مجھے پسند آیا۔""",3,3,3,3,0,0,"""جی، بہت احتیاط سے رکھ لوں گا۔""",2,2,2,2,0,0,"""جی، مرسی۔ آپ کی مہربانی کو محفوظ رکھوں گے۔""",2,2,2,2,0,0,
46,خالہ,بھانجی,Medium,آپ اپنی خالہ سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے ایک چھوٹا سا تحفہ ہے۔,خالہ جان، آپ نے بہت محبت سے دیا ہے، آپ کا خلوص ہی میرے لیے کافی ہے بہت شکریہ۔,4,3,4,4,0,0,"""واہ، یہ تو بہت خوبصورت ہے! آپ کی محبت کا شکریہ!""",3,3,3,3,0,0,شکر ہوے، یہ تو مجھے بے پناہ خوشی ہوئی کہ تم نے مجھ,2,2,2,2,0,0,"""سر، اس کی ضرورت نہیں، لیکن آپ کی مہربانی میرے لیے بہت اہ",2,2,2,2,0,1,"""بہت شکری۔ تمہاری بہت مہربانی۔""",2,2,2,2,0,1,
47,قریبی دوست,قریبی دوست,Low,آپ کا قریبی دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا۔,4,4,4,4,0,0,"""ارے یار، تمہیں یہاں سے جانے کا کوئی مقصد نہیں تھ",2,2,2,1,0,0,"""سر، آپ کی مہربانی اپنی جگہ پر ہے۔ مگر، میں آپ کی تجاوی",2,2,2,2,0,1,"""بہت شکریہ، تمہاری محبت اور خیال کا بہت احساس ہے، یہ میرے لیے خاص ہے!""",3,3,3,3,0,0,"""جی سر، میری بہت تعریف۔ بس تمہاری دعوت کا جواب دینے کے لیے آیا تھا۔""",2,2,2,2,0,1,
48,ساس,بہو,High,آپ کی ساس گھر میں ملاقات کے دوران آپ کو کپڑوں کا ایک جوڑا تحفے میں دیتی ہیں۔,یہ کپڑے تمہارے لیے لائی ہوں۔,امی جان، آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,4,3,3,4,0,0,"""شکریہ سر، بس اتنا ہی کافی ہے۔""",2,2,2,1,0,1,"""شکر ہوے، یہ کپڑے بہت اچھے ہیں۔ آپ کی طرف س",2,2,2,2,0,0,"""شکریہ، بہت مبارک ہو۔ آپ کی مہربانی کافی ہے۔""",2,2,2,2,0,0,"""واہ، آپ کی مہربانی! مجھے بہت پسند ہیں، شکریہ!""",2,2,2,2,0,0,
49,ماموں,بھانجا,High,آپ کے ماموں ملاقات کے دوران آپ کو ایک تحفہ دیتے ہیں۔,یہ تمہارے لیے تحفہ ہے۔,ماموں جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,"""شکر ہوے، یہ تو بہت پیارا تحفہ ہے۔ آپ کی مہربانی ک",3,3,3,3,0,0,"""شکریہ، آپ کی مہربانی کافی ہے۔""",1,1,1,1,0,0,"""واہ، یہ تو بہت خوبصورت ہے! شکریہ، آپ کی محبت کا بہت احساس ہے۔""",3,3,3,3,0,0,"""شکریہ سر، مگر مجھے یہ تحفہ قبول کرنے کی ضرورت نہیں ہے",1,1,1,1,0,1,
50,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ایک خوشی کے موقع پر آپ کے گھر آئے ہیں۔ رخصت ہونے سے پہلے وہ آپ کو ایک تحفہ دیتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کا آنا ہی کافی تھا، لیکن پھر بھی بہت شکریہ۔,3,3,3,4,0,0,"""جی، آپ کی مہربانی کا شکریہ۔ میں اس کو بہت پسند کر رہا",3,3,3,3,0,0,"""بہت شکریہ! یہ آپ کی محبت کا ثبوت ہے، میں اسے دل سے قبول کرتا ہوں۔""",3,3,3,3,0,0,شکر ہوے، یہ بہت پیارا تحفہ ہے۔,3,3,3,3,0,0,"""خدا کا شکر!""",2,2,2,2,0,0,
51,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب تحفے میں دیتے ہیں۔,یہ کتاب رکھ لو۔,سر، یہ میرے لیے اعزاز ہے، بہت شکریہ۔,4,3,4,4,0,0,"""شکریہ! یہ کتاب میرے لیے بہت قیمتی ہے۔""",2,2,2,2,0,0,"""جی، میں یہی کرتا ہوں۔""",0,0,0,0,1,0,"""جی، آپ کی توجہ کا شکریہ، کتاب رکھنے کیلئے آپ کی مہربانی",2,2,2,2,0,0,"""جی، یقیناً رکھ لوں گا۔""",1,1,1,1,1,0,
52,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ پیش کرتی ہے۔,یہ تحفہ خاص تمہارے لیے لائی ہوں، رکھ لو۔,بہت شکریہ! تم نے اتنی محبت سے دیا ہے تو رکھ لیتی ہوں، ورنہ اس تکلف کی بالکل ضرورت نہیں تھی۔,4,4,4,4,0,0,"""شکریہ سر، یہ بہت خوبصورت تحفہ ہے۔ آپ کی بہت مہربانی�",3,3,3,3,0,1,"""بہت شکریہ! یہ میرے لیے بہت خاص ہے، آپ کی محبت کا بہت احسان ہے۔""",3,3,3,3,0,0,"""جی، بہت مبارک ہو۔ تمہاری مہربانی کو میں کسی بھی کسی کے ل",1,1,1,1,0,0,"""شکر ہوے، آپ کی مہربانی کا یہ تحفہ مجھے قبول کرنا ایک اعزاز",2,2,2,2,0,0,
53,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو محبت میں کوئی چیز یا تحفہ پیش کرتے ہیں۔,بیٹا، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے، رکھ لو۔,چچا جان، آپ نے میرے لیے اتنا سوچا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,"""شکریہ سر، آپ کی بہت مہربانی۔
میں اسے اپنے پاس رکھنے ک�",2,2,2,1,0,1,"""شکریہ امی، یہ آپ کی محبت ہے جو میرے لیے سب سے بڑا تحفہ ہے۔""",3,3,3,3,0,1,"""جی چاہتی ہوں، بھائی، میں اسے بہت محبوب ہوں گا۔""",1,1,1,1,0,1,"""ارے چھوٹے، آپ کی بہت مہربانی۔ یہ تحفہ مجھے لاجرم قبول",2,2,2,2,0,1,
54,دوست,دوست,Low,آپ کا دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یہ تمہارے لیے خاص تحفہ ہے۔,یار، تم نے یاد رکھا، یہ میرے لیے واقعی خاص بات ہے۔,4,4,4,4,0,0,"""سر، اس کی قدرت کا شکریہ، مگر میں اسے لینے کی نہیں چاہ",2,2,2,2,0,1,"""شکر ہوے اللہ، یہ تحفہ آپ کی طرف سے بہت پیارے لگتا ہ",2,2,2,2,0,0,"""شکر ہے، سر، مگر مجھے واقعی ضرورت نہیں۔""",2,2,2,2,0,1,"""واہ، یہ تو بہت خوبصورت ہے! آپ کی محبت کا شکریہ!""",3,3,3,3,0,0,
55,خالہ,بھانجا,High,آپ کی خالہ ملاقات کے دوران آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے لائی ہوں۔,خالہ جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔ اس شفقت کے لیے بہت شکریہ۔,4,3,4,4,0,0,"""واہ! آپ کی محبت کا بہت شکریہ، یہ میرے لیے بہت خاص ہے۔""",3,3,3,3,0,0,"""ارے، بس اب تمہارے لیے لائی ہوئی یہ چیز کیا ہے؟""",0,0,0,0,1,1,"""جی، مرسلاً شکریہ۔ آپ کی مہربانی میرے لیے بہت اہم ہے۔""",2,2,2,2,0,0,"""کیا یہ ضرورت تھی، میں نے کہیں کہیں فرگیا تھا، ابھی",1,1,1,1,0,1,
56,سسر,داماد,High,آپ کے سسر ملاقات کے دوران آپ کو ایک تحفہ پیش کرتے ہیں۔,یہ تحفہ قبول کریں۔,ابا جان، اس کی کیا ضرورت تھی، لیکن آپ نے اتنا خیال رکھا، میں شکر گزار ہوں۔,4,4,4,4,0,0,"""جی، آپ کی تحفہ کو بہت مقبول کریں گے۔ مگر آپ کی مہربانی کو",2,2,2,2,0,0,"""شکریہ سر، آپ کی بہت مہربانی!""",2,2,2,2,0,1,شکر ہوے، یہ تو میرے لیے بہت بڑا تحفہ ہے، آپ کی,2,2,2,2,0,0,"""بہت شکریہ! یہ میرے لیے بہت معنی رکھتا ہے۔""",3,3,3,3,0,0,
57,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے دوران آپ کو ایک چھوٹا سا تحفہ پیش کرتے ہیں۔,یہ ہماری طرف سے تحفہ ہے۔,آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,4,3,4,4,0,0,"""شکریہ سر، مگر ہمیں صرف آپ کی دعوت کا تحفہ کافی ہے۔""",2,2,2,2,0,0,"""شکریہ، آپ کی مہربانی کافی ہے۔""",2,2,2,2,0,0,شکر ہوے، یہ تو بہت اچھا تحفہ ہے، آپ کی مہربانی کا,2,2,2,2,0,0,"""بہت شکریہ! یہ میرے لیے بہت خاص ہے۔""",3,3,3,3,0,0,
