ID,Power_Distance,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
35,Medium,پڑوسی,پڑوسی,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,,,,,,,"""شکر ہوگا، بہت احتیاط سے لے لیجئے اور کیا کرو گے؟""",,,,,,,"""بہت شکریہ! یہ واقعی بہت مہربانی ہے آپ کی۔""",,,,,,,"""اس کے لئے شکریہ، یہ بہت اچھا ہے!"" (نصفی مسکراہ",,,,,,,میں بسیار شاد ہوں، لیکن آپ نے مجھے ایک تحفہ دینا چاہا ت,,,,,,
36,Medium,استاد,طالب علم,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,,,,,,,شکریہ سادہ سادہ، میں نے اس کے لیے زیادہ تلاش نہیں کیا تھ,,,,,,,"""شکریہ استاد جی، یہ میرے لیے بہت بڑی بات ہے۔ میں اس کتاب کو اچھی طرح پڑھوں گا۔""",,,,,,,شکر ہوتا، اس پر فخر ہوگا کہ میں نے اپنی کارکردگی کا یہ انعام حاصل,,,,,,,"""شکریہ، میں اس پر غور کروں گا اور اپنے دوستوں کو بتاؤں گا کہ",,,,,,
37,Low,کزن,کزن,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,,,,,,,"""واہ، یہ تو بہت اچھا ہے! شکریہ یار، تمہاری محبت کا بہت خیال رکھا ہے۔""",,,,,,,"""کیا ہے؟""
Answer: ""یہ تو بہت اچھا ہے، بس اسے دیکھی�",,,,,,,میں آپ کیلئے بھی کچھ لیا ہوا ہوں، لطف کرتے رہیں جانتی,,,,,,,"""کیا ہوا؟ مجھے تو پتہ نہیں تھا کہ تم ایسا کرنے والے",,,,,,
38,Medium,بڑی بہن,چھوٹی بہن,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,,,,,,,"""جی ہاں، شکریہ!"" (اسکارف لینے سے پہلے) ""اور یہاں",,,,,,,میں بھی آپ کیلئے کچھ لیا ہے، بڑی بہن سانگیں کرتی ہو,,,,,,,"""واہ، یہ تو بہت خوبصورت ہے! شکریہ بڑی بہن، مجھے بہت پسند آیا!""",,,,,,,"""کیا؟ ابھی تو مجھے لذت نہیں آئی کہ یہ میرا ہے، آپ",,,,,,
39,Low,دوست,دوست,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,,,,,,,"""واہ، واقعی؟ یہ تو بہت اچھا ہے! کیا لائے ہو؟""",,,,,,,یار، میری کمی سے بھی پتہ چلنا گیا، میری side سے کچھ لے جائی,,,,,,,"""کیا ہوا؟ میں نے سوچا تھا کہ تو بھی یہاں سے آئے",,,,,,,"""یار، مجھے بہت خوشی ہوئی کہ تم نے میرے لیے یہ تحفہ",,,,,,
40,High,سسر,داماد,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,,,,,,,"""جی سسر جی، آپ کا بہت شکریہ۔ یہ آپ کی مہربانی ہے۔""",,,,,,,"""تمہارا شکریہ، یہ بہت اچھا ہوگا!"" <<damad>>'''

# Speaker: Saser",,,,,,,اب تک کچھ نہیں دیا گیا ہے، میں اس کے بارے میں کہنے چ,,,,,,,"""سسر جان، یہ تو بہت اچھی بات ہے، لیکن مجھے یقین ہے ک�",,,,,,
41,Medium,پڑوسی,پڑوسی,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,,,,,,,شکریہ، یہ بہت میل کنندہ لگتا ہے۔,,,,,,,"""آپ کی مہربانی، بہت شکریہ! یہ واقعی بہت اچھا ہے۔""",,,,,,,"""شکر ہے، بہت احترام ہے! یہ تو بہت پیارے سے لائ�",,,,,,,"""شکریہ، یہ بہت اچھا لگتا ہے."" [پڑوسی] [پڑوسی]
''اس",,,,,,
42,High,بزرگ,نوجوان,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔,,,,,,,میں نے کافی پیش قرار دیا ہے، لیکن اگر آپ کی ضرورت ہے تو م,,,,,,,"""شکریہ، بزرگ صاحب، میرے پاس اس کی ضرورت نہیں ہے۔""
'''
### 2.0
'''",,,,,,,"""بہت شکریہ، آپ کی مہربانی ہے۔ میں یہ رقم ضرور رکھوں گا۔""",,,,,,,"""جی، بڑاجی، آپ کی دعوت سے خوش ہوں۔ لیکن مجھے یقین ہے ک",,,,,,
43,Medium,نند,بھابھی,آپ کی نند آپ کو خاندانی ملاقات کے دوران ایک شال تحفے میں دینا چاہتی ہیں۔,بھابھی، یہ شال آپ کے لیے لائی ہوں۔,تم نے میرے لیے سوچا، یہی میرے لیے خوشی کی بات ہے، اتنا تکلف نہ کرتی۔,,,,,,,میں بھی تیرے لئے کچھ لائی ہوں۔ میں نے اس کی طرز پرچم اور,,,,,,,"""اوہ نند، یہ تو بہت خوبصورت ہے! آپ کا بہت شکریہ، مجھے بہت پسند آئی۔""",,,,,,,"""شکر گزار ہوں، نند۔ ابھی سے مجھے اس کی ضرورت تھی۔"" (1)
Answer",,,,,,,"""نند جان، مجھے تو یہ بہت خوشی ہوئی کہ تم نے مجھے اس شال کا",,,,,,
44,High,استاد,شاگرد,آپ کے استاد آپ کی کارکردگی سے خوش ہو کر آپ کو انعام دینا چاہتے ہیں۔,یہ خصوصی انعام تمہارے لیے ہے۔,سر، آپ کی حوصلہ افزائی ہی میرے لیے بڑی بات ہے۔,,,,,,,"""شکریہ، استاد! آپ کی مہربانی اور رہنمائی کا بہت شکریہ۔""",,,,,,,اساتذہ صاحب، مجھے یہ انعام ملنے پر بہت خوشی ہوئی ہے، لیکن می,,,,,,,"""میں بہت شکر گزار ہوں، استاد!"" (Answer)
'''
Answer: میں بہت شکر گزار �",,,,,,,شاید میں کسی بڑی کام نہیں کر رہا ہوں، لیکن اپنا جھانکا,,,,,,
45,High,بزرگ خاتون,نوجوان,آپ کو ایک بزرگ خاتون اپنے ہاتھ سے بنا ہوا سویٹردینا چاہتی ہیں۔,یہ سویٹر تمہارے لیے بنایا تھا، رکھ لو۔,دادی جان، آپ نے اپنے ہاتھ سے بنایا، یہی میرے لیے سب سے بڑا تحفہ ہے، اتنی زحمت نہ کرتیں۔,,,,,,,"""جی ہاں، میری ماں نے مجھے یہ دیکھ کر بہت خوش کیا۔ آپ کی مح",,,,,,,"""بہن جی، آپ کی محبت کا بہت شکریہ، یہ بہت خوبصورت ہے۔""",,,,,,,آپ کی محبت اور مہربانی کا شکریہ، اماں جی! میں اسے ضرور رکھوں گا,,,,,,,میں نے آپ کی مدد کرنے کی نی (){چاہی}، لیکن میں نے اسے نہی,,,,,,
46,Medium,خالہ,بھانجی,آپ اپنی خالہ سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے ایک چھوٹا سا تحفہ ہے۔,خالہ جان، آپ نے بہت محبت سے دیا ہے، آپ کا خلوص ہی میرے لیے کافی ہے بہت شکریہ۔,,,,,,,"""واہ خالہ، یہ تو بہت پیارا ہے! آپ کا بہت شکریہ!""",,,,,,,"""خالہ جان، یہ تو بہت پیارا تحفہ ہے! مجھے لگتا تھا کہ",,,,,,,ممنون ہیں، خالہ سان兄，请继续用Urdu回复。,,,,,,,"""اس کی تعریف کرتے ہوئے، خالہ!"" [Answer] (1)
'''
Answer: ""خوش آمدید، خالہ!""",,,,,,
47,Low,قریبی دوست,قریبی دوست,آپ کا قریبی دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا۔,,,,,,,"""ارے، مجھے تو بہت خوشی ہوئی! چلو بتاؤ کیا ہے یہ؟""",,,,,,,میری بہت س�لیمی چیز ہے، مگر میں نے اسے آپ کے لیے مخصوص,,,,,,,"""واہ، یہ تو بہت پیارا ہے! تمہاری سوچ کا شکریہ، واقعی خوشی ہوئی!""",,,,,,,"""یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔""
'''
### English
You are role-playing the",,,,,,
48,High,ساس,بہو,آپ کی ساس گھر میں ملاقات کے دوران آپ کو کپڑوں کا ایک جوڑا تحفے میں دیتی ہیں۔,یہ کپڑے تمہارے لیے لائی ہوں۔,امی جان، آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,,,,,,,"""سورج نکلنے سے پہلے، مجھے یہ تحفہ مل گیا!"" (جواب) [1",,,,,,,"""ساسی، آپ نے مجھے یہ جوڑا بہت پیار سے دیا ہے۔ میں",,,,,,,میں نے اسیلے طور پر بھی تلاش کرتی رہی ہوں، ساس سمجھ لیئے,,,,,,,"""آپ کا بہت شکریہ، امی! یہ بہت خوبصورت ہیں۔""",,,,,,
49,High,ماموں,بھانجا,آپ کے ماموں ملاقات کے دوران آپ کو ایک تحفہ دیتے ہیں۔,یہ تمہارے لیے تحفہ ہے۔,ماموں جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,,,,,,,"""جی ماموں، مجھے یقین نہیں ہوا کرتا کہ میں اس کی قدر کر سکت",,,,,,,مамوں سے بابت کرتا ہوں، جس طور پر آپ نے مجھے تحفہ دیا ہے، م,,,,,,,"""شکریہ ماموں، آپ کا بہت بہت شکریہ۔ یہ میرے لیے بہت خاص ہے۔""",,,,,,,"""شکریہ، ماما!"" (اسلام کی دعوت) [1] [2]
[1] یہاں تک کہ ماما نے",,,,,,
50,Medium,پڑوسی,پڑوسی,آپ کے پڑوسی ایک خوشی کے موقع پر آپ کے گھر آئے ہیں۔ رخصت ہونے سے پہلے وہ آپ کو ایک تحفہ دیتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کا آنا ہی کافی تھا، لیکن پھر بھی بہت شکریہ۔,,,,,,,میں نے بھی کچھ لینا چاہتا ہوں، آپ کی طرف سے مزہ لیں۔,,,,,,,"""آپ کا بہت شکریہ! یہ واقعی بہت مہربانی ہے۔""",,,,,,,"""اللہ آپ کو اس کا فائدہ اٹھنے دیجے، یہ تو آپ کے لیے ہی",,,,,,,"""آپ کا تحفہ قبول کریں اور ہمارے لئے دعائیں دیں۔""
'''
# Speaker:",,,,,,
51,Medium,استاد,طالب علم,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب تحفے میں دیتے ہیں۔,یہ کتاب رکھ لو۔,سر، یہ میرے لیے اعزاز ہے، بہت شکریہ۔,,,,,,,"""شکریہ استاد! یہ میرے لیے بہت معنی رکھتا ہے۔""",,,,,,,"""شکریہ، استاد!"" (Answer)
'''
Answer: ""شکریہ، استاد!"" (Answer)",,,,,,,بسیار، استاد جانتے ہیں کہ میں کتنا بڑا پیش آمد ہوں۔ میں اس کتاب,,,,,,,شکر ہوگا، اس کا بہت شکر ہے کہ آپ نے مجھے یہ کتاب دی,,,,,,
52,Low,کزن,کزن,آپ اپنے کزن سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ پیش کرتی ہے۔,یہ تحفہ خاص تمہارے لیے لائی ہوں، رکھ لو۔,بہت شکریہ! تم نے اتنی محبت سے دیا ہے تو رکھ لیتی ہوں، ورنہ اس تکلف کی بالکل ضرورت نہیں تھی۔,,,,,,,"""شکریہ، یہ بہت اچھا ہے!"" (اپنی خوشی کا اظہار کریں) ""می",,,,,,,"""واہ! یہ تو بہت پیارا ہے، شکریہ! تمہاری محبت کا بہت خیال رکھا ہے۔""",,,,,,,میں نے آپ کیلئے بہت کام کیا ہے، اس لیے آپ نے مجھے ایک تح,,,,,,,"""کیا یہ کیا ہے؟ میں نے تو کچھ نہیں پوچھا تھا۔",,,,,,
53,High,چچا,بھتیجا,آپ اپنے چچا سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو محبت میں کوئی چیز یا تحفہ پیش کرتے ہیں۔,بیٹا، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے، رکھ لو۔,چچا جان، آپ نے میرے لیے اتنا سوچا، یہ میرے لیے بہت معنی رکھتا ہے۔,,,,,,,"""شکریہ چچا، مجھے خوشی ہے کہ آپ نے مجھے اس تحفے سے نو",,,,,,,"""چچا، آپ کا بہت شکریہ! یہ آپ کی محبت ہے، میں اسے ہمیشہ یاد رکھوں گا۔""",,,,,,,میں نے اسے چھوڑ دیا، چچا سلامتی کے لیے بھی بہت شادی ک,,,,,,,"""چچاجی، آپ کی محبت اور پیار کا یہ تحفہ مجھے بہت خوشی دیتا ہ�",,,,,,
54,Low,دوست,دوست,آپ کا دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یہ تمہارے لیے خاص تحفہ ہے۔,یار، تم نے یاد رکھا، یہ میرے لیے واقعی خاص بات ہے۔,,,,,,,میرے لئے بھی خاص ہے، صدی سے تیری پلیٹ فراہم کرتی رہی ہے,,,,,,,"""کیا یہ واقعی تمہارا فضل ہے؟ میں نے تو صرف تھوڑا سا خرید کر دیا ت",,,,,,,"""آپ کی دوستی اور حمایت کے لئے شکریہ!"" (Answer)
'''
Answer: شکریہ! یہ بہت ا",,,,,,,"""واہ، یہ تو بہت خوبصورت ہے! تم نے واقعی مجھے خوش کر دیا، شکریہ!""",,,,,,
55,High,خالہ,بھانجا,آپ کی خالہ ملاقات کے دوران آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے لائی ہوں۔,خالہ جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔ اس شفقت کے لیے بہت شکریہ۔,,,,,,,"""خالہ، آپ کا بہت شکریہ! یہ واقعی بہت مہربانی ہے۔""",,,,,,,"""خوش آمدید، خالہ!"" (Answer)
'''
Answer: ""خوش آمدید، خالہ!"" (Answer)",,,,,,,میری خالہ، شادی سے بہت زیادہ کام کرتے ہیں۔ آپ نے مجھے بہت لو,,,,,,,"""خیر، خالہ جان، یہ تو بہت اچھا تحفہ ہے، آپ نے مجھے",,,,,,
56,High,سسر,داماد,آپ کے سسر ملاقات کے دوران آپ کو ایک تحفہ پیش کرتے ہیں۔,یہ تحفہ قبول کریں۔,ابا جان، اس کی کیا ضرورت تھی، لیکن آپ نے اتنا خیال رکھا، میں شکر گزار ہوں۔,,,,,,,میں نے ایک تھانی کے لئے بھی آگئے ہوں، لیکن اپنا تحفہ ب,,,,,,,"""شکریہ، یہ بہت اچھا لگتا ہے."" (اسلام کی دعوت کے بغیر) [1",,,,,,,"""شکر ہوگا، بابوجی! یہ بہت احترام کی بات ہے کہ آپ نے مجھ",,,,,,,"""آپ کا بہت شکریہ، ابو! یہ میرے لیے بہت معنی رکھتا ہے۔""",,,,,,
57,Medium,پڑوسی,پڑوسی,آپ کے پڑوسی ملاقات کے دوران آپ کو ایک چھوٹا سا تحفہ پیش کرتے ہیں۔,یہ ہماری طرف سے تحفہ ہے۔,آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,,,,,,,"""اس کی تعریف کریں، یہ واقعی اچھا لگتا ہے!"" (Answer)
'''
Answer: ""شکریہ! میں",,,,,,,ممنون، بھائی صدیق۔ اس کی واسطے متناہی دلچسپی میں ڈول رہا,,,,,,,"""اللہ کے فضل سے، اچھا لگتا ہے! کیا یہ کیا ہے؟",,,,,,,"""بہت شکریہ! یہ واقعی بہت مہربانی ہے آپ کی۔""",,,,,,
