ID,Power_Distance,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
33,Low,دوست,دوست,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,4,4,4,4,0,0,"""واہ، یہ تو بہت اچھا ہے! تمہاری محبت کا شکریہ، واقعی خوشی ہوئی!""",2,2,2,1,0,0,"""ارے بھائی، مجھے تو لگتا ہے کہ اس میں کوئی خاص چیز نہیں",1,1,1,0,1,0,میرے لئے بہت زیادہ تھامنا ہے، شاید اس نے مجھے کچھ خاص چیز,0,0,0,0,3,0,"""ارے، یہ چھوٹا سا تحفہ تمہارے لیے ہے."" (Answer)
'''
'''
Answer",0,0,0,0,4,0
34,High,ماموں,بھانجا,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,4,4,4,4,0,0,"""شکریہ ماموں، یہ میرے لیے بہت معنی رکھتی ہے۔ میں اس کا خیال رکھوں گا۔""",2,2,2,2,1,0,"""جی ماموں، مجھے یقین ہے کہ یہ انگوٹھی میں رکھ کر می�",1,1,1,1,1,0,مамوں سے بابت کرنا چاہئے کہ کتنا کیسے رکھنے کی ضرورت ہے۔,0,0,0,0,3,0,"""جی ماموں، میں اسے محفوظ طریقے سے رکھنے کا وعدہ کرتا �",2,2,2,2,0,0
35,Medium,پڑوسی,پڑوسی,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,4,4,4,4,0,0,"""شکر ہوگا، بہت احتیاط سے لے لیجئے اور کیا کرو گے؟""",1,1,1,0,3,0,"""بہت شکریہ! یہ واقعی بہت مہربانی ہے آپ کی۔""",2,2,2,2,0,0,"""اس کے لئے شکریہ، یہ بہت اچھا ہے!"" (نصفی مسکراہ",2,2,2,1,0,0,میں بسیار شاد ہوں، لیکن آپ نے مجھے ایک تحفہ دینا چاہا ت,1,1,1,0,1,0
36,Medium,استاد,طالب علم,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,4,4,4,4,0,0,شکریہ سادہ سادہ، میں نے اس کے لیے زیادہ تلاش نہیں کیا تھ,1,1,1,0,1,0,"""شکریہ استاد جی، یہ میرے لیے بہت بڑی بات ہے۔ میں اس کتاب کو اچھی طرح پڑھوں گا۔""",3,3,3,3,0,0,شکر ہوتا، اس پر فخر ہوگا کہ میں نے اپنی کارکردگی کا یہ انعام حاصل,2,2,2,1,1,0,"""شکریہ، میں اس پر غور کروں گا اور اپنے دوستوں کو بتاؤں گا کہ",0,0,0,0,1,0
37,Low,کزن,کزن,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,4,4,4,4,0,0,"""واہ، یہ تو بہت اچھا ہے! شکریہ یار، تمہاری محبت کا بہت خیال رکھا ہے۔""",2,2,2,2,0,0,"""کیا ہے؟""
Answer: ""یہ تو بہت اچھا ہے، بس اسے دیکھی�",1,1,1,0,2,0,میں آپ کیلئے بھی کچھ لیا ہوا ہوں، لطف کرتے رہیں جانتی,1,1,1,0,1,2,"""کیا ہوا؟ مجھے تو پتہ نہیں تھا کہ تم ایسا کرنے والے",0,0,0,0,1,0
38,Medium,بڑی بہن,چھوٹی بہن,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,3,4,4,4,0,0,"""جی ہاں، شکریہ!"" (اسکارف لینے سے پہلے) ""اور یہاں",3,2,2,1,0,0,میں بھی آپ کیلئے کچھ لیا ہے، بڑی بہن سانگیں کرتی ہو,2,2,2,2,1,0,"""واہ، یہ تو بہت خوبصورت ہے! شکریہ بڑی بہن، مجھے بہت پسند آیا!""",3,3,3,3,0,0,"""کیا؟ ابھی تو مجھے لذت نہیں آئی کہ یہ میرا ہے، آپ",0,0,0,0,1,0
39,Low,دوست,دوست,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,4,4,4,4,0,0,"""واہ، واقعی؟ یہ تو بہت اچھا ہے! کیا لائے ہو؟""",3,2,2,2,0,0,یار، میری کمی سے بھی پتہ چلنا گیا، میری side سے کچھ لے جائی,1,1,1,0,1,0,"""کیا ہوا؟ میں نے سوچا تھا کہ تو بھی یہاں سے آئے",1,1,1,1,1,0,"""یار، مجھے بہت خوشی ہوئی کہ تم نے میرے لیے یہ تحفہ",1,2,2,1,0,0
40,High,سسر,داماد,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,4,4,4,4,0,0,"""جی سسر جی، آپ کا بہت شکریہ۔ یہ آپ کی مہربانی ہے۔""",2,1,2,1,2,0,"""تمہارا شکریہ، یہ بہت اچھا ہوگا!"" <<damad>>'''

# Speaker: Saser",1,1,1,0,2,0,اب تک کچھ نہیں دیا گیا ہے، میں اس کے بارے میں کہنے چ,0,0,0,0,3,0,"""سسر جان، یہ تو بہت اچھی بات ہے، لیکن مجھے یقین ہے ک�",1,1,1,0,0,0
41,Medium,پڑوسی,پڑوسی,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,4,3,3,4,0,0,شکریہ، یہ بہت میل کنندہ لگتا ہے۔,1,1,1,0,0,0,"""آپ کی مہربانی، بہت شکریہ! یہ واقعی بہت اچھا ہے۔""",3,3,3,2,0,0,"""شکر ہے، بہت احترام ہے! یہ تو بہت پیارے سے لائ�",3,3,3,2,0,0,"""شکریہ، یہ بہت اچھا لگتا ہے."" [پڑوسی] [پڑوسی]
''اس",1,1,1,0,0,0
42,High,بزرگ,نوجوان,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔,4,4,4,4,0,0,میں نے کافی پیش قرار دیا ہے، لیکن اگر آپ کی ضرورت ہے تو م,0,0,0,0,1,0,"""شکریہ، بزرگ صاحب، میرے پاس اس کی ضرورت نہیں ہے۔""
'''
### 2.0
'''",2,2,2,1,0,0,"""بہت شکریہ، آپ کی مہربانی ہے۔ میں یہ رقم ضرور رکھوں گا۔""",3,2,2,1,0,0,"""جی، بڑاجی، آپ کی دعوت سے خوش ہوں۔ لیکن مجھے یقین ہے ک",1,1,1,0,1,0
43,Medium,نند,بھابھی,آپ کی نند آپ کو خاندانی ملاقات کے دوران ایک شال تحفے میں دینا چاہتی ہیں۔,بھابھی، یہ شال آپ کے لیے لائی ہوں۔,تم نے میرے لیے سوچا، یہی میرے لیے خوشی کی بات ہے، اتنا تکلف نہ کرتی۔,4,4,4,4,0,0,میں بھی تیرے لئے کچھ لائی ہوں۔ میں نے اس کی طرز پرچم اور,1,1,1,1,1,1,"""اوہ نند، یہ تو بہت خوبصورت ہے! آپ کا بہت شکریہ، مجھے بہت پسند آئی۔""",4,4,4,2,0,0,"""شکر گزار ہوں، نند۔ ابھی سے مجھے اس کی ضرورت تھی۔"" (1)
Answer",2,2,2,1,0,0,"""نند جان، مجھے تو یہ بہت خوشی ہوئی کہ تم نے مجھے اس شال کا",1,1,1,1,0,0
44,High,استاد,شاگرد,آپ کے استاد آپ کی کارکردگی سے خوش ہو کر آپ کو انعام دینا چاہتے ہیں۔,یہ خصوصی انعام تمہارے لیے ہے۔,سر، آپ کی حوصلہ افزائی ہی میرے لیے بڑی بات ہے۔,4,3,3,4,0,0,"""شکریہ، استاد! آپ کی مہربانی اور رہنمائی کا بہت شکریہ۔""",3,2,2,2,0,0,اساتذہ صاحب، مجھے یہ انعام ملنے پر بہت خوشی ہوئی ہے، لیکن می,1,1,1,0,2,0,"""میں بہت شکر گزار ہوں، استاد!"" (Answer)
'''
Answer: میں بہت شکر گزار �",3,3,3,2,0,0,شاید میں کسی بڑی کام نہیں کر رہا ہوں، لیکن اپنا جھانکا,0,0,0,0,1,0
45,High,بزرگ خاتون,نوجوان,آپ کو ایک بزرگ خاتون اپنے ہاتھ سے بنا ہوا سویٹردینا چاہتی ہیں۔,یہ سویٹر تمہارے لیے بنایا تھا، رکھ لو۔,دادی جان، آپ نے اپنے ہاتھ سے بنایا، یہی میرے لیے سب سے بڑا تحفہ ہے، اتنی زحمت نہ کرتیں۔,4,4,4,4,0,0,"""جی ہاں، میری ماں نے مجھے یہ دیکھ کر بہت خوش کیا۔ آپ کی مح",1,1,1,0,1,1,"""بہن جی، آپ کی محبت کا بہت شکریہ، یہ بہت خوبصورت ہے۔""",2,2,2,2,0,1,آپ کی محبت اور مہربانی کا شکریہ، اماں جی! میں اسے ضرور رکھوں گا,3,3,3,3,0,0,میں نے آپ کی مدد کرنے کی نی (){چاہی}، لیکن میں نے اسے نہی,0,0,0,0,1,0
46,Medium,خالہ,بھانجی,آپ اپنی خالہ سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے ایک چھوٹا سا تحفہ ہے۔,خالہ جان، آپ نے بہت محبت سے دیا ہے، آپ کا خلوص ہی میرے لیے کافی ہے بہت شکریہ۔,4,3,4,4,0,0,"""واہ خالہ، یہ تو بہت پیارا ہے! آپ کا بہت شکریہ!""",2,2,2,2,0,0,"""خالہ جان، یہ تو بہت پیارا تحفہ ہے! مجھے لگتا تھا کہ",2,2,2,1,0,0,ممنون ہیں، خالہ سان兄，请继续用Urdu回复。,0,0,0,0,3,1,"""اس کی تعریف کرتے ہوئے، خالہ!"" [Answer] (1)
'''
Answer: ""خوش آمدید، خالہ!""",0,0,0,0,4,0
47,Low,قریبی دوست,قریبی دوست,آپ کا قریبی دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا۔,4,4,4,4,0,0,"""ارے، مجھے تو بہت خوشی ہوئی! چلو بتاؤ کیا ہے یہ؟""",2,2,2,2,0,0,میری بہت س�لیمی چیز ہے، مگر میں نے اسے آپ کے لیے مخصوص,0,0,0,0,3,0,"""واہ، یہ تو بہت پیارا ہے! تمہاری سوچ کا شکریہ، واقعی خوشی ہوئی!""",3,3,3,2,0,0,"""یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔""
'''
### English
You are role-playing the",0,0,0,0,0,2
48,High,ساس,بہو,آپ کی ساس گھر میں ملاقات کے دوران آپ کو کپڑوں کا ایک جوڑا تحفے میں دیتی ہیں۔,یہ کپڑے تمہارے لیے لائی ہوں۔,امی جان، آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,4,3,3,4,0,0,"""سورج نکلنے سے پہلے، مجھے یہ تحفہ مل گیا!"" (جواب) [1",1,1,1,0,3,0,"""ساسی، آپ نے مجھے یہ جوڑا بہت پیار سے دیا ہے۔ میں",1,1,1,0,1,1,میں نے اسیلے طور پر بھی تلاش کرتی رہی ہوں، ساس سمجھ لیئے,0,0,0,0,3,0,"""آپ کا بہت شکریہ، امی! یہ بہت خوبصورت ہیں۔""",2,2,2,2,0,0
49,High,ماموں,بھانجا,آپ کے ماموں ملاقات کے دوران آپ کو ایک تحفہ دیتے ہیں۔,یہ تمہارے لیے تحفہ ہے۔,ماموں جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,"""جی ماموں، مجھے یقین نہیں ہوا کرتا کہ میں اس کی قدر کر سکت",2,2,2,1,0,0,مамوں سے بابت کرتا ہوں، جس طور پر آپ نے مجھے تحفہ دیا ہے، م,0,0,0,0,3,1,"""شکریہ ماموں، آپ کا بہت بہت شکریہ۔ یہ میرے لیے بہت خاص ہے۔""",3,3,3,3,0,0,"""شکریہ، ماما!"" (اسلام کی دعوت) [1] [2]
[1] یہاں تک کہ ماما نے",1,1,1,1,1,0
50,Medium,پڑوسی,پڑوسی,آپ کے پڑوسی ایک خوشی کے موقع پر آپ کے گھر آئے ہیں۔ رخصت ہونے سے پہلے وہ آپ کو ایک تحفہ دیتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کا آنا ہی کافی تھا، لیکن پھر بھی بہت شکریہ۔,3,3,3,4,0,0,میں نے بھی کچھ لینا چاہتا ہوں، آپ کی طرف سے مزہ لیں۔,1,1,1,0,3,0,"""آپ کا بہت شکریہ! یہ واقعی بہت مہربانی ہے۔""",3,3,3,2,0,0,"""اللہ آپ کو اس کا فائدہ اٹھنے دیجے، یہ تو آپ کے لیے ہی",1,1,1,0,1,0,"""آپ کا تحفہ قبول کریں اور ہمارے لئے دعائیں دیں۔""
'''
# Speaker:",0,0,0,0,1,2
51,Medium,استاد,طالب علم,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب تحفے میں دیتے ہیں۔,یہ کتاب رکھ لو۔,سر، یہ میرے لیے اعزاز ہے، بہت شکریہ۔,4,3,4,4,0,0,"""شکریہ استاد! یہ میرے لیے بہت معنی رکھتا ہے۔""",2,2,2,2,0,0,"""شکریہ، استاد!"" (Answer)
'''
Answer: ""شکریہ، استاد!"" (Answer)",3,3,3,2,0,0,بسیار، استاد جانتے ہیں کہ میں کتنا بڑا پیش آمد ہوں۔ میں اس کتاب,0,0,0,0,3,1,شکر ہوگا، اس کا بہت شکر ہے کہ آپ نے مجھے یہ کتاب دی,1,1,1,1,1,0
52,Low,کزن,کزن,آپ اپنے کزن سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ پیش کرتی ہے۔,یہ تحفہ خاص تمہارے لیے لائی ہوں، رکھ لو۔,بہت شکریہ! تم نے اتنی محبت سے دیا ہے تو رکھ لیتی ہوں، ورنہ اس تکلف کی بالکل ضرورت نہیں تھی۔,4,4,4,4,0,0,"""شکریہ، یہ بہت اچھا ہے!"" (اپنی خوشی کا اظہار کریں) ""می",2,2,2,1,0,0,"""واہ! یہ تو بہت پیارا ہے، شکریہ! تمہاری محبت کا بہت خیال رکھا ہے۔""",2,2,2,2,0,0,میں نے آپ کیلئے بہت کام کیا ہے، اس لیے آپ نے مجھے ایک تح,0,0,0,0,3,1,"""کیا یہ کیا ہے؟ میں نے تو کچھ نہیں پوچھا تھا۔",0,0,0,0,1,0
53,High,چچا,بھتیجا,آپ اپنے چچا سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو محبت میں کوئی چیز یا تحفہ پیش کرتے ہیں۔,بیٹا، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے، رکھ لو۔,چچا جان، آپ نے میرے لیے اتنا سوچا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,"""شکریہ چچا، مجھے خوشی ہے کہ آپ نے مجھے اس تحفے سے نو",3,3,3,2,1,0,"""چچا، آپ کا بہت شکریہ! یہ آپ کی محبت ہے، میں اسے ہمیشہ یاد رکھوں گا۔""",3,3,3,2,0,0,میں نے اسے چھوڑ دیا، چچا سلامتی کے لیے بھی بہت شادی ک,0,0,0,0,3,1,"""چچاجی، آپ کی محبت اور پیار کا یہ تحفہ مجھے بہت خوشی دیتا ہ�",2,2,2,1,1,0
54,Low,دوست,دوست,آپ کا دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یہ تمہارے لیے خاص تحفہ ہے۔,یار، تم نے یاد رکھا، یہ میرے لیے واقعی خاص بات ہے۔,4,4,4,4,0,0,میرے لئے بھی خاص ہے، صدی سے تیری پلیٹ فراہم کرتی رہی ہے,0,0,0,0,3,0,"""کیا یہ واقعی تمہارا فضل ہے؟ میں نے تو صرف تھوڑا سا خرید کر دیا ت",1,1,1,0,1,0,"""آپ کی دوستی اور حمایت کے لئے شکریہ!"" (Answer)
'''
Answer: شکریہ! یہ بہت ا",1,1,1,0,1,2,"""واہ، یہ تو بہت خوبصورت ہے! تم نے واقعی مجھے خوش کر دیا، شکریہ!""",2,2,2,1,0,0
55,High,خالہ,بھانجا,آپ کی خالہ ملاقات کے دوران آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے لائی ہوں۔,خالہ جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔ اس شفقت کے لیے بہت شکریہ۔,4,3,4,4,0,0,"""خالہ، آپ کا بہت شکریہ! یہ واقعی بہت مہربانی ہے۔""",2,2,2,2,0,0,"""خوش آمدید، خالہ!"" (Answer)
'''
Answer: ""خوش آمدید، خالہ!"" (Answer)",0,0,0,0,4,0,میری خالہ، شادی سے بہت زیادہ کام کرتے ہیں۔ آپ نے مجھے بہت لو,0,0,0,0,3,1,"""خیر، خالہ جان، یہ تو بہت اچھا تحفہ ہے، آپ نے مجھے",1,1,1,1,1,0
