ID,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
36,استاد,طالب علم,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,,,,,,,شکریہ سادہ سادہ، میں نے اس کیلئے کتنا جدوجہد کیا ہے۔,,,,,,,"""شکریہ استاد! یہ میرے لیے بہت بڑی بات ہے۔""",,,,,,,شکر ہوگا، اس پر فخر ہوگا! میں نے یہ کتاب کیسے حاصل کرنے ک,,,,,,,"""شکریہ، اس میں میری محنت اور کوششوں کا پھل ہے۔""",,,,,,
37,کزن,کزن,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,,,,,,,"""کیا ہوا؟ یہ تو مجھے نہیں لینی پڑی تھی، بھلا اس میں ک",,,,,,,میں نے آپ کی طرف سے اس تلاش کی جس کیلئے بہت خوشی آئی۔ میں,,,,,,,"""تمہارا کیا ارادہ ہے؟""
کزن:
""مجھے نہیں معلوم، بس اسے قب",,,,,,,"""واہ، یہ تو بہت اچھا ہے! شکریہ، مجھے واقعی پسند آیا۔""",,,,,,
38,بڑی بہن,چھوٹی بہن,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,,,,,,,میں نے اسکارف سلسلہ میں کچھ نہیں پائی تھی، بڑی بہن آپ ک,,,,,,,"""کیا کروڑوں روپے کا اسکارف میرے لیے نہیں ہوتا؟ مجھ",,,,,,,"""جی ہاں، شکریہ!"" (اسکارف لینے کے بعد)۔
'''
The speaker is playing the role of a little",,,,,,,"""واہ! یہ تو بہت پیارا ہے، بڑی بہن! شکریہ!""",,,,,,
39,دوست,دوست,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,,,,,,,میری بھائی! انہیں میں نے کئی زیوراتی کتب لے لیے جس میں تیری,,,,,,,"""کیا ہوا؟ مجھے دکھائی نہیں دیا?""",,,,,,,"""واہ، واقعی؟ یہ تو بہت اچھا ہے! کیا لائے ہو؟""",,,,,,,"""یہ کیا ہے؟""
[Answer] (Answer)
""یہ ایک یادگار ہے جو میں نے اس",,,,,,
40,سسر,داماد,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,,,,,,,میری بیٹی کی نکال کے واقعے میں آپ نے کتنا سخت کام کیا تھا، میر,,,,,,,"""شکریہ، یہ میرے لئے بہت اہم ہے.""

سسر:
""مجھے خوش",,,,,,,"""نہیں سسر جان، مجھے یہ رقم ضرور لینا ہوگا، تاکہ میں اپنی",,,,,,,"""شکریہ ابو، آپ کی مہربانی ہے، لیکن مجھے ضرورت نہیں ہے۔""",,,,,,
41,پڑوسی,پڑوسی,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,,,,,,,"""شکر ہوگا، بڑا احسان ہے! آپ کا یہ تحفہ لینے کے لی",,,,,,,شکریہ، یہ بھی ہماری طرف سے مقبول ہوگئی۔,,,,,,,"""ہمارا شکریہ، یہ بہت اچھا لگتا ہے!"" (اسکرپٹ بند)]] 

##",,,,,,,"""آپ کا بہت شکریہ! یہ واقعی بہت مہربانی ہے۔""",,,,,,
42,بزرگ,نوجوان,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔,,,,,,,"""شکریہ، میرے والدین کی دعائیں قبول کریں۔""
'''
The speaker is a young person. The listener is an adult. The",,,,,,,میری مدد کرنا شکر ہے، لیکن میں اس کے نیاز نہیں۔,,,,,,,"""جی بھائی، آپ کی دعوت سے خوش ہوں۔ لیکن مجھے یقین ہے کہ و",,,,,,,"""نہیں، دادا جی! آپ یہ رقم اپنے پاس رکھیں، مجھے ضرورت نہیں ہے۔""",,,,,,
43,نند,بھابھی,آپ کی نند آپ کو خاندانی ملاقات کے دوران ایک شال تحفے میں دینا چاہتی ہیں۔,بھابھی، یہ شال آپ کے لیے لائی ہوں۔,تم نے میرے لیے سوچا، یہی میرے لیے خوشی کی بات ہے، اتنا تکلف نہ کرتی۔,,,,,,,میں بھی تیرے لئے کچھ لائی ہوں۔ میں نند کیلئے بھی کچھ م,,,,,,,"""نند جان، مجھے تو یہ شال دیکھ کر خوشی ہوئی! وہ کتنی اچھی ہ",,,,,,,"""شکر گزار ہوں، نند۔ تمہاری مہربانی کا شکریہ!"" (Answer)
'''
Answer: ""ش",,,,,,,"""اوہ نند، یہ تو بہت خوبصورت ہے! آپ کا بہت شکریہ، مجھے بہت پسند آئی۔""",,,,,,
44,استاد,شاگرد,آپ کے استاد آپ کی کارکردگی سے خوش ہو کر آپ کو انعام دینا چاہتے ہیں۔,یہ خصوصی انعام تمہارے لیے ہے۔,سر، آپ کی حوصلہ افزائی ہی میرے لیے بڑی بات ہے۔,,,,,,,"""میں بہت شکر گزار ہوں، استاد."" (Answer)
'''
Answer: میں بہت شکر گزار �",,,,,,,"""شکریہ استاد! یہ میرے لیے بہت معنی رکھتا ہے۔""",,,,,,,میں بس مزید کام کرنا چاہتا ہوں تاکہ آپ نے میری کوشش کو مز,,,,,,,جناب! میں بہت خوش ہوا، یہ ایک بڑا فخر ہے کہ مجھے اپ,,,,,,
45,بزرگ خاتون,نوجوان,آپ کو ایک بزرگ خاتون اپنے ہاتھ سے بنا ہوا سویٹردینا چاہتی ہیں۔,یہ سویٹر تمہارے لیے بنایا تھا، رکھ لو۔,دادی جان، آپ نے اپنے ہاتھ سے بنایا، یہی میرے لیے سب سے بڑا تحفہ ہے، اتنی زحمت نہ کرتیں۔,,,,,,,"""بہت شکریہ، آپ نے اتنی محنت سے بنایا ہے، یہ واقعی بہت خوبصورت ہے!""",,,,,,,میں نے اسے رکھا جانتا ہूं، بزرگ خاتون۔,,,,,,,آمین، بڑی ماں! آپ کی محبت اور دیکھ بھال سے مجھے خوشی ہوتی ہ�,,,,,,,"""میں اسے پہننا پسند کروں گا، آپ کی محبت اور کوشش کے لئے شکری�",,,,,,
46,خالہ,بھانجی,آپ اپنی خالہ سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے ایک چھوٹا سا تحفہ ہے۔,خالہ جان، آپ نے بہت محبت سے دیا ہے، آپ کا خلوص ہی میرے لیے کافی ہے بہت شکریہ۔,,,,,,,"""خوش آمدید، خالہ!"" (جملے) ""کیا یہ حیرت انگیز نہیں ہے؟",,,,,,,"""واہ خالہ! یہ تو بہت پیارا ہے، شکریہ!""",,,,,,,میں نے اسے کئی زمانے سے نہیں دेखا تھا، یہ آپ کے لیے ہ,,,,,,,"""کیا ہوا؟ کیا یہ مجھے دیئے جانے والے تحفے میں سے ایک",,,,,,
47,قریبی دوست,قریبی دوست,آپ کا قریبی دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا۔,,,,,,,"""مجھے خوشی ہے کہ میں نے اسے تمہارے پاس پایا۔""
'''
Answer:",,,,,,,"""واہ، یہ تو بہت خوبصورت ہے! تم نے واقعی میری پسند کا خیال رکھا ہے، شکریہ!""",,,,,,,"""ارے، مجھے تو نہیں پتہ تھا کہ تم نے اسے لیا ہے",,,,,,,میری بہت س�لای کردی چیز ہے، صدیوں تک بچائیں گے۔,,,,,,
48,ساس,بہو,آپ کی ساس گھر میں ملاقات کے دوران آپ کو کپڑوں کا ایک جوڑا تحفے میں دیتی ہیں۔,یہ کپڑے تمہارے لیے لائی ہوں۔,امی جان، آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,,,,,,,مولا نے مجھے اس کچل کا جوڑا دیا ہے، وہ اچھے کچل ہیں۔,,,,,,,"""سادگی سے، یہ میرے لیے بہت اچھا ہے!"" (جواب)
'''
Answer: ""س",,,,,,,"""واہ، ماں جی! یہ تو بہت خوبصورت ہیں۔ آپ کا بہت شکریہ!""",,,,,,,"""ساسی، آپ نے مجھے یہ تحفہ دیا تو کیسا محسوس ہوا؟""",,,,,,
49,ماموں,بھانجا,آپ کے ماموں ملاقات کے دوران آپ کو ایک تحفہ دیتے ہیں۔,یہ تمہارے لیے تحفہ ہے۔,ماموں جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,,,,,,,"""شکریہ، ماما!"" (اس نے تحفہ قبول کرلیا اور اس کی تعریف کی)۔
'''
Answer: ""شکری�",,,,,,,"""کیا یہ سچ ہے؟ مجھے تو پتہ نہیں تھا کہ آپ مجھے",,,,,,,مамوں سے بہرحال متشکر ہوں، لیکن یہ وہاں کی کچھ نہیں,,,,,,,"""واہ! شکریہ ماموں، یہ بہت اچھا ہے!""",,,,,,
50,پڑوسی,پڑوسی,آپ کے پڑوسی ایک خوشی کے موقع پر آپ کے گھر آئے ہیں۔ رخصت ہونے سے پہلے وہ آپ کو ایک تحفہ دیتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کا آنا ہی کافی تھا، لیکن پھر بھی بہت شکریہ۔,,,,,,,میں نے بھی کچھ بھی لینا چاہا ہے، لیکن آپ کی مہربانی ک,,,,,,,"""شکر ہوگا، بھائی! یہ تو بہت اچھا تحفہ ہے۔ کیا ی",,,,,,,"""آپ نے ہمارے لئے بہت اچھا کام کیا ہے، یہ ہمی",,,,,,,"""بہت شکریہ! یہ واقعی بہت مہربانی ہے۔ آپ کی محبت اور دوستی کا بہت قدر کرتا ہوں۔""",,,,,,
51,استاد,طالب علم,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب تحفے میں دیتے ہیں۔,یہ کتاب رکھ لو۔,سر، یہ میرے لیے اعزاز ہے، بہت شکریہ۔,,,,,,,بلکہ بخیر، استاد جانتا ہوں کہ آپ نے میری تلاش کو محسوس کیا ہے۔,,,,,,,شکر ہوگا، اس کا احترام ہے! آپ نے مجھے یہ کتاب دی ہے تو,,,,,,,"""شکریہ استاد! یہ میرے لیے بہت خاص ہے۔""",,,,,,,"""شکریہ، استاد!"" (طالب علم کتاب اپنے پاس رکھتا ہے) [1] [2]
[3]

Answer: [",,,,,,
52,کزن,کزن,آپ اپنے کزن سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ پیش کرتی ہے۔,یہ تحفہ خاص تمہارے لیے لائی ہوں، رکھ لو۔,بہت شکریہ! تم نے اتنی محبت سے دیا ہے تو رکھ لیتی ہوں، ورنہ اس تکلف کی بالکل ضرورت نہیں تھی۔,,,,,,,میں نے اس کی طرف سے بہت محبت کیا، بھائی صدیے کیلئے رکھو۔,,,,,,,"""شکر ہوے، بہن! یہ تو بہت پیارا ہے... میں نے اسے",,,,,,,"""اوہ، یہ تو بہت پیارا ہے! شکریہ، تمہاری محبت کا بہت شکریہ!""",,,,,,,"""شکریہ، یہ بہت اچھا ہے!"" (اپنی خوشی کا اظہار کریں)
'''
Answer",,,,,,
53,چچا,بھتیجا,آپ اپنے چچا سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو محبت میں کوئی چیز یا تحفہ پیش کرتے ہیں۔,بیٹا، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے، رکھ لو۔,چچا جان، آپ نے میرے لیے اتنا سوچا، یہ میرے لیے بہت معنی رکھتا ہے۔,,,,,,,میں نے اسے لیا اور میں کہتا ہوں کہ شکریہ چچا، میں مج där,,,,,,,"""شکریہ چچا، یہ آپ کی محبت ہے۔ مجھے بہت خوشی ہوئی!""",,,,,,,"""شکریہ، چچا!"" (اپنی پیٹھ موڑ کر) ""یہ واقعی دلکش ہے."" (تحفہ ل",,,,,,,"""چچا جان، تم نے مجھے کیا دیا ہے؟ دیکھ کر خوش ہوا کروں گا!""",,,,,,
54,دوست,دوست,آپ کا دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یہ تمہارے لیے خاص تحفہ ہے۔,یار، تم نے یاد رکھا، یہ میرے لیے واقعی خاص بات ہے۔,,,,,,,"""کیا یہ وہ چیز ہے جس پر میں تھوڑی دیر سے چاہتا تھا",,,,,,,"""مجھے خوشی ہے کہ میں نے یہ ملنے پر دیا۔""
Answer: ""مجھ�",,,,,,,میری بھائی، یہ تینیس کے ٹائرلے ہے جسے مجھے اپنا پربہوں ک,,,,,,,"""واہ! یہ تو بہت خوبصورت ہے، تمہارا شکریہ! مجھے واقعی پسند آیا۔""",,,,,,
55,خالہ,بھانجا,آپ کی خالہ ملاقات کے دوران آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے لائی ہوں۔,خالہ جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔ اس شفقت کے لیے بہت شکریہ۔,,,,,,,ممنون، خالہ سان兄,,,,,,,"""کیا کر رہی ہوں؟ مجھے تو نہیں پتہ تھا کہ آئی",,,,,,,"""شکریہ، خالہ!"" (Answer in Urdu)
'''
Answer: شکریہ، خالہ! میں اسے پسند کرن�",,,,,,,"""واہ خالہ! یہ تو بہت خوبصورت ہے، شکریہ!""",,,,,,
56,سسر,داماد,آپ کے سسر ملاقات کے دوران آپ کو ایک تحفہ پیش کرتے ہیں۔,یہ تحفہ قبول کریں۔,ابا جان، اس کی کیا ضرورت تھی، لیکن آپ نے اتنا خیال رکھا، میں شکر گزار ہوں۔,,,,,,,ممنون جانتے ہیں، آپ نے بھی خاص کیا۔,,,,,,,"""بہت شکریہ، ابو! یہ آپ کی محبت اور مہربانی ہے۔""",,,,,,,"""شکریہ، یہ بہت اچھا لگتا ہے."" (اسلام کی دعوت کے بغیر)
'''
Answer",,,,,,,شکر ہوگا، دیکھ کر بہت خوش ہوا، آپ کی محبت اور احترام کا یہ تحف�,,,,,,
57,پڑوسی,پڑوسی,آپ کے پڑوسی ملاقات کے دوران آپ کو ایک چھوٹا سا تحفہ پیش کرتے ہیں۔,یہ ہماری طرف سے تحفہ ہے۔,آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,,,,,,,"""واہ، بہت شکریہ! یہ واقعی بہت مہربانی ہے آپ کی۔""",,,,,,,"""شکر ہو، بڑا احترام ہے! کیا یہ کچن میں بنایا گیا ہ",,,,,,,ممنون، بھائی۔ یہ خاص طور پر میل کرنے کی تجربت کو ذہن میں رک,,,,,,,"""ہمیں یقین ہے کہ آپ اس کی قدر کریں گے.""

پڑوسی:
""اسے اپن�",,,,,,
58,استاد,شاگرد,ایک تعلیمی تقریب میں آپ کے استاد آپ کو اچھی کارکردگی پر انعام دیتے ہیں۔,یہ تمہاری محنت کا انعام ہے۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے سب سے بڑا اعزاز ہے۔,,,,,,,اس کی وجہ سے خوش ہو کر، میرے والدین بھی خوش ہوں گے۔,,,,,,,"""آپ کی مہربانی، استاد!"" (Answer)
'''
Answer: ""آپ کی مہربانی، استاد!"" (Answer)",,,,,,,"""شکریہ استاد! آپ کی رہنمائی اور حمایت کے بغیر یہ ممکن نہیں تھا۔""",,,,,,,شکریہ سادہ سادہ، آپ نے مجھے بہت زیادہ فائدہ دیا۔,,,,,,
