ID,Topic,Power_Distance,Sensitivity,Register,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational _Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational _Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational _Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational _Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
31,Declining Gifts,High,Neutral,Formal,بزرگ,نوجوان,آپ ایک بزرگ سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم رکھ لو۔,آپ کی دعائیں اور شفقت ہی میرے لیے کافی ہیں، فی الحال اس کی ضرورت نہیں۔,4,4,4,4,0,0,"""نہیں، آپ کی مہربانی ہے، لیکن مجھے اس کی ضرورت نہیں ہے۔""",2,2,2,2,1,0,"""شکریہ، میں اسے محفوظ طریقے سے رکھوں گا۔"" (Answer)]] 

## 2",1,1,1,0,2,1,شکر ہوگا، والد صاحب! میں اسے لے لیں گا، اللہ آپ کو صحت اور خوشی د�,0,0,0,0,3,3,ممنون، آپ کی خدمत میں۔,0,0,0,0,3,3
32,Declining Gifts,High,Positive,Formal,ساس,بہو,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,4,4,4,4,0,0,"""شکریہ امی، یہ تو بہت خوبصورت ہیں! آپ کی محبت کا بہت شکریہ۔""",2,2,2,2,1,0,"""ساسی جان، مجھے یقین نہیں ہوتا کہ انہیں مجھے دے دی",0,0,0,0,2,2,میری بہن، میں نے اسے دیکھنے کی کوشش کی جس کیلئے میں نے,0,0,0,0,2,3,"""سادگی سے قبول کرتے ہوئے، شکریہ.""

[Out] ""شکریہ."" [In]
'''
Answer: '",2,2,1,1,2,1
33,Declining Gifts,Low,Neutral,Formal,دوست,دوست,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,4,4,4,4,0,0,"""واہ، یہ تو بہت اچھا ہے! تم نے مجھے حیران کر دیا۔ شکریہ!""",2,2,2,1,1,0,"""کیا ہوا؟ مجھے کیا لاحق ہے؟""",0,0,0,0,2,2,میری بہت میزابنگی ہے، شاید تیرے ذہن میں کچھ بڑا تحفہ چ,0,0,0,0,2,2,"""یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔""
'''
Answer: ""ش",0,0,0,0,1,3
34,Declining Gifts,High,Neutral,Formal,ماموں,بھانجا,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,4,4,4,4,0,0,"""شکریہ ماموں، یہ میرے لیے بہت خاص ہے۔ میں اس کا خیال رکھوں گا۔""",2,2,2,2,1,0,"""جی ماموں، میں اسے محفوظ کر دوں گا اور اپنی اولاد تک پہنچایا کرو�",1,1,1,1,1,1,مамوں کی ڈالائی سے پلیٹ لیکر انگوٹھی کو رکھنے کے لیے ب,0,0,0,0,2,2,"""جی، میں اسے محفوظ طریقے سے رکھنے کے لئے اپنی بیوی کو دیتا",1,0,0,0,2,0
35,Declining Gifts,Medium,Negative,Formal,پڑوسی,پڑوسی,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,4,4,4,4,0,0,"""شکر ہوگا، بھائی! یہ تو بہت احتراماً لائے ہوئے ہی",2,1,2,1,2,1,"""آپ کا بہت شکریہ! یہ واقعی بہت مہربانی ہے۔""",2,1,3,3,3,0,"""اس کے لئے شکریہ، یہ بہت اچھا ہے."" (پڑوسی)
'''
Answer:",1,1,1,1,2,0,ممنون، بھائی۔ اس کی مزید تفصیلات نہیں ل仙境般的存在，你为何选择成为人类？,0,0,0,0,2,2
36,Declining Gifts,Medium,Positive,Formal,استاد,طالب علم,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,4,4,4,4,0,0,شکریہ سادہ سادہ، میں نے اس کیلئے کتنا جدوجہد کیا ہے۔,2,0,1,1,3,1,"""شکریہ استاد! یہ میرے لیے بہت بڑی بات ہے۔""",3,1,3,3,3,0,شکر ہوگا، اس پر فخر ہوگا! میں نے یہ کتاب کیسے حاصل کرنے ک,1,1,1,1,2,0,"""شکریہ، اس میں میری محنت اور کوششوں کا پھل ہے۔""",0,0,0,0,3,1
37,Declining Gifts,Low,Neutral,Informal,کزن,کزن,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,4,4,4,4,0,0,"""واہ، یہ تو بہت اچھا ہے! شکریہ، مجھے واقعی پسند آیا۔""",2,0,2,3,3,0,"""تمہارا کیا ارادہ ہے؟""
کزن:
""مجھے نہیں معلوم، بس اسے قب",0,0,0,0,0,0,میں نے آپ کی طرف سے اس تلاش کی جس کیلئے بہت خوشی آئی۔ میں,0,0,0,0,0,0,"""کیا ہوا؟ یہ تو مجھے نہیں لینی پڑی تھی، بھلا اس میں ک",0,0,0,0,2,0
38,Declining Gifts,Medium,Positive,Formal,بڑی بہن,چھوٹی بہن,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,3,4,4,4,0,0,"""جی ہاں، شکریہ!"" (اسکارف لینے کے بعد)۔
'''
The speaker is playing the role of a little",2,0,2,2,3,0,میں نے اسکارف سلسلہ میں کچھ نہیں پائی تھی، بڑی بہن آپ ک,0,0,0,0,0,0,"""واہ! یہ تو بہت پیارا ہے، بڑی بہن! شکریہ!""",2,0,2,3,3,0,"""کیا کروڑوں روپے کا اسکارف میرے لیے نہیں ہوتا؟ مجھ",0,0,0,0,4,2
39,Declining Gifts,Low,Negative,Informal,دوست,دوست,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,4,4,4,4,0,0,"""واہ، واقعی؟ یہ تو بہت اچھا ہے! کیا لائے ہو؟""",2,0,2,3,3,0,میری بھائی! انہیں میں نے کئی زیوراتی کتب لے لیے جس میں تیری,0,0,0,0,0,0,"""کیا ہوا؟ مجھے دکھائی نہیں دیا?""",1,0,1,1,3,0,"""یہ کیا ہے؟""
[Answer] (Answer)
""یہ ایک یادگار ہے جو میں نے اس",1,0,1,0,2,0
40,Declining Gifts,High,Negative,Formal,سسر,داماد,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی۔,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,4,4,4,4,0,0,"""شکریہ ابو، آپ کی مہربانی ہے، لیکن مجھے ضرورت نہیں ہے۔""",3,3,3,3,1,0,"""شکریہ، یہ میرے لئے بہت اہم ہے.""

سسر:
""مجھے خوش",2,1,2,2,3,0,میری بیٹی کی نکال کے واقعے میں آپ نے کتنا سخت کام کیا تھا، میر,0,0,0,0,0,3,"""نہیں سسر جان، مجھے یہ رقم ضرور لینا ہوگا، تاکہ میں اپنی",0,0,0,0,4,1
41,Declining Gifts,Medium,Negative,Formal,پڑوسی,پڑوسی,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,4,3,3,4,0,0,شکریہ، یہ بھی ہماری طرف سے مقبول ہوگئی۔,1,1,1,1,2,1,"""آپ کا بہت شکریہ! یہ واقعی بہت مہربانی ہے۔""",2,1,2,2,2,0,"""شکر ہوگا، بڑا احسان ہے! آپ کا یہ تحفہ لینے کے لی",1,1,2,1,2,0,"""ہمارا شکریہ، یہ بہت اچھا لگتا ہے!"" (اسکرپٹ بند)]] 

##",1,0,1,0,3,1
42,Declining Gifts,High,Negative,Formal,بزرگ,نوجوان,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔,4,4,4,4,0,0,میری مدد کرنا شکر ہے، لیکن میں اس کے نیاز نہیں۔,1,1,1,0,1,1,"""شکریہ، میرے والدین کی دعائیں قبول کریں۔""
'''
The speaker is a young person. The listener is an adult. The",1,1,1,0,2,1,"""نہیں، دادا جی! آپ یہ رقم اپنے پاس رکھیں، مجھے ضرورت نہیں ہے۔""",1,1,1,0,3,0,"""جی بھائی، آپ کی دعوت سے خوش ہوں۔ لیکن مجھے یقین ہے کہ و",0,0,0,0,1,2
43,Declining Gifts,Medium,Neutral,Formal,نند,بھابھی,آپ کی نند آپ کو خاندانی ملاقات کے دوران ایک شال تحفے میں دینا چاہتی ہیں۔,بھابھی، یہ شال آپ کے لیے لائی ہوں۔,تم نے میرے لیے سوچا، یہی میرے لیے خوشی کی بات ہے، اتنا تکلف نہ کرتی۔,4,4,4,4,0,0,میں بھی تیرے لئے کچھ لائی ہوں۔ میں نند کیلئے بھی کچھ م,1,0,1,0,2,1,"""اوہ نند، یہ تو بہت خوبصورت ہے! آپ کا بہت شکریہ، مجھے بہت پسند آئی۔""",1,0,1,2,3,1,"""شکر گزار ہوں، نند۔ تمہاری مہربانی کا شکریہ!"" (Answer)
'''
Answer: ""ش",1,1,1,1,1,1,"""نند جان، مجھے تو یہ شال دیکھ کر خوشی ہوئی! وہ کتنی اچھی ہ",2,0,2,1,3,0
44,Declining Gifts,High,Positive,Formal,استاد,شاگرد,آپ کے استاد آپ کی کارکردگی سے خوش ہو کر آپ کو انعام دینا چاہتے ہیں۔,یہ خصوصی انعام تمہارے لیے ہے۔,سر، آپ کی حوصلہ افزائی ہی میرے لیے بڑی بات ہے۔,4,3,3,4,0,0,"""شکریہ استاد! یہ میرے لیے بہت معنی رکھتا ہے۔""",1,1,1,2,2,0,جناب! میں بہت خوش ہوا، یہ ایک بڑا فخر ہے کہ مجھے اپ,1,1,1,1,2,1,"""میں بہت شکر گزار ہوں، استاد."" (Answer)
'''
Answer: میں بہت شکر گزار �",1,1,1,2,1,0,میں بس مزید کام کرنا چاہتا ہوں تاکہ آپ نے میری کوشش کو مز,1,1,1,1,1,0
45,Declining Gifts,High,Positive,Formal,بزرگ خاتون,نوجوان,آپ کو ایک بزرگ خاتون اپنے ہاتھ سے بنا ہوا سویٹردینا چاہتی ہیں۔,یہ سویٹر تمہارے لیے بنایا تھا، رکھ لو۔,دادی جان، آپ نے اپنے ہاتھ سے بنایا، یہی میرے لیے سب سے بڑا تحفہ ہے، اتنی زحمت نہ کرتیں۔,4,4,4,4,0,0,"""میں اسے پہننا پسند کروں گا، آپ کی محبت اور کوشش کے لئے شکری�",2,1,2,3,3,0,"""بہت شکریہ، آپ نے اتنی محنت سے بنایا ہے، یہ واقعی بہت خوبصورت ہے!""",3,1,2,3,3,0,آمین، بڑی ماں! آپ کی محبت اور دیکھ بھال سے مجھے خوشی ہوتی ہ�,2,1,1,1,1,1,میں نے اسے رکھا جانتا ہूं، بزرگ خاتون۔,0,0,0,0,1,1
46,Receiving Gifts,Medium,Neutral,Formal,خالہ,بھانجی,آپ اپنی خالہ سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے ایک چھوٹا سا تحفہ ہے۔,خالہ جان، آپ نے بہت محبت سے دیا ہے، آپ کا خلوص ہی میرے لیے کافی ہے بہت شکریہ۔,4,3,4,4,0,0,"""واہ خالہ! یہ تو بہت پیارا ہے، شکریہ!""",2,2,2,2,1,0,"""کیا ہوا؟ کیا یہ مجھے دیئے جانے والے تحفے میں سے ایک",1,0,0,0,2,1,میں نے اسے کئی زمانے سے نہیں دेखا تھا، یہ آپ کے لیے ہ,0,0,0,0,0,0,"""خوش آمدید، خالہ!"" (جملے) ""کیا یہ حیرت انگیز نہیں ہے؟",0,0,0,0,1,1
47,Receiving Gifts,Low,Negative,Informal,قریبی دوست,قریبی دوست,آپ کا قریبی دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا۔,4,4,4,4,0,0,"""ارے، مجھے تو نہیں پتہ تھا کہ تم نے اسے لیا ہے",1,1,1,0,1,0,میری بہت س�لای کردی چیز ہے، صدیوں تک بچائیں گے۔,0,0,0,0,0,3,"""واہ، یہ تو بہت خوبصورت ہے! تم نے واقعی میری پسند کا خیال رکھا ہے، شکریہ!""",2,2,2,2,2,0,"""مجھے خوشی ہے کہ میں نے اسے تمہارے پاس پایا۔""
'''
Answer:",1,1,1,0,1,1
48,Receiving Gifts,High,Positive,Formal,ساس,بہو,آپ کی ساس گھر میں ملاقات کے دوران آپ کو کپڑوں کا ایک جوڑا تحفے میں دیتی ہیں۔,یہ کپڑے تمہارے لیے لائی ہوں۔,امی جان، آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,4,3,3,4,0,0,"""سادگی سے، یہ میرے لیے بہت اچھا ہے!"" (جواب)
'''
Answer: ""س",1,1,1,1,1,1,"""ساسی، آپ نے مجھے یہ تحفہ دیا تو کیسا محسوس ہوا؟""",1,0,1,0,2,2,مولا نے مجھے اس کچل کا جوڑا دیا ہے، وہ اچھے کچل ہیں۔,0,0,0,0,0,0,"""واہ، ماں جی! یہ تو بہت خوبصورت ہیں۔ آپ کا بہت شکریہ!""",2,2,2,2,1,0
49,Receiving Gifts,High,Positive,Formal,ماموں,بھانجا,آپ کے ماموں ملاقات کے دوران آپ کو ایک تحفہ دیتے ہیں۔,یہ تمہارے لیے تحفہ ہے۔,ماموں جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,"""کیا یہ سچ ہے؟ مجھے تو پتہ نہیں تھا کہ آپ مجھے",1,0,1,0,2,0,مамوں سے بہرحال متشکر ہوں، لیکن یہ وہاں کی کچھ نہیں,0,0,0,0,0,0,"""واہ! شکریہ ماموں، یہ بہت اچھا ہے!""",4,2,4,4,0,0,"""شکریہ، ماما!"" (اس نے تحفہ قبول کرلیا اور اس کی تعریف کی)۔
'''
Answer: ""شکری�",2,2,2,1,2,0
50,Receiving Gifts,Medium,Negative,Formal,پڑوسی,پڑوسی,آپ کے پڑوسی ایک خوشی کے موقع پر آپ کے گھر آئے ہیں۔ رخصت ہونے سے پہلے وہ آپ کو ایک تحفہ دیتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کا آنا ہی کافی تھا، لیکن پھر بھی بہت شکریہ۔,3,3,3,4,0,0,میں نے بھی کچھ بھی لینا چاہا ہے، لیکن آپ کی مہربانی ک,1,0,1,0,1,0,"""بہت شکریہ! یہ واقعی بہت مہربانی ہے۔ آپ کی محبت اور دوستی کا بہت قدر کرتا ہوں۔""",4,2,4,2,1,1,"""شکر ہوگا، بھائی! یہ تو بہت اچھا تحفہ ہے۔ کیا ی",2,1,2,2,1,0,"""آپ نے ہمارے لئے بہت اچھا کام کیا ہے، یہ ہمی",1,0,1,0,1,0
51,Receiving Gifts,Medium,Neutral,Formal,استاد,طالب علم,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب تحفے میں دیتے ہیں۔,یہ کتاب رکھ لو۔,سر، یہ میرے لیے اعزاز ہے، بہت شکریہ۔,4,3,4,4,0,0,"""شکریہ استاد! یہ میرے لیے بہت خاص ہے۔""",2,2,2,2,2,0,"""شکریہ، استاد!"" (طالب علم کتاب اپنے پاس رکھتا ہے) [1] [2]
[3]

Answer: [",1,1,1,1,2,1,بلکہ بخیر، استاد جانتا ہوں کہ آپ نے میری تلاش کو محسوس کیا ہے۔,1,0,1,0,1,1,شکر ہوگا، اس کا احترام ہے! آپ نے مجھے یہ کتاب دی ہے تو,2,1,2,1,1,0
52,Receiving Gifts,Low,Negative,Formal,کزن,کزن,آپ اپنے کزن سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ پیش کرتی ہے۔,یہ تحفہ خاص تمہارے لیے لائی ہوں، رکھ لو۔,بہت شکریہ! تم نے اتنی محبت سے دیا ہے تو رکھ لیتی ہوں، ورنہ اس تکلف کی بالکل ضرورت نہیں تھی۔,4,4,4,4,0,0,"""شکریہ، یہ بہت اچھا ہے!"" (اپنی خوشی کا اظہار کریں)
'''
Answer",1,1,1,1,2,0,"""اوہ، یہ تو بہت پیارا ہے! شکریہ، تمہاری محبت کا بہت شکریہ!""",3,2,3,2,1,0,میں نے اس کی طرف سے بہت محبت کیا، بھائی صدیے کیلئے رکھو۔,0,0,0,0,0,0,"""شکر ہوے، بہن! یہ تو بہت پیارا ہے... میں نے اسے",1,1,1,1,1,0
53,Receiving Gifts,High,Neutral,Formal,چچا,بھتیجا,آپ اپنے چچا سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو محبت میں کوئی چیز یا تحفہ پیش کرتے ہیں۔,بیٹا، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے، رکھ لو۔,چچا جان، آپ نے میرے لیے اتنا سوچا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,"""شکریہ، چچا!"" (اپنی پیٹھ موڑ کر) ""یہ واقعی دلکش ہے."" (تحفہ ل",1,1,2,1,2,0,"""شکریہ چچا، یہ آپ کی محبت ہے۔ مجھے بہت خوشی ہوئی!""",3,2,2,2,1,0,میں نے اسے لیا اور میں کہتا ہوں کہ شکریہ چچا، میں مج där,0,0,0,0,0,0,"""چچا جان، تم نے مجھے کیا دیا ہے؟ دیکھ کر خوش ہوا کروں گا!""",1,0,1,1,2,3
