ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,3,3,4,4,0,0,"""شکریہ یار، تمہاری بہت مہربانی۔""",4,4,4,4,0,0,"""واہ، تمہاری مہربانی! مگر تمہاری دوستی ہی میرے لیے سب سے بڑا تحفہ ہے۔""",2,2,2,2,0,0,"""شکریہ یار، یہ بہت میزبان ہے۔ میں اسے بہت چیاں گ",3,3,3,3,0,0,"""ارے یار، تم نے کیا کیا، مجھے یہی یہی کافی تھا۔""",1,1,1,1,0,0
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,4,4,4,4,0,0,"""مамوں جان، شکریہ لیکن میں اسے خود رکھا ہوں۔ آپ کی نش",4,4,4,4,0,0,"""ماموں، یہ بہت خوبصورت ہے، مگر میں یہ آپ کے پاس ہی رہنے دینا چاہتا ہوں۔""",2,2,2,0,0,0,"""جی، ماموں جان، یہ انگوٹھی میں رکھیے گا۔ آپ کی بہت مہ",2,2,2,2,0,0,"""ماموں جان، آپ کی بہت مہربانی، مگر میں نے پہلے ہی ایک انگ",2,2,2,2,0,0
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,4,3,4,4,0,0,"""شکریہ یار، تمہاری بہت مہربانی۔""",3,3,3,3,0,0,"""خدا کی برکت سے قبول کرلیا، آپ کی مہربانی کا شکریہ۔""",2,2,2,2,0,0,"""بہت شکریہ! آپ کی مہربانی کا بہت احساس ہے، یہ میرے لیے بہت خاص ہے۔""",2,2,2,2,0,0,"""جی، بہت مبارک ہو۔ آپ کی مہربانی کو بہت شکریہ۔""",1,1,1,1,0,0
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,3,3,4,4,0,0,"""جی، شکریہ استاد جان، اس کتاب کی خیریت میں بہت م selfies ہے۔""",3,3,3,3,0,0,"""سر، آپ کی مہربانی کا بہت شکریہ، یہ میرے لیے بہت معنی رکھتا ہے۔""",3,3,3,3,0,0,"""جی سر، آپ کی مہربانی اپنی جگہ، لیکن مجھے یہ کتاب ضرور پڑھنی ہو گی",3,3,3,3,0,0,"""استاد صاحب، آپ کی بہت مہربانی، مگر مجھے یہ کتاب ضروری نہیں، بس آپ کی ر",2,2,2,2,0,0
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,3,4,4,4,0,0,"""خدا کی blessing ہے، یہ تحفہ بہت پیارے ہیں۔ آپ کی بہت",3,3,3,3,0,0,"""جی، بہت مبارک ہو۔ تمہاری بہت مہربانی کو محسوس کرتا ہوں، ر",2,2,2,2,0,0,"""ارے، بہت شکری۔ آپ کی بہت مہربانی، مگر میں نے پہلے",3,3,3,3,0,0,"""واہ، تمہاری مہربانی! بہت شکریہ، مجھے یہ بہت پسند آیا۔""",2,2,2,2,0,0
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,4,3,4,4,0,0,"""شکریہ بہن، یہ اسکارف میرے لیے بہت خاص ہے۔ رکھ رہیں",2,2,2,1,0,0,"""جی بہن، آپ کی بہت مہربانی، میں اسے رکھ لوں گی۔""",2,2,2,2,0,0,"""آپ کی بہت مہربانی، مگر میں اسکارف استعمال نہیں کر سکتی۔ آپ کی بہ",3,3,3,3,0,0,"""واہ، آپی! یہ بہت خوبصورت ہے، شکریہ!""",3,3,3,3,0,0
39,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,4,4,4,4,0,0,"""بہت مبارک ہو، میں آپ کی مہربانی کو بہت شکریہ کرتا ہوں",2,2,2,2,0,0,"""ارے، تم آ گئے، میرے لیے یہی یہی کافی تھا۔""",2,2,2,2,0,0,"""واہ، تمہاری مہربانی! مجھے بہت خوشی ہوئی، شکریہ!""",2,2,2,2,0,0,"""شکریہ یار، تمہاری بہت مہربانی۔""",1,1,1,1,0,0
40,سسر,داماد,High,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,3,4,4,4,0,0,"""جی، مرسلاً کام کریں۔ آپ کی مہربانی میں بہت خوشی ہے۔""",3,3,3,3,0,0,"""جی امی، بس ابھی آئی۔ آپ فکر نہ کریں، ہم مل کر سب کام جلدی مکمل کر لیتے",1,1,1,0,0,1,"""جی، آپ کی بہت مہربانی۔ یہ رقم میں رکھ لوں گا، ضرورت پڑے تو",0,0,0,0,0,0,"""سسر جی، آپ کی مہربانی کا بہت شکریہ، مگر مجھے واقعی اس کی ضرورت نہیں ہے۔""",1,1,1,1,0,0
41,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,4,4,4,4,0,0,"""شکر ہوے، آپ کی مہربانی کا بہت شکریہ۔""",2,2,2,1,0,0,"""جی، بہت مبارک ہو۔ آپ کی مہربانی کو بہت شکریہ۔""",2,2,2,2,0,0,"""شکریہ یار، تمہاری بہت مہربانی۔""",2,2,2,2,0,0,"""بہت شکریہ! آپ کی مہربانی کا بہت خیال رکھوں گا۔""",2,2,2,2,0,0
42,بزرگ,نوجوان,High,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔,3,3,4,4,0,0,"""جی بزرگ، آپ کی بہت مہربانی، مگر مجھے یہ موقع دیجیے کہ میں یہ رقم",1,1,1,0,0,0,"""جی، میں اسے بھر دیتا ہوں۔ سفر میں کام آئے گے۔""",2,2,2,2,0,0,"""جی، بزرگ صاحب، آپ کی بہت مہربانی۔ میں یہ رقم رکھ لوں گا، آپ کی صحت ا",4,4,4,4,0,0,"""بہت شکریہ، مگر میں یہ رقم نہیں لے سکتا۔ آپ کی دعا ہی میرے لیے کافی ہے۔""",2,2,2,2,1,0
43,نند,بھابھی,Medium,آپ کی نند آپ کو خاندانی ملاقات کے دوران ایک شال تحفے میں دینا چاہتی ہیں۔,بھابھی، یہ شال آپ کے لیے لائی ہوں۔,تم نے میرے لیے سوچا، یہی میرے لیے خوشی کی بات ہے، اتنا تکلف نہ کرتی۔,4,3,4,4,0,0,"""جی، بھابھی، میں بہت خوشی سے ممکنہ تحفہ کو چھوڑ گیا",1,1,1,0,0,1,"""جی، بھابھی جان، آپ کی بہت مہربانی۔ یہ شال بہت خوبصورت ہے",3,3,3,3,0,0,"""جی نند، آپ کی بہت مہربانی، مگر میں نے پہلے ہی ایک شال خرید",2,2,2,2,0,0,"""بہت شکریہ، یہ واقعی بہت خوبصورت ہے! آپ کی محبت کا بہت احساس ہے۔""",2,2,2,2,0,1
44,استاد,شاگرد,High,آپ کے استاد آپ کی کارکردگی سے خوش ہو کر آپ کو انعام دینا چاہتے ہیں۔,یہ خصوصی انعام تمہارے لیے ہے۔,سر، آپ کی حوصلہ افزائی ہی میرے لیے بڑی بات ہے۔,4,4,4,4,0,0,"""سر، آپ کی بہت مہربانی، مگر مجھے یہ موقع دیجیے۔ آج کی کامیابی کی خوشی",3,3,3,3,0,0,"""سر، آپ کی مہربانی ہے، مگر میں نے یہ سب آپ کی رہنمائی کی وجہ سے حاصل کیا ہے۔""",2,2,2,2,0,0,"""جی، میں بہت شکریہ کرتا ہوں۔ آپ کی حوصلہ افزائی میرے لیے",2,2,2,2,0,0,"""جناب سر، آپ کی مہربانی اپنی جگہ، مگر میں نے یہ کوشش کی ہے ک",2,2,2,2,0,0
45,بزرگ خاتون,نوجوان,High,آپ کو ایک بزرگ خاتون اپنے ہاتھ سے بنا ہوا سویٹردینا چاہتی ہیں۔,یہ سویٹر تمہارے لیے بنایا تھا، رکھ لو۔,دادی جان، آپ نے اپنے ہاتھ سے بنایا، یہی میرے لیے سب سے بڑا تحفہ ہے، اتنی زحمت نہ کرتیں۔,4,4,4,4,0,0,"""بہت شکریہ، آپ کی محبت کا بہت احساس ہے، مگر میں یہ نہیں لے سکتی۔""",1,1,1,1,0,0,"""جی، مرسی آپ کی مہربانی، رکھ رہیں گی۔""",3,3,3,3,0,1,"""خدا کی blessing ہو، امی۔ آپ کی محبت اور مہربانی کا یہ سویٹر مجھے بہ",2,2,2,2,0,1,"""جی، میں نے سوچا کہ یہ سویٹر میرے لیے بنایا ہے۔""",2,2,2,1,0,0
46,خالہ,بھانجی,Medium,آپ اپنی خالہ سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے ایک چھوٹا سا تحفہ ہے۔,خالہ جان، آپ نے بہت محبت سے دیا ہے، آپ کا خلوص ہی میرے لیے کافی ہے بہت شکریہ۔,4,3,4,4,0,0,"""خالہ جان، آپ کی بہت مہربانی، مگر مجھے یہ تحفہ قبول کرنے می�",3,3,3,3,0,0,"""واہ خالہ، آپ کی مہربانی! یہ واقعی بہت خوبصورت ہے، شکریہ!""",2,2,2,2,0,1,"""شکریہ خالہ جان، یہی یہی کافی ہے۔""",2,2,2,2,0,0,"""خدا کی برکت ہو، امی! آپ کی مہربانی کا شکریہ۔""",2,2,2,2,0,0
47,قریبی دوست,قریبی دوست,Low,آپ کا قریبی دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا۔,3,3,4,4,0,0,"""شکریہ یار، تمہاری بہت مہربانی۔""",2,2,2,1,0,0,"""واہ، تمہاری مہربانی کا بہت شکریہ! یہ میرے لیے بہت خاص ہے۔""",2,2,2,2,0,0,"""ارے یار، تمہیں بھی میرے لیے ایک تحفہ لے کر آنا چاہی",3,3,3,3,0,0,"""شکریہ یار، یہ تحفہ میں کبھی بھی کافی ہے۔""",2,2,2,2,0,0
48,ساس,بہو,High,آپ کی ساس گھر میں ملاقات کے دوران آپ کو کپڑوں کا ایک جوڑا تحفے میں دیتی ہیں۔,یہ کپڑے تمہارے لیے لائی ہوں۔,امی جان، آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,4,3,4,4,0,0,"""شکریہ ہیں، مگر آپ کی بہت مہربانی۔ میں اپنے کچھ کپڑ",2,2,2,1,0,1,"""ساسی جان، آپ کی بہت مہربانی، مگر مجھے یہ جوڑا نہیں چاہ",2,2,2,2,0,0,"""بہت شکریہ ساس جی، آپ کی محبت کا بہت خیال رکھتی ہوں۔""",2,2,2,2,0,0,"""ارے ساس جان، آپ کی بہت مہربانی۔ یہ کپڑے بہت خوبصورت ہ",2,2,2,2,0,0
49,ماموں,بھانجا,High,آپ کے ماموں ملاقات کے دوران آپ کو ایک تحفہ دیتے ہیں۔,یہ تمہارے لیے تحفہ ہے۔,ماموں جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,"""ماموں جان، بہت شکریہ، لیکن مجھے یہ تحفہ قبول کرنے میں کسی حد",3,3,3,3,0,0,"""شکر ہوے، ماموں جان، آپ کی مہربانی کا شکریہ۔""",1,1,1,1,0,0,"""مамا جان، بہت مبارک ہو۔ اس تحفہ کی مہربانی کو بہت شکریہ۔",3,3,3,3,0,0,"""شکریہ ماموں، آپ کی محبت کا بہت شکریہ!""",1,1,1,1,0,0
50,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ایک خوشی کے موقع پر آپ کے گھر آئے ہیں۔ رخصت ہونے سے پہلے وہ آپ کو ایک تحفہ دیتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کا آنا ہی کافی تھا، لیکن پھر بھی بہت شکریہ۔,4,4,4,4,0,0,"""جی، بہت مبارک ہو۔ میں اسے بہت پسند کر رہا ہوں۔""",3,3,3,3,0,0,"""ایسا نہیں، پڑوسی صاحب، آپ کی مہربانی قبول کرنے کے قابل نہیں",3,3,3,3,0,0,"""شکریہ یار، آپ کی بہت مہربانی، لیکن ابھی ہمیں زیادہ مصروفیت ہ",3,3,3,3,0,0,"""بہت شکریہ! آپ کی محبت اور خیال کا بہت احساس ہے۔""",2,2,2,2,0,0
51,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب تحفے میں دیتے ہیں۔,یہ کتاب رکھ لو۔,سر، یہ میرے لیے اعزاز ہے، بہت شکریہ۔,4,3,4,4,0,0,"""جی، مرسلاً رکھوں گے۔ شکریہ آپ کی تحفہ کے لیے۔""",3,3,3,3,0,0,"""جی سر، آپ کی بہت مہربانی۔""",1,1,1,1,0,0,"""سر، آپ کی مہربانی کا بہت شکریہ، یہ میرے لیے بہت خاص ہے۔""",2,2,2,2,0,0,"""جی استاد، بہت شکریہ!"" (Answer in English)
""جی استاد، بہت شکریہ!"" (Answer in English)",1,1,1,1,0,0
52,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ پیش کرتی ہے۔,یہ تحفہ خاص تمہارے لیے لائی ہوں، رکھ لو۔,بہت شکریہ! تم نے اتنی محبت سے دیا ہے تو رکھ لیتی ہوں، ورنہ اس تکلف کی بالکل ضرورت نہیں تھی۔,4,3,4,4,0,0,"""جبتی ہے، چاہتی ہوں کہ تمہارے لیے کچھ خاص چیزیں رک",3,3,3,3,0,0,"""کزن جان، یہ تحفہ آپ کی طرف سے میرے لیے بہت پیارا ہے۔ آپ",3,3,3,3,0,0,"""واہ، تمہاری مہربانی کا بہت شکریہ! یہ واقعی بہت خاص ہے۔""",1,1,1,1,0,0,"""ارے، کزن، آپ کی بہت مہربانی۔ لیکن، آپ زحمت نہ کریں، بس یہی",2,2,2,2,0,0
53,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو محبت میں کوئی چیز یا تحفہ پیش کرتے ہیں۔,بیٹا، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے، رکھ لو۔,چچا جان، آپ نے میرے لیے اتنا سوچا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,"""چچا جان، اس تحفہ میں بہت محبت کا شکریہ۔ میں اسے بہت محببا",3,3,3,3,0,0,"""چچا جان، آپ کی محبت کا بہت شکریہ، مگر یہ آپ کی محبت ہی میرے لیے سب سے بڑا تحفہ ہے۔""",3,3,3,3,0,0,"""چچا جان، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں یہ تحف",1,1,1,1,0,0,"""چچا جان، آپ کی محبت اور مہربانی کا یہ تحفہ مجھے بہت پیار آ گیا�",2,2,2,2,0,0
54,دوست,دوست,Low,آپ کا دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یہ تمہارے لیے خاص تحفہ ہے۔,یار، تم نے یاد رکھا، یہ میرے لیے واقعی خاص بات ہے۔,4,3,4,4,0,0,"""ارے یار، تمہاری بہت مہربانی ہے، مجھے یہی کافی تھا�",2,2,2,2,0,0,"""شکریہ یار، تمہاری بہت مہربانی۔""",2,2,2,2,0,0,"""شکریہ دوست، یہ بہت خاص ہے۔""",2,2,2,2,0,0,"""واہ، بہت شکریہ! یہ واقعی میرے لیے خاص ہے۔""",3,3,3,3,0,0
55,خالہ,بھانجا,High,آپ کی خالہ ملاقات کے دوران آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے لائی ہوں۔,خالہ جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔ اس شفقت کے لیے بہت شکریہ۔,4,4,4,4,0,0,"""شکریہ خالہ جان، یہ بہت مبارک ہے۔""",3,3,3,3,0,0,"""خالہ جان، آپ کی بہت مہربانی ہے، مجھے یہ تحفہ لاجرم قبول",2,2,2,2,0,0,"""خالہ جان، بہت شکریہ، مگر آپ زحمت نہ کریں۔ میں یہ تحفہ",2,2,2,2,0,0,"""واہ خالہ، آپ کی مہربانی! یہ واقعی بہت خوبصورت ہے، شکریہ!""",1,1,1,1,0,0
