ID,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
36,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,,,,,,,امیں بھی خوشی ہو گئی ہے۔ میں نے اس کتاب کی وجہ سے بہت خوش,,,,,,,"""شکریہ استاد! یہ میرے لیے بہت بڑی خوشی کی بات ہے۔""",,,,,,,"""شکر ہوگا، میرے استاد! میں اس پر فخر کرنے کے لئے تیار ہو",,,,,,,"'''
# Generate a random number between 1 and 10
import random
random_number = random.randint(1, 10)

# Determine the situation based on the random number
situation =",,,,,,
37,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,,,,,,,"""شکر ہوگا، کیا ہے یہ؟ میں نے دیکھا تو کچھ بھی ن�",,,,,,,میریلے اسے بہر نہیں دےں گے، مگर میں اسے بھی شادی کرتا,,,,,,,,,,,,,,"""واہ، یہ تو بہت مہربانی ہے! شکریہ، مجھے بہت خوشی ہوئی۔""",,,,,,
38,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,,,,,,,میں نے اسکارف کو لیا اور بہن سے شکریہ کہا۔,,,,,,,"""کیا؟ ابھی کیا کرنا ہے؟ اس سے کیا فائدہ?""",,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,"""واہ! یہ تو بہت خوبصورت ہے، شکریہ بڑی بہن!""",,,,,,
39,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,,,,,,,میری بھی آپ کیلئے کچھ لیا ہوا ہے۔,,,,,,,"""کیا ہوا؟ کیا لایا ہے؟ میں جانتا نہیں کہ کیا لینا ت",,,,,,,"""واہ، یہ تو بہت اچھا ہے! تم نے کیا لایا؟""",,,,,,,"'''
You are meeting your friend. On returning from the journey, he wants to give you a gift.

""Friend, I have brought something for you on this journey.""
'''",,,,,,
40,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,,,,,,,ایک بار اپنا تعمیر کریں، میری خدمات کی ضرورت ہونے کی时常更新的内容不能直接翻译，请使用最新的,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,"""نہیں نہیں، یہ تو آپ کی مدد کرنے کے لئے ہوں گ",,,,,,,"""شکریہ، لیکن میں یہ رقم نہیں لے سکتا/سکتی۔""",,,,,,
41,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,,,,,,,شکر ہوتا، آپ کی محبت اور احترام کا یہ تحفہ ہمیشہ یاد رکھیں,,,,,,,یہ چھوٹا سا تحفہ آپ کے لئے بھی خاص ہے۔,,,,,,,"'''
'''
''شکریہ، یہ بہت اچھا لگتا ہے.""'
'''",,,,,,,"""بہت شکریہ! یہ واقعی بہت مہربانی ہے۔""",,,,,,
42,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,یہ حقیقی ہے، سفر میں کئی نفاذیں ہوتی ہیں۔,,,,,,,"""نہیں بھائی، یہ پورے سفر کے لئے کافی نہیں ہوگا",,,,,,,"""بہت شکریہ، لیکن میں یہ رقم نہیں لے سکتا۔ آپ کی دعائیں میرے ساتھ ہیں، یہی کافی ہے۔""",,,,,,
43,آپ کی نند آپ کو خاندانی ملاقات کے دوران ایک شال تحفے میں دینا چاہتی ہیں۔,بھابھی، یہ شال آپ کے لیے لائی ہوں۔,تم نے میرے لیے سوچا، یہی میرے لیے خوشی کی بات ہے، اتنا تکلف نہ کرتی۔,,,,,,,میں بھی تیرے لئے ایک شال لیا ہوں۔,,,,,,,"""ارے بھابی، مجھے تو یہ بہت اچھی لگی ہے! آپ سے محنت کرن",,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,"""واہ، بہت شکریہ بھابھی! یہ بہت خوبصورت ہے۔""",,,,,,
44,آپ کے استاد آپ کی کارکردگی سے خوش ہو کر آپ کو انعام دینا چاہتے ہیں۔,یہ خصوصی انعام تمہارے لیے ہے۔,سر، آپ کی حوصلہ افزائی ہی میرے لیے بڑی بات ہے۔,,,,,,,"'''
The teacher is pleased with your performance and wants to give you an award.",,,,,,,"""شکریہ استاد! یہ میرے لیے بہت معنی رکھتا ہے۔""",,,,,,,ایسے کام کرتے ہوئے تھے جس کے لیے میرے استاد نے ممکنہ انعام بھی,,,,,,,"""شکر ہوگا، معزز استاد! میں اس کی قدر کرتا ہوں گا.""",,,,,,
45,آپ کو ایک بزرگ خاتون اپنے ہاتھ سے بنا ہوا سویٹردینا چاہتی ہیں۔,یہ سویٹر تمہارے لیے بنایا تھا، رکھ لو۔,دادی جان، آپ نے اپنے ہاتھ سے بنایا، یہی میرے لیے سب سے بڑا تحفہ ہے، اتنی زحمت نہ کرتیں۔,,,,,,,"""بہت شکریہ، یہ بہت خوبصورت ہے! آپ کی محنت کی قدر کرتا ہوں۔""",,,,,,,میری مادر نے میں سے پلی کرتے ہوئے یہ سویٹر رکھ دیا، آسان,,,,,,,"""کیا کروڑوں کی قیمت پر بھی مجھے یہ سوئٹر نہ مل سکے تو اسے آپ ن",,,,,,,"'''
# generate a natural Urdu response
import random

# get user input
user_input = ""آپ کو ایک بزرگ خاتون اپنے ہاتھ س�",,,,,,
46,آپ اپنی خالہ سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے ایک چھوٹا سا تحفہ ہے۔,خالہ جان، آپ نے بہت محبت سے دیا ہے، آپ کا خلوص ہی میرے لیے کافی ہے بہت شکریہ۔,,,,,,,"'''
The user is meeting their aunt. During the conversation, she gives them a gift.

""The gift is for you.""
'''",,,,,,,"""واہ! بہت شکریہ خالہ، یہ واقعی بہت پیارا ہے!""",,,,,,,میں بھی تیرے لئے کامیابی کا عہدہ کرتی ہوں۔,,,,,,,"""کیا ہوا، خالہ جان؟ یہ تو بہت اچھا تحفہ ہے، مجھے",,,,,,
47,آپ کا قریبی دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا۔,,,,,,,"'''
Your close friend gives you a gift during a meeting.

A: ""Yar, yeh t
'''",,,,,,,"""واہ، یہ تو بہت اچھا ہے! تمہاری محبت کا شکریہ، مجھے واقعی پسند آیا!""",,,,,,,"""کیا کیا ہوا؟ اس میں کچھ بھی نہیں ہے؟""",,,,,,,میری محبوبیت کی نشانہ جات ہے، میں نے اسے آپ کے لیے خاص بنایا,,,,,,
48,آپ کی ساس گھر میں ملاقات کے دوران آپ کو کپڑوں کا ایک جوڑا تحفے میں دیتی ہیں۔,یہ کپڑے تمہارے لیے لائی ہوں۔,امی جان، آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,,,,,,,"میری ساس نے میں نے کپڑوں کا ایک جوڑا تحفے میں دیتا ہے، """,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,"""بہت شکریہ، یہ واقعی بہت خوبصورت ہیں!""",,,,,,,"""جی، بہن جان، یہ تو بہت اچھے ہیں، آپ نے مجھے یقین",,,,,,
49,آپ کے ماموں ملاقات کے دوران آپ کو ایک تحفہ دیتے ہیں۔,یہ تمہارے لیے تحفہ ہے۔,ماموں جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,,,,,,,"'''
Your uncles give you a gift during your meeting. ""This is a gift for you.""",,,,,,,"""کیا؟ میں نے تو پہلے سے بتایا تھا کہ مجھے کوئی تحفہ",,,,,,,مамا نے مجھے ایک کتاب دی۔,,,,,,,"""شکریہ ماموں! یہ بہت مہربانی ہے۔""",,,,,,
50,آپ کے پڑوسی ایک خوشی کے موقع پر آپ کے گھر آئے ہیں۔ رخصت ہونے سے پہلے وہ آپ کو ایک تحفہ دیتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کا آنا ہی کافی تھا، لیکن پھر بھی بہت شکریہ۔,,,,,,,ممنون، بھائی صدیق۔ آپ کی خوبصورت نشست کو محفوظ رہے۔,,,,,,,"""شکر ہوے، آپ نے ہمارے لیے یہ تحفہ لائے ہیں",,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,"""بہت شکریہ! یہ واقعی بہت مہربانی ہے۔""",,,,,,
51,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب تحفے میں دیتے ہیں۔,یہ کتاب رکھ لو۔,سر، یہ میرے لیے اعزاز ہے، بہت شکریہ۔,,,,,,,ایک نامانچا طور پر رکھو۔,,,,,,,شکر ہوگا، اس پر فخر ہوگا!,,,,,,,"""شکریہ استاد، یہ میرے لیے بہت معنی رکھتی ہے!""",,,,,,,"'''
The teacher is happy with your academic performance and gives you a book as a gift.",,,,,,
52,آپ اپنے کزن سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ پیش کرتی ہے۔,یہ تحفہ خاص تمہارے لیے لائی ہوں، رکھ لو۔,بہت شکریہ! تم نے اتنی محبت سے دیا ہے تو رکھ لیتی ہوں، ورنہ اس تکلف کی بالکل ضرورت نہیں تھی۔,,,,,,,میری کزن نے میں کچھ خاص چیز بھیجا، میں اسے حفظ کر دیا۔,,,,,,,"""شکر ہوے، بہت احسنت! یہ کیا ہے؟""",,,,,,,"""واہ! یہ تو بہت پیارا ہے، شکریہ! تمہاری محبت کا بہت خیال رکھا ہے۔""",,,,,,,"'''
'''
''کیا یہ تحفہ مجھے دی جا سکتی ہے؟''
'''",,,,,,
53,آپ اپنے چچا سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو محبت میں کوئی چیز یا تحفہ پیش کرتے ہیں۔,بیٹا، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے، رکھ لو۔,چچا جان، آپ نے میرے لیے اتنا سوچا، یہ میرے لیے بہت معنی رکھتا ہے۔,,,,,,,میں نے اسے بڑھا کر لیا۔,,,,,,,"""شکریہ چچا، یہ آپ کی محبت ہے، میں اسے بہت قدر کرتا ہوں۔""",,,,,,,"Answer: ""بیٹا، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے، رکھ لو�",,,,,,,"""چچاجی، آپ نے مجھے یہ تحفہ دیا تو مجھے بہت خوشی ہوئی�",,,,,,
54,آپ کا دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یہ تمہارے لیے خاص تحفہ ہے۔,یار، تم نے یاد رکھا، یہ میرے لیے واقعی خاص بات ہے۔,,,,,,,"""کیا یہ واقعی مجھے مخصوص کرنے کے لئے لایا گیا ہے؟""",,,,,,,"'''
The friend gives you a gift during the meeting.",,,,,,,میری بہت س�کنٹی تحفہ ہے، شادی سے بہت رہجور ہوں۔,,,,,,,"""واہ! بہت شکریہ، یہ واقعی بہت خاص ہے!""",,,,,,
55,آپ کی خالہ ملاقات کے دوران آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے لائی ہوں۔,خالہ جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔ اس شفقت کے لیے بہت شکریہ۔,,,,,,,میری ملاتھی سے بہت شادیاں ہیں۔,,,,,,,"""کیا یہ واقعی تمہارا فضل تھا؟ میں نے تو اسے ضرورت سے زیادہ کر دیا �",,,,,,,"'''
The speaker is your aunt, and she is giving you a gift during a visit. The output should be a simple statement about receiving the gift.",,,,,,,"""شکریہ خالہ، یہ بہت خوبصورت ہے!""",,,,,,
56,آپ کے سسر ملاقات کے دوران آپ کو ایک تحفہ پیش کرتے ہیں۔,یہ تحفہ قبول کریں۔,ابا جان، اس کی کیا ضرورت تھی، لیکن آپ نے اتنا خیال رکھا، میں شکر گزار ہوں۔,,,,,,,میں نے اسے بھی خوشی سے قبول کیا۔,,,,,,,"""بہت شکریہ، یہ میرے لیے بہت معنی رکھتا ہے۔""",,,,,,,"'''
#Example
'''
#Example
'''
#Example
'''
#Example
'''
#Example
'''
#Example
'''
#Example
'''
#Example
'''
#Example
'''
#Example",,,,,,,شکر ہوگا، دیکھ کر بتائیئے کیا ہے یہ؟,,,,,,
57,آپ کے پڑوسی ملاقات کے دوران آپ کو ایک چھوٹا سا تحفہ پیش کرتے ہیں۔,یہ ہماری طرف سے تحفہ ہے۔,آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,,,,,,,"""بہت شکریہ! یہ واقعی بہت مہربانی ہے۔""",,,,,,,"""شکر ہوگا، بہت اچھا! کیا یہ کچھ؟""",,,,,,,میں نے اسے بھی شادی کرتا ہے۔,,,,,,,"'''
The neighbors present you with a small gift during your meeting.",,,,,,
58,ایک تعلیمی تقریب میں آپ کے استاد آپ کو اچھی کارکردگی پر انعام دیتے ہیں۔,یہ تمہاری محنت کا انعام ہے۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے سب سے بڑا اعزاز ہے۔,,,,,,,"""شکر ہوگا، معلم صاحب نے مجھے یہ انعام دیا ہے کیونکہ وہ",,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,"""شکریہ استاد، آپ کی رہنمائی اور حمایت کے بغیر یہ ممکن نہیں تھا۔""",,,,,,,آقائے، یہ صرف میری محنت کا بہت سیچانے والा انعام ہے۔,,,,,,
59,دوست کسی سفر سے واپسی پر پ کو کوئی تحفہ دیتا ہے۔,یار، یہ ایک چھوٹی سی چیز تمہارے لیے لایا ہوں، رکھ لو۔,ارے یار! تم خود ملنے آ گئے میرے لیے یہی بہت تھا، اس تکلف کی کیا ضرورت تھی۔,,,,,,,دوسرا نیچے آتے ہی میری تیاری کرتا ہے۔,,,,,,,"""واہ، شکریہ دوست! یہ بہت مہربانی ہے تمہاری۔""",,,,,,,"""کیا کیا ہوا؟ مجھے دیکھ کر بھی نہیں پتہ تھا کہ تم میر",,,,,,,"'''
Friend returns from journey and gives p a gift.",,,,,,
60,ایک بزرگ سفر سے واپسی پر آپ کے لیے ایک چھوٹا سا تحفہ لاتے ہیں۔,بیٹا، یہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,,,,,,,"""پapa جان، مجھے نہیں پتہ کیا ہے یہ؟ کیا یہ کوئی خاص چیز",,,,,,,بس، ممکنہ ہے مجھے اسے رکھنا ہوگا۔ شکریہ۔,,,,,,,"'''
One old man returns from a journey and brings you a small gift.",,,,,,,"""شکریہ دادا جی، آپ کی محبت کا بہت شکریہ۔""",,,,,,
