Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Candidates
Urdu,Declining Gifts,ماموں,بھانجا,High,Formal,Deferential refusal,Neutral,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔
,,,,,,,,,,نہیں ماموں جان، شکریہ، آپ یہ اپنے پاس ہی رکھیں۔
,,,,,,,,,,ماموں جان، بہت شکریہ، لیکن میں یہ انگوٹھی نہیں لے سکتا۔
Urdu,Declining Gifts,پڑوسی,پڑوسی,Medium,Formal,Face-saving refusal,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔
,,,,,,,,,,بہت شکریہ، مگر فی الحال مجھے اس تحفے کی ضرورت نہیں ہے۔
,,,,,,,,,,شکریہ، مگر میں یہ تحفہ قبول کرنے سے معذرت چاہتا ہوں۔
Urdu,Declining Gifts,استاد,طالب علم,Medium,Formal,Respectful decline,Positive,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔
,,,,,,,,,,سر، بہت شکریہ، لیکن میں یہ کتاب قبول نہیں کر سکتا۔
,,,,,,,,,,سر، شکریہ، لیکن میں یہ کتاب نہیں لوں گا۔
Urdu,Declining Gifts,کزن,کزن,Low,Informal,Soft refusal,Neutral,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔
,,,,,,,,,,یار، بہت شکریہ، لیکن ابھی یہ تحفہ نہیں لے سکتا۔
,,,,,,,,,,یار، شکریہ، لیکن مجھے یہ تحفہ نہیں چاہیے۔
Urdu,Declining Gifts,بڑی بہن,چھوٹی بہن,Medium,Formal,Gentle refusal,Positive,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔
,,,,,,,,,,آپی، مجھے اس اسکارف کی ضرورت نہیں ہے۔
,,,,,,,,,,آپی، لیکن یہ اسکارف میرے کام کا نہیں ہے۔
Urdu,Declining Gifts,دوست,دوست,Low,Informal,Polite refusal,Negative,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔
,,,,,,,,,,ارے یار، شکریہ، لیکن میں یہ نہیں لینا چاہتا۔
,,,,,,,,,,یار، تم یہ واپس رکھ لو، مجھے اس کی ضرورت نہیں۔
Urdu,Declining Gifts,سسر,داماد,High,Formal,Respectful refusal,Negative,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔
,,,,,,,,,,ابا جان، بہت شکریہ، لیکن فی الحال مجھے ضرورت نہیں ہے۔
,,,,,,,,,,ابا جان، بہت شکریہ، لیکن میں یہ رقم ابھی نہیں لے سکتا۔
Urdu,Declining Gifts,پڑوسی,پڑوسی,Medium,Formal,Indirect refusal,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔
,,,,,,,,,,بہت شکریہ، لیکن میں یہ تحفہ نہیں لے سکتا۔
,,,,,,,,,,آپ کا شکریہ، لیکن مجھے اس تحفے کی ضرورت نہیں ہے۔
Urdu,Declining Gifts,بزرگ,نوجوان,High,Formal,Deference,Negative,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔
,,,,,,,,,,آپ کی بہت مہربانی، لیکن فی الحال مجھے اس کی ضرورت نہیں ہے۔
,,,,,,,,,,آپ کا بہت شکریہ، لیکن میں یہ رقم نہیں لے سکتا۔
Urdu,Declining Gifts,نند,بھابھی,Medium,Formal,Soft decline,Neutral,بھابھی، یہ شال آپ کے لیے لائی ہوں۔,آپ کی نند آپ کو خاندانی ملاقات کے دوران ایک شال تحفے میں دینا چاہتی ہیں۔,تم نے میرے لیے سوچا، یہی میرے لیے خوشی کی بات ہے، اتنا تکلف نہ کرتی۔
,,,,,,,,,,بھابھی، بہت شکریہ، لیکن مجھے اس شال کی ضرورت نہیں ہے۔
,,,,,,,,,,بھابھی، شکریہ، لیکن میں یہ شال نہیں لے سکتی۔
Urdu,Declining Gifts,استاد,شاگرد,High,Formal,Respect,Positive,یہ خصوصی انعام تمہارے لیے ہے۔,آپ کے استاد آپ کی کارکردگی سے خوش ہو کر آپ کو انعام دینا چاہتے ہیں۔,سر، آپ کی حوصلہ افزائی ہی میرے لیے بڑی بات ہے۔
,,,,,,,,,,سر، شکریہ، لیکن مجھے اس انعام کی ضرورت نہیں ہے۔
,,,,,,,,,,سر، شکریہ، لیکن میں یہ انعام نہیں لے سکتا۔
Urdu,Declining Gifts,بزرگ خاتون,نوجوان,High,Formal,Respectful restraint,Positive,یہ سویٹر تمہارے لیے بنایا تھا، رکھ لو۔,آپ کو ایک بزرگ خاتون اپنے ہاتھ سے بنا ہوا سویٹردینا چاہتی ہیں۔,دادی جان، آپ نے اپنے ہاتھ سے بنایا، یہی میرے لیے سب سے بڑا تحفہ ہے، اتنی زحمت نہ کرتیں۔
,,,,,,,,,,دادی جان، بہت شکریہ، لیکن مجھے اس سویٹر کی ضرورت نہیں ہے۔
,,,,,,,,,,دادی جان، شکریہ، لیکن میں یہ سویٹر نہیں لے سکتا۔
Urdu,Declining Gifts,سسر,داماد,High,Formal,Deferential refusal,Neutral,بیٹا، میں یہ گھڑی تمہیں دینا چاہتا ہوں۔,عید کی ملاقات پر آپ کے سسر آپ کو ایک قیمتی گھڑی بطور تحفہ دینا چاہتے ہیں۔,ابّا جان، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس کے علاوہ کچھ نہیں چاہیے۔
,,,,,,,,,,ابّا جان، بہت شکریہ، لیکن میں یہ گھڑی قبول نہیں کر سکتا۔
,,,,,,,,,,ابّا جان، شکریہ، لیکن مجھے یہ گھڑی نہیں چاہیے۔
Urdu,Declining Gifts,سینئر ساتھی,جونیئر ساتھی,Medium,Formal,Deferential refusal,Neutral,اس کامیابی کے موقع پر میری طرف سے تمہارے لیے ایک تحفہ بنتا ہے۔,کامیاب منصوبہ مکمل ہونے پر آپ کے سینئر ساتھی خوشی کے اظہار کے طور پر آپ کو ایک قیمتی تحفہ دینا چاہتے ہیں۔,سر، اس سب کی ضرورت نہیں، بس آپ کی رہنمائی ہی میرے لیے کافی ہے۔
,,,,,,,,,,سر، بہت شکریہ، لیکن میں یہ تحفہ قبول نہیں کر سکتا۔
,,,,,,,,,,سر، شکریہ، لیکن مجھے اس تحفے کی ضرورت نہیں ہے۔
Urdu,Declining Gifts,بڑی بہن,چھوٹی بہن,Low,Informal,Soft decline,Positive,میں یہ تمہارے لیے خرید رہی ہوں۔,آپ کی بڑی بہن خریداری کے دوران آپ کے لیے ایک مہنگا لباس خریدنے پر اصرار کرتی ہیں۔,باجی، شکریہ، لیکن اس سب کی ضرورت نہیں ہے۔
,,,,,,,,,,باجی، یہ لباس میرے لیے مت خریدیں۔
,,,,,,,,,,باجی، مجھے یہ لباس نہیں چاہیے، آپ رہنے دیں۔
Urdu,Receiving Gifts,خالہ,بھانجی,Medium,Formal,Modesty,Neutral,یہ تمہارے لیے ایک چھوٹا سا تحفہ ہے۔,آپ اپنی خالہ سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دیتی ہیں۔,خالہ جان، آپ نے بہت محبت سے دیا ہے، آپ کا خلوص ہی میرے لیے کافی ہے بہت شکریہ۔
,,,,,,,,,,خالہ جان، شکریہ، یہ تحفہ مجھے پسند آیا۔
,,,,,,,,,,خالہ جان، بہت شکریہ، میں یہ تحفہ خوشی سے رکھ لوں گی۔
Urdu,Receiving Gifts,قریبی دوست,قریبی دوست,Low,Informal,Appreciation with modesty,Negative,یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔,آپ کا قریبی دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا۔
,,,,,,,,,,یار، شکریہ، تحفہ واقعی اچھا ہے۔
,,,,,,,,,,ارے یار، بہت شکریہ، مجھے یہ تحفہ بہت اچھا لگا۔
Urdu,Receiving Gifts,دادی,پوتی,High,Formal,Modest gratitude,Positive,بیٹا، میں یہ جوڑا تمہارے لیے لائی ہوں۔,عید کی ملاقات پر آپ کی دادی محبت سے آپ کو ایک خوبصورت جوڑا بطور تحفہ دیتی ہیں۔,دادی جان، یہ بہت خوبصورت ہے، مگر میرے لیے آپ کی دعائیں ہی سب سے قیمتی ہیں۔
,,,,,,,,,,دادی جان، یہ جوڑا مجھے بہت اچھا لگا۔
,,,,,,,,,,دادی ، یہ بہت اچھا جوڑا ہے، میں رکھ لوں گی۔
Urdu,Receiving Gifts,سینئر ساتھی,جونیئر ساتھی,Medium,Formal,Humble gratitude,Positive,یہ لو، یہ تمہاری اچھی کارکردگی پر میری طرف سے ایک تحفہ ہے۔,کامیاب منصوبہ مکمل ہونے پر آپ کے سینئر ساتھی اپنی خوشی کے اظہار کے طور پر آپ کو ایک یادگاری تحفہ دیتے ہیں۔,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔ یہ کامیابی تو ہم دونوں کی مشترکہ محنت کا نتیجہ ہے۔
,,,,,,,,,,سر، بہت شکریہ، مجھے یہ تحفہ بہت اچھا لگا۔
,,,,,,,,,,سر، شکریہ، یہ تحفہ مجھے بہت پسند آیا۔
Urdu,Receiving Gifts,قریبی دوست,قریبی دوست,Low,Informal,Humble gratitude,Positive,یہ میری طرف سے تمہارے لیے سالگرہ کا تحفہ ہے۔,آپ کی سالگرہ پر آپ کا قریبی دوست آپ کے لیے ایک تحفہ لے کر آیا ہے۔,ارے یار، تم آ گئے، میرے لیے یہی یہی کافی تھا۔
,,,,,,,,,,یار، شکریہ، اچھا تحفہ ہے، مجھے پسند آیا۔
,,,,,,,,,,ارے یار، بہت شکریہ، مجھے یہ تحفہ بہت اچھا لگا۔
Urdu,Receiving Gifts,ساس,بہو,High,Formal,Respectful gratitude,Positive,یہ کپڑے تمہارے لیے لائی ہوں۔,آپ کی ساس گھر میں ملاقات کے دوران آپ کو کپڑوں کا ایک جوڑا تحفے میں دیتی ہیں۔,امی جان، آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔
,,,,,,,,,,امی جان، بہت شکریہ، مجھے یہ کپڑے بہت پسند آئے۔
,,,,,,,,,,امی جان، شکریہ، کپڑے بہت اچھے ہیں، میں رکھ لیتی ہوں۔
Urdu,Receiving Gifts,ماموں,بھانجا,High,Formal,Deference,Positive,یہ تمہارے لیے تحفہ ہے۔,آپ کے ماموں ملاقات کے دوران آپ کو ایک تحفہ دیتے ہیں۔,ماموں جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔
,,,,,,,,,,ماموں جان، بہت شکریہ، مجھے یہ تحفہ بہت اچھا لگا۔
,,,,,,,,,,ماموں جان، شکریہ، اچھا تحفہ ہے، میں رکھ لیتا ہوں۔
Urdu,Receiving Gifts,پڑوسی,پڑوسی,Medium,Formal,Grateful acceptance,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ایک خوشی کے موقع پر آپ کے گھر آئے ہیں۔ رخصت ہونے سے پہلے وہ آپ کو ایک تحفہ دیتے ہیں۔,آپ کا آنا ہی کافی تھا، لیکن پھر بھی بہت شکریہ۔
,,,,,,,,,,بہت شکریہ، آپ کا تحفہ مجھے بہت پسند آیا۔
,,,,,,,,,,بہت شکریہ، آپ نے تحفہ دیا، مجھے بہت اچھا لگا۔
Urdu,Receiving Gifts,استاد,طالب علم,Medium,Formal,Respectful acceptance,Neutral,یہ کتاب رکھ لو۔,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب تحفے میں دیتے ہیں۔,سر، یہ میرے لیے اعزاز ہے، بہت شکریہ۔
,,,,,,,,,,سر، بہت شکریہ، مجھے یہ کتاب بہت اچھی لگی۔
,,,,,,,,,,سر، ٹھیک ہے، شکریہ، میں یہ کتاب رکھ لیتا ہوں۔
Urdu,Receiving Gifts,کزن,کزن,Low,Formal,Modesty,Negative,یہ تحفہ خاص تمہارے لیے لائی ہوں، رکھ لو۔,آپ اپنے کزن سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ پیش کرتی ہے۔,بہت شکریہ! تم نے اتنی محبت سے دیا ہے تو رکھ لیتی ہوں، ورنہ اس تکلف کی بالکل ضرورت نہیں تھی۔
,,,,,,,,,,بہت شکریہ، مجھے یہ تحفہ بہت پسند آیا، میں رکھ لیتی ہوں۔
,,,,,,,,,,شکریہ، یہ تحفہ اچھا ہے، میں رکھ لیتی ہوں۔
Urdu,Receiving Gifts,چچا,بھتیجا,High,Formal,Deference,Neutral,بیٹا، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے، رکھ لو۔,آپ اپنے چچا سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو محبت میں کوئی چیز یا تحفہ پیش کرتے ہیں۔,چچا جان، آپ نے میرے لیے اتنا سوچا، یہ میرے لیے بہت معنی رکھتا ہے۔
,,,,,,,,,,چچا جان، بہت شکریہ، مجھے یہ تحفہ بہت اچھا لگا۔
,,,,,,,,,,چچا جان، بہت شکریہ، میں یہ تحفہ رکھ لیتا ہوں۔
Urdu,Receiving Gifts,دوست,دوست,Low,Informal,Warm appreciation,Positive,یہ تمہارے لیے خاص تحفہ ہے۔,آپ کا دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یار، تم نے یاد رکھا، یہ میرے لیے واقعی خاص بات ہے۔
,,,,,,,,,,یار، بہت شکریہ، مجھے یہ تحفہ بہت اچھا لگا۔
,,,,,,,,,,ارے یار، شکریہ، تحفہ واقعی اچھا ہے۔
Urdu,Receiving Gifts,خالہ,بھانجا,High,Formal,Modest gratitude,Positive,یہ تمہارے لیے لائی ہوں۔,آپ کی خالہ ملاقات کے دوران آپ کو ایک تحفہ دیتی ہیں۔,خالہ جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔ اس شفقت کے لیے بہت شکریہ۔
