Scenario_ID,Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,CAS_A,FTV_A,CAS_B,FTV_B,CAS_C,FTV_C,Gold_Candidate,Gold_Response
246,Urdu,Health Enquiry,بزرگ,نوجوان,High,Formal,Advisory concern,Neutral,بیٹا، دوائی وقت پر لے رہے ہو نا؟ لاپرواہی مت کرنا۔,ایک بزرگ آپ کی صحت یابی کے بارے میں فکر مندی کا اظہار کرتے ہوئے دوائی باقاعدگی سے لینے کی تلقین کر رہے ہیں۔,0.9375,0.0,0.25,0.25,0.25,0.25,A,جی، میں دوائی وقت پر لے رہا ہوں، آپ کی نصیحت کا شکریہ۔
247,Urdu,Health Enquiry,ساتھی,ساتھی,Medium,Formal,Professional check-in,Negative,طبیعت کی وجہ سے کام متاثر تو نہیں ہوا؟,ایک ساتھی آپ کی بیماری کے اثرات کے بارے میں پوچھ رہا ہے۔,1.0,0.0,0.5,0.125,0.5,0.0,A,کام مکمل ہو گیا تھا، اتنی بھی طبیعت خراب نہیں تھی جتنا سمجھا جا رہا ہے۔
248,Urdu,Health Enquiry,کزن,کزن,Low,Informal,Friendly concern,Negative,اب کیسا محسوس کر رہے ہو؟,آپ کا کزن بیماری کے بعد آپ کی خیریت دریافت کر رہا ہے۔,0.9688,0.0,0.5,0.0,0.5,0.0,A,طبیعت تو بہتر ہے، لیکن بیماری نے کافی پریشان کر دیا تھا۔
249,Urdu,Health Enquiry,دوست,دوست,Low,Informal,Impatient enquiry,Negative,آخر کب تک بیمار رہنے کا ارادہ ہے؟,دوست بے صبری اور ہلکے طنزیہ انداز میں آپ کی صحت کے بارے میں پوچھ رہا ہے۔,1.0,0.0,0.25,0.25,0.5,0.125,A,ہاں یار، اب بہتر ہوں، لیکن اتنی جلدی بھی سب کچھ ٹھیک نہیں ہوتا۔
250,Urdu,Health Enquiry,دادی,پوتی,High,Formal,Caring reassurance,Positive,بیٹا، سنا ہے تمہاری طبیعت ٹھیک نہیں تھی۔ اب کیسی ہو؟,آپ گزشتہ چند دنوں سے طبیعت کی خرابی کی وجہ سے آرام کر رہی ہیں۔,1.0,0.0,0.5,0.125,0.5,0.125,A,جی دادی، اب پہلے سے بہتر ہوں۔ میری فکر کرنے کا بہت شکریہ۔
251,Urdu,Health Enquiry,خالہ,بھانجی,Medium,Formal,Caring response,Positive,اور سناؤ بیٹا، اب طبیعت بہتر ہوئی یا نہیں؟,آپ کی طبیعت گزشتہ چند دنوں سے ٹھیک نہیں ہے۔ آپ کی خالہ آپ کی خیریت دریافت کرنا چاہتی ہیں۔,1.0,0.0,0.5,0.125,0.25,0.25,A,الحمدللہ خالہ، اب کافی بہتر ہوں۔
252,Urdu,Health Enquiry,دوست,دوست,Low,Informal,Caring reassurance,Positive,یار، کئی دنوں سے تم نظر نہیں آئے۔ اب طبیعت کیسی ہے؟,آپ گزشتہ چند دنوں سے طبیعت کی خرابی کی وجہ سے یونیورسٹی نہیں آ سکے۔ آپ کا دوست آپ کی خیریت دریافت کرنے کے لیے آپ سے رابطہ کرنا چاہتا ہے۔,1.0,0.0,0.5,0.0,0.5,0.0,A,اب کافی بہتر ہوں یار، بس تھوڑا آرام کر رہا ہوں۔ ان شاء اللہ جلد یونیورسٹی آ جاؤں گا۔
253,Urdu,Giving Orders & Commands,والد,بیٹا,High,Formal,Authoritative command,Neutral,یہ کام ابھی مکمل کرو۔,والد آپ کو ایک ضروری کام فوراً مکمل کرنے کی ہدایت دے رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی ابو، ابھی کر دیتا ہوں۔
254,Urdu,Giving Orders & Commands,والدہ,بیٹی,High,Informal,Household instruction,Positive,کچن صاف کر دو۔,والدہ گھر کے کام کے سلسلے میں آپ کو کچن صاف کرنے کی ہدایت دے رہی ہیں۔,1.0,0.0,0.25,0.25,0.5,0.125,A,جی امی، ابھی کچن صاف کر دیتی ہوں۔
255,Urdu,Giving Orders & Commands,استاد,طالب علم,Medium,Formal,Academic directive,Neutral,یہ سوال بورڈ پر حل کرو۔,استاد کلاس میں آپ کو بورڈ پر سوال حل کرنے کی ہدایت دے رہے ہیں۔,1.0,0.0,0.25,0.25,0.5,0.125,A,جی سر، میں ابھی اس سوال کو حل کرنے کی کوشش کرتا ہوں۔
256,Urdu,Giving Orders & Commands,افسر,ملازم,High,Formal,Professional order,Neutral,یہ رپورٹ آج ہی مکمل کرکے جمع کرائیں۔,افسرآپ کو ایک اہم رپورٹ وقت پر جمع کرانے کی ہدایت دے رہا ہے۔,1.0,0.0,0.5,0.25,0.5,0.25,A,جی سر، میں یہ رپورٹ آج ہی جمع کرا دوں گا۔
257,Urdu,Giving Orders & Commands,دوست,دوست,Low,Informal,Friendly directive,Positive,یار، ذرا وہ فائل مجھے پکڑا دو۔,آپ دونوں ایک ساتھ کام کر رہے ہیں اور آپ کا دوست آپ سے فائل مانگ رہا ہے۔,1.0,0.0,0.5,0.125,0.25,0.25,A,بالکل، میں ابھی دے دیتا ہوں۔
258,Urdu,Giving Orders & Commands,دوست,دوست,Low,Informal,Pushy command,Negative,بس چپ ہو جاؤ اور میری بات سنو۔,آپ کا دوست غصے یا جھنجھلاہٹ میں آپ کو خاموش رہنے کا کہہ رہا ہے۔,0.875,0.0,0.25,0.25,0.25,0.25,A,ٹھیک ہے یار، لیکن آرام سے بھی بات کر سکتے ہو۔
259,Urdu,Giving Orders & Commands,سینئر,جونیئر,High,Formal,Hierarchical command,Neutral,میٹنگ کے نوٹس فوراً بھیج دو۔,سینئر آپ سے میٹنگ کی دستاویزات جلد از جلد شیئر کرنے کا کہہ رہا ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی سر، میں ابھی نوٹس بھیج دیتا ہوں۔
260,Urdu,Giving Orders & Commands,سینئر,جونیئر,High,Formal,Harsh order,Negative,یہ کام دوبارہ کرنا پڑے گا۔,سینئر کام کے معیار سے مطمئن نہیں ہے اور  آپ کو اسے دوبارہ کرنے کا حکم دے رہا ہے۔,0.9688,0.0,0.25,0.25,0.25,0.25,A,جی سر، میں اسے دوبارہ کر دیتا ہوں۔
261,Urdu,Giving Orders & Commands,چچا,بھتیجا,High,Formal,Family authority,Positive,یہ سامان اندر رکھ دو۔,چچا گھر کے کام میں آپ سے مدد لے رہے ہیں۔,1.0,0.0,0.5,0.125,0.25,0.25,A,جی چچا جان، میں ابھی یہ سامان اندر رکھ دیتا ہوں۔
262,Urdu,Giving Orders & Commands,ساس,بہو,High,Formal,Household control,Neutral,آج کھانا وقت پر تیار ہونا چاہیے۔,ساس گھر کے کام کاج کے حوالے سے آپ کو ہدایت دے رہی ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی امی جان، کھانا وقت پر تیار ہو جائے گا۔
263,Urdu,Giving Orders & Commands,بزرگ,نوجوان,High,Formal,Community instruction,Positive,دروازہ بند کر دو۔,ایک بزرگ آپ کو ایک معمولی کام انجام دینے کی ہدایت دے رہے ہیں۔,0.9375,0.0,0.5,0.125,0.25,0.25,A,جی، ابھی دروازہ بند کر دیتا ہوں۔
264,Urdu,Giving Orders & Commands,دوست,دوست,Low,Informal,Dismissive order,Negative,خود ہی کر لو، میرے پاس وقت نہیں ہے۔,آپ نے اپنے دوست سے مدد مانگی تھی، لیکن اس نے بے رخی سے جواب دیا۔,0.9375,0.0,0.25,0.25,0.25,0.25,A,ٹھیک ہے یار، کوئی بات نہیں، خود ہی کر لیتا ہوں۔
265,Urdu,Giving Orders & Commands,استاد,طالب علم,Medium,Formal,Strict discipline,Negative,خاموش رہو۔,استاد کلاس میں نظم و ضبط برقرار رکھنے کے لیے ایک طالب علم کو سختی سے خاموش رہنے کا کہہ رہے ہیں۔,1.0,0.0,0.5,0.125,0.5,0.25,A,جی سر، معذرت چاہتا ہوں، آئندہ اس بات کا خیال رکھوں گا۔
266,Urdu,Giving Orders & Commands,ساتھی,ساتھی,Medium,Formal,Task assignment,Positive,آپ یہ حصہ سنبھال لیں۔,ایک ساتھی مشترکہ کام کی تقسیم کرتے ہوئے آپ کو ایک مخصوص حصہ سنبھالنے کی ذمہ داری دے رہا ہے۔,1.0,0.0,0.5,0.25,0.5,0.25,A,ضرور، میں یہ کام سنبھال لیتا ہوں۔
267,Urdu,Giving Orders & Commands,بھائی,بہن,Medium,Informal,Protective instruction,Negative,ابھی باہر مت جاؤ۔,بھائی حفاظت کے پیش نظر آپ کو باہر جانے سے روک رہا ہے۔,0.9375,0.0,0.25,0.25,0.25,0.25,A,اچھا، نہیں جاتی، لیکن مجھے جانا ضروری تھا۔
268,Urdu,Giving Orders & Commands,پرنسپل,استاد,High,Formal,Respectful compliance,Neutral,کل کی تقریب کے تمام انتظامات آپ سنبھالیں گے۔,آپ کے سکول میں کل ایک اہم تقریب منعقد ہونے والی ہے۔ پرنسپل چاہتے ہیں کہ آپ تقریب کے تمام انتظامات کی نگرانی کی ذمہ داری سنبھالیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی سر، ان شاء اللہ میں تمام انتظامات بخوبی سنبھال لوں گا۔
269,Urdu,Giving Orders & Commands,ٹیم لیڈر,ٹیم ممبر,Medium,Formal,Cooperative compliance,Neutral,سب سے پہلے یہ کام ختم کریں۔,آپ کی ٹیم ایک اہم منصوبے پر کام کر رہی ہے جسے جلد مکمل کرنا ہے۔ آپ کے ٹیم لیڈر چاہتے ہیں کہ آپ پہلے ایک ضروری کام مکمل کریں تاکہ باقی کام بروقت ہو سکیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی، میں پہلے یہی کام مکمل کر دیتا ہوں۔
270,Urdu,Giving Orders & Commands,بڑا بھائی,چھوٹا بھائی,Low,Informal,Cooperative compliance,Neutral,ذرا ڈائننگ ٹیبل لگا دو، مہمان آنے والے ہیں۔,پ دونوں گھر پر موجود ہیں اور مہمانوں کی آمد سے پہلے کچھ تیاری باقی ہے۔ آپ کے بڑے بھائی گھر کے کام سمیٹ رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,ٹھیک ہے بھائی، میں ابھی ڈائننگ ٹیبل لگا دیتا ہوں۔
271,Urdu,Expressing Gratitude,دوست,دوست,Low,Informal,Warm thanks,Positive,یار، میں نے آج  تمہارا کام مکمل کر دیا۔,آپ کے دوست نے اپنی مصروفیات کے باوجود آپ کی مدد کے لیے وقت نکالا ہے۔,1.0,0.0,0.5,0.0,0.5,0.0,A,یار، تمہارا دل سے شکریہ، تم نے واقعی میرے لیے بہت وقت نکالا۔
272,Urdu,Expressing Gratitude,دوست,دوست,Low,Informal,Casual thanks,Neutral,میں تمہارے لیے نوٹس لے آیا ہوں۔,آپ کا دوست آپ کی غیر موجودگی میں آپ کے لیے نوٹس لے آیا ہے۔,0.9375,0.0,0.25,0.25,0.25,0.25,A,بہت شکریہ یار، تم نے میری بڑی مدد کر دی۔
273,Urdu,Expressing Gratitude,والد,بیٹا,High,Formal,Respectful gratitude,Positive,میں تمہارے ضروری کاغذات دفتر جا کر جمع کرا آیا ہوں۔,آپ کے والد نے آپ کا ایک ضروری کام مکمل کر دیا ہے۔,1.0,0.0,0.4375,0.25,0.25,0.25,A,بہت شکریہ ابو، آپ نے میری بڑی مشکل آسان کر دی۔
274,Urdu,Expressing Gratitude,والدہ,بیٹی,High,Informal,Affectionate thanks,Positive,بیٹا، میں کل رات تمہارے پاس ہی تھی تاکہ تمہیں کسی چیز کی ضرورت نہ ہو۔,والدہ بیماری کے دوران آپ کی دیکھ بھال کے لیے جاگتی رہی ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,امی، آپ کا بہت شکریہ، آپ نے میرا بہت خیال رکھا۔
275,Urdu,Expressing Gratitude,استاد,طالب علم,Medium,Formal,Humble gratitude,Positive,امید ہے اب تمہیں یہ موضوع اچھی طرح سمجھ آ گیا ہوگا۔,استاد نے آپ کی تعلیمی مدد کے لیے اضافی وقت دیا ہے۔,1.0,0.0,0.5,0.125,0.25,0.25,A,سر، آپ کا بہت شکریہ، آپ کی مدد سے مجھے یہ موضوع اچھی طرح سمجھ آ گیا۔
276,Urdu,Expressing Gratitude,طالب علم,استاد,High,Formal,Formal thanks,Neutral,اگر تمہیں مزید کچھ پوچھنا ہو تو تم میرے دفتر آ سکتے ہو۔,استاد نے آپ کو اضافی رہنمائی اور مشورے دیے ہیں اور مزید مدد کی پیشکش کر رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,سر، آپ کی رہنمائی اور تعاون کا بہت شکریہ۔
277,Urdu,Expressing Gratitude,پڑوسی,پڑوسی,Medium,Formal,Polite thanks,Positive,مجھے خوشی ہے کہ میں وقت پر آپ کی مدد کر سکا۔,آپ کے پڑوسی نے ضرورت کے وقت آپ کی مدد کی ہے۔,0.9375,0.0,0.25,0.25,0.25,0.25,A,آپ کا بہت شکریہ، آپ کی بروقت مدد میرے بہت کام آئی۔
278,Urdu,Expressing Gratitude,دوست,دوست,Low,Informal,Overdone thanks,Negative,یہ لو، میں نے تمہاری اسائنمنٹ کر دی تھی۔,آپ کے دوست نے آپ کی اسائنمنٹ مکمل کر دی کیونکہ آپ گھر کے ایک ضروری کام میں مصروف تھے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,یار، تمہارا بہت شکریہ، ورنہ مجھے اس کی بہت ٹینشن تھی۔
279,Urdu,Expressing Gratitude,سینئر,جونیئر,High,Formal,Acknowledgment,Neutral,آپ نے بہت محنت کی ہے، جو صاف نظر آ رہی ہے۔,سینئر آپ کی کارکردگی اور محنت کو سراہ رہے ہیں۔,0.9375,0.0,0.25,0.25,0.25,0.25,A,شکریہ سر۔ یہ سب آپ کی رہنمائی کا نتیجہ ہے۔
280,Urdu,Expressing Gratitude,بزرگ رشتہ دار,نوجوان,High,Formal,Traditional gratitude,Neutral,میں ہمیشہ تمہاری کامیابی اور بھلائی کے لیے دعا کرتا ہوں۔,ایک بزرگ رشتہ دار محبت اور خیر خواہی کے ساتھ آپ کے لیے دعائیں کرتے ہیں۔,1.0,0.0,0.4375,0.25,0.5,0.125,A,اللہ آپ کو جزائے خیر دے، آپ کی دعائیں میرے لیے بہت قیمتی ہیں۔
281,Urdu,Expressing Gratitude,دوست,دوست,Low,Informal,Teasing thanks,Neutral,یہ لو، میں تمہارے لیے چائے بھی لے آیا ہوں۔,آپ کے دوست نے مذاق اور دوستانہ انداز میں آپ کی ایک چھوٹی سی مدد کی ہے۔,1.0,0.0,0.5,0.0,0.25,0.25,A,واہ جناب، آج تو بڑے مہربان لگ رہے ہیں، شکریہ!
282,Urdu,Expressing Gratitude,دوست,دوست,Low,Informal,Reluctant thanks,Negative,آخرکار تمہارا کام کر ہی آیا ہوں۔,آپ کے دوست نے مدد کی ہے، لیکن کافی تاخیر اور ہچکچاہٹ کے بعد۔,0.875,0.0,0.25,0.25,0.25,0.25,A,ٹھیک ہے یار، شکریہ، لیکن مجھے کافی انتظار کرنا پڑا۔
283,Urdu,Expressing Gratitude,افسر,ملازم,High,Formal,Professional appreciation,Negative,اس بار میں نے آپ کی غلطی کے باوجود معاملہ انتظامیہ تک نہیں جانے دیا۔,آپ سے کام میں ایک سنگین غلطی ہوئی تھی، لیکن افسر نے آپ کو ایک اور موقع دیا اور معاملہ مزید آگے نہیں بڑھایا۔,1.0,0.0,0.5,0.125,0.25,0.25,A,بہت شکریہ سر، میں آپ کے اعتماد اور تعاون کی قدر کرتا ہوں، آئندہ ایسی غلطی نہیں ہوگی۔
284,Urdu,Expressing Gratitude,ساتھی,ساتھی,Medium,Formal,Workplace thanks,Negative,میں نے آپ کا کام بھی مکمل کر دیا تھا۔,آپ طبیعت کی خرابی کی وجہ سے ایک دن دفتر نہیں جا سکے، تو آپ کے ساتھی نے آپ کا کام مکمل کر دیا۔,1.0,0.0,0.25,0.25,0.1875,0.25,A,آپ کا بے حد شکریہ آپ نے واقعی میں میری بہت مدد کی۔
285,Urdu,Expressing Gratitude,بھائی,بہن,Medium,Informal,Familial gratitude,Negative,میں نے گھر کے سارے کام سنبھال لیے تھے تاکہ تم آرام کر سکو۔,آپ کی طبیعت خراب تھی اور آپ کی بہن نے آپ کی ذمہ داریاں سنبھال لیں۔,1.0,0.0,0.25,0.125,0.25,0.25,A,بہت شکریہ، تم نے میری بہت بڑی پریشانی کم کر دی۔
286,Urdu,Expressing Gratitude,استاد,طالب علم,High,Formal,Grateful acknowledgment,Positive,امید ہے میری رہنمائی سے تمہاری امتحان کی تیاری اچھی ہوئی ہوگی۔,آپ کے طالب علم نے امتحان میں اچھی کارکردگی دکھائی ہے۔ نتائج آنے کے بعد وہ آپ سے ملنے آتا ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,جی سر، الحمدللہ بہت اچھا ہوا۔ آپ کی رہنمائی کا بہت شکریہ۔
287,Urdu,Expressing Gratitude,ٹیکسی ڈرائیور,مسافر,Medium,Formal,Grateful reciprocity,Positive,شکریہ جناب، امید ہے سفر آپ کے لیے آرام دہ رہا ہوگا۔,آپ نے اپنے مسافر کو آرام سے اور محفوظ طریقے سے اس کی منزل تک پہنچایا ہے۔,1.0,0.0,0.25,0.125,0.25,0.125,A,جی بالکل، بہت شکریہ۔ یہ آپ کی اچھی خدمت کے لیے ایک چھوٹی سی ٹپ ہے، براہِ کرم قبول کیجیے۔
288,Urdu,Expressing Gratitude,کزن,کزن,Low,Informal,Grateful acknowledgment,Positive,ارے، کیسے ہو؟ امید ہے تمہارا کام اچھی طرح ہو گیا ہوگا۔,ایک ضروری موقع پر آپ کے کزن نے ایک ضروری موقع پر آپ کی مدد کی تھی۔ کچھ عرصے بعد آپ ان سے ملتے ہیں اور وہ آپ کی خیریت دریافت کرتے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,الحمدللہ یار، سب ٹھیک ہے۔ تمہاری مدد سے میرا کام بہت آسان ہو گیا تھا، اس کے لیے دل سے تمہارا بہت شکریہ۔
289,Urdu,Negotiating Favors,دوست,دوست,Low,Informal,Friendly negotiation,Positive,یار، اگر ضرورت ہو تو میں تمہاری مدد کر دیتا ہوں۔,آپ کا دوست آپ کی مدد کی پیشکش کر رہا ہے کیونکہ آپ کسی اور کام میں مصروف ہیں۔,1.0,0.0,0.5,0.25,0.5,0.125,A,ارے نہیں یار، تم کیوں زحمت کرو گے، لیکن تمہاری پیشکش کا بہت شکریہ۔
290,Urdu,Negotiating Favors,دوست,دوست,Low,Informal,Casual bargaining,Neutral,چلو، میں تمہارا کچھ کام کم کر دیتا ہوں۔,آپ کا دوست کام میں آپ کی مدد کی پیشکش کر رہا ہے۔,1.0,0.0,0.4375,0.25,0.5,0.125,A,نہیں یار، اتنی زحمت کی ضرورت نہیں، میں سنبھال لوں گا۔
291,Urdu,Negotiating Favors,جونیئر,سینئر,Medium,Formal,Respectful request,Positive,سر، اگر آپ اجازت دیں تو میں آج اضافی وقت دے کر یہ کام مکمل کر دیتا ہوں۔,آپ کا جونیئر احترام کے ساتھ آپ کو مدد کی پیشکش کر رہا ہے تاکہ آپ کا کام آسان ہو جائے۔,1.0,0.0,0.5,0.0,0.5,0.125,A,آپ کی مہربانی، لیکن آپ کو زیادہ دیر رکنے کی ضرورت نہیں، میں سنبھال لوں گا۔
292,Urdu,Negotiating Favors,جونیئر,سینئر,Medium,Formal,Deferential negotiation,Neutral,سر، اگر آپ اجازت دیں تو میں اس کام میں کچھ مدد کر دیتا ہوں۔,آپ نے دیکھا کہ آپ کے سینئر پر کام کا دباؤ ہے، اس لیے آپ احترام کے ساتھ مدد کی پیشکش کر رہے ہیں۔,1.0,0.0,0.25,0.25,0.4375,0.25,A,آپ کی پیشکش کا شکریہ، لیکن خود کو زیادہ زحمت نہ دیں۔
293,Urdu,Negotiating Favors,کزن,کزن,Low,Informal,Familial favor,Positive,یار، اگر تم چاہو تو میری گاڑی استعمال کر سکتے ہو۔,آپ کا کزن آپ کی مدد کے لیے اپنی گاڑی دینے کی پیشکش کر رہا ہے۔,1.0,0.0,0.5,0.125,0.25,0.25,A,ارے نہیں یار، تم کیوں زحمت کرو گے، میں خود انتظام کر لوں گا۔
294,Urdu,Negotiating Favors,کزن,کزن,Low,Informal,Pushy favor,Negative,یار، میں نے کہا نا، یہ کام میں کر دوں گا۔,آپ کا کزن بار بار آپ کی مدد کرنے پر اصرار کر رہا ہے، حالانکہ آپ کئی بار انکار کر چکے ہیں۔,1.0,0.0,0.3125,0.25,0.4375,0.25,A,آپ کی مہربانی، لیکن واقعی اس کی ضرورت نہیں، میں خود سنبھال لوں گا۔
295,Urdu,Negotiating Favors,پڑوسی,پڑوسی,Medium,Formal,Polite negotiation,Positive,اگر آپ کو کسی مدد کی ضرورت ہو تو میں حاضر ہوں۔,آپ کا پڑوسی شادی کی تقریبات میں آپ کی مدد کرنے کی پیشکش کر رہا ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,آپ کی بہت مہربانی، لیکن آپ کو تکلیف دینے کی ضرورت نہیں۔
296,Urdu,Negotiating Favors,طالب علم,استاد,Medium,Formal,Hesitant request,Neutral,سر، میں یہ کتابیں آپ کے دفتر رکھ آتا ہوں۔,آپ استاد کی مدد کرنے کی پیشکش کر رہے ہیں۔,1.0,0.0,0.4375,0.25,0.25,0.25,A,بیٹا، بہت شکریہ، میں خود سنبھال لوں گا۔
297,Urdu,Negotiating Favors,والد,بیٹا,High,Formal,Authority-based negotiation,Negative,میں نے کہا نا، یہ کام میں کر دوں گا، تم فکر نہ کرو۔,آپ کے والد بار بار آپ کی مدد کرنے پر اصرار کر رہے ہیں، جبکہ آپ خود کام کرنا چاہتے ہیں۔,1.0,0.0,0.25,0.25,0.4375,0.25,A,ابو، آپ کا بہت شکریہ، لیکن واقعی اس کی ضرورت نہیں، میں سنبھال لوں گا۔
298,Urdu,Negotiating Favors,والدہ,بیٹی,High,Informal,Emotional appeal,Positive,بیٹا، اگر تم تھک گئی ہو تو میں یہ کام کر دیتی ہوں۔,آپ کی والدہ آپ کا بوجھ کم کرنے کی پیشکش کر رہی ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,امی، آپ کی بہت مہربانی، لیکن میں خود کر لوں گی۔
299,Urdu,Negotiating Favors,ملازم,افسر,Medium,Formal,Persistent Offer,Negative,میں نے کہا نا، میں خود تمہاری فائل مکمل کروا دوں گا۔,آپ کے افسر بار بار آپ کی مدد کرنے پر اصرار کر رہے ہیں، حالانکہ آپ خود کام مکمل کرنا چاہتے ہیں۔,1.0,0.0,0.25,0.25,0.5,0.125,A,سر، آپ کی مہربانی، لیکن براہِ کرم اس کی فکر نہ کریں، میں خود یہ کام مکمل کر لوں گا۔
300,Urdu,Negotiating Favors,بزرگ رشتہ دار,نوجوان,High,Formal,Insistent Favor,Negative,میں تمہارے ساتھ چلوں گا، اکیلے جانے کی ضرورت نہیں۔,ایک بزرگ رشتہ دار بار بار آپ کے ساتھ جانے پر اصرار کر رہے ہیں، جبکہ آپ خود جانا چاہتے ہیں۔,1.0,0.0,0.4688,0.125,0.25,0.125,A,آپ کی فکر کا بہت شکریہ، لیکن واقعی میں خود سنبھال لوں گا۔
301,Urdu,Negotiating Favors,ساس,بہو,High,Formal,Overbearing Help,Negative,یہ کام تم چھوڑ دو، میں خود کر دیتی ہوں۔,آپ کی ساس بار بار آپ کے کام میں مداخلت کرتے ہوئے مدد کی پیشکش کر رہی ہیں، جبکہ آپ خود کام مکمل کرنا چاہتی ہیں۔,1.0,0.0,0.4375,0.25,0.5,0.125,A,امی جان، آپ کی مہربانی، لیکن میں یہ کام خود کر لوں گی۔
302,Urdu,Negotiating Favors,ساتھی,ساتھی,Medium,Formal,Courteous Assistance,Neutral,اگر آپ چاہیں تو میں یہ رپورٹ چیک کر دیتا ہوں۔,آپ کا ساتھی کام میں مدد کی پیشکش کر رہا ہے۔,1.0,0.0,0.5,0.125,0.5,0.0,A,آپ کی مہربانی، لیکن میں پہلے خود ایک بار دیکھ لیتا ہوں۔
303,Urdu,Negotiating Favors,چچا,بھتیجا,Medium,Formal,Family Assistance,Neutral,رات بہت ہو گئی ہے، میں تمہیں گھر چھوڑ آتا ہوں۔,آپ کے چچا رات کو آپ کے دیر سے گھر جانے پر فکر مند ہیں اور آپ کو گھر چھوڑنے کی پیشکش کر رہے ہیں۔,1.0,0.0,0.25,0.25,0.25,0.25,A,چچا جان، آپ کی بہت مہربانی، لیکن آپ کو زحمت دینے کی ضرورت نہیں، میں خود چلا جاؤں گا۔
304,Urdu,Negotiating Favors,چچا,بھتیجا,High,Formal,Deferential refusal,Neutral,بیٹا، اگر چاہو تو میں اس کام میں تمہاری مدد کر دیتا ہوں۔,آپ ایک ضروری کام میں مصروف ہیں اور آپ کے چچا آپ کی مصروفیت دیکھ کر آپ کی مدد کرنا چاہتے ہیں۔,1.0,0.0,0.5,0.125,0.25,0.25,A,چچا جان، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں یہ کام خود مکمل کر لوں گا، اگر ضرورت پڑی تو ضرور آپ سے مدد لے لوں گا۔
305,Urdu,Negotiating Favors,سینئر ساتھی,جونیئر ساتھی,Medium,Formal,Polite refusal,Neutral,تم ایسا کرو، اب چھٹی کر لو۔ باقی کام میں خود سنبھال لیتا ہوں۔,آپ کے آج دفتر میں معمول سے زیادہ دیر تک رکنے پر آپ کے سینئر محسوس کرتے ہیں کہ آپ پر کام کا بوجھ زیادہ ہے۔,1.0,0.0,0.25,0.25,0.25,0.25,A,سر، آپ کی بہت مہربانی، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود اسے مکمل کر لوں گا، آپ زحمت نہ کریں۔
306,Urdu,Negotiating Favors,روم میٹ,روم میٹ,Low,Informal,Grateful refusal,Neutral,اگر تمہیں مدد چاہیے تو میں حاضر ہوں۔,آپ اپنی اسائنمنٹ مکمل کرنے میں مصروف ہیں اور وقت کم ہونے کی وجہ سے کافی دباؤ محسوس کر رہے ہیں۔,0.875,0.0,0.4375,0.25,0.4375,0.125,A,نہیں یار، شکریہ! بس تقریباً ختم ہی ہو گیا ہے۔
