ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
32,ساس,بہو,High,آپ اپنی ساس سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو چوڑیاں تحفے میں دینے کی پیشکش کرتی ہیں۔,یہ چوڑیاں تمہارے لیے رکھی تھیں، لے لو۔,امی جان، آپ کی محبت ہی میرے لیے کافی ہے  شکریہ۔,4,3,4,4,0,0,"""ساسی جان، بہت شکریہ، لیکن مجھے لگتا ہے کہ ابھی یہ چو�",4,4,4,4,0,0,"""ساس جی، آپ کی محبت کا بہت شکریہ، مگر مجھے یہ قبول کرنے میں شرم آ رہی ہے۔""",3,3,3,3,0,1,"""ساسیان، آپ کی بہت مہربانی ہے، لیکن یہ ضرurat نہیں ہے",2,2,2,2,0,1,"""بہو جان، شکریہ لیکن اس کے لیے میں کسی تحفے کی نیاز نہی",3,3,3,3,0,1
33,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک  تحفے دینا چاہتا ہے۔,یار، یہ چھوٹا سا تحفہ تمہارے لیے ہے۔,تم نے یاد رکھا، یہی کافی ہے، اتنا تکلف کیوں کیا؟,3,3,4,4,0,0,"""شکریہ، یہ بہت اچھا ہے، مگر مجھے لگتا ہے کہ",4,4,4,4,0,0,"""واہ، شکریہ دوست! یہ واقعی بہت مہربانی ہے، لیکن تمہیں ضرورت نہیں تھی۔""",3,3,3,3,0,0,"""ٹھیک ہے بھائی، بہت خوبصورت ہے، شکریہ!""",3,3,3,3,0,0,"""شکریہ یار، یہ بہت پیارا ہے، آپ کی محبت کا یہ تحفہ ہمار",2,2,2,2,0,0
34,ماموں,بھانجا,High,خاندانی گفتگو کے دوران آپ کے ماموں آپ کو ایک یادگاری انگوٹھی دینا چاہتے ہیں۔,یہ انگوٹھی خاندان کی نشانی ہے، تم رکھ لو۔,ماموں جان، یہ آپ کے پاس ہی زیادہ مناسب لگتی ہے، آپ نے میرے بارے میں سوچا یہی میرے لیے اعزاز ہے۔,4,4,4,4,0,0,"""مамوں جان، یہ انگوٹھی بہت خوبصورت ہے، مگر میں اس کو ذہ",4,4,4,4,0,0,"""ماموں جان، یہ انگوٹھی بہت قیمتی ہے، مگر میں اس کی قدر آپ کے پاس ہی دیکھنا چاہتا ہوں۔""",3,3,3,3,0,0,"""جی ماموں جان، یہ بہت پیارا ہے، آپ کی محبت کا بہت شکریہ۔",2,2,2,2,0,0,"""ماموں جان، بہت شکریہ، لیکن مجھے لگتا ہے کہ میں اسے ر",3,3,3,3,0,0
35,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی محبت سر آنکھوں پر، مگر آپ کی نیک نیتی ہی میرے لیے کافی ہے۔,4,3,4,4,0,0,"""پیارے پڑوسی، آپ کی بہت مہربانی، لیکن ابھی اتنا وقت نہیں ہ�",4,4,4,4,0,0,"""شکر ہوگا، آپ کی بہت مہربانی، لیکن مجھے یہ تحفہ قبول کرن�",2,2,2,2,0,0,"""بہت شکریہ، یہ آپ کی محبت ہے۔ میں اسے خوشی سے قبول کرتا ہوں۔""",2,2,2,2,0,0,"""ٹھیک ہے، بہت شکریہ، لیکن میں اسے لینے کی ضرورت نہی",4,4,4,4,0,0
36,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب دینا چاہتے ہیں۔,یہ کتاب تمہارے لیے بطور انعام لایا ہوں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے بڑی بات ہے۔,3,3,4,4,0,0,"""جی سر، الحمدللہ اس کتاب کی تیاری کے لیے آپ کی رہنمائی کا بہت ش",3,3,3,3,0,0,"""سر، آپ کا بہت شکریہ، یہ میرے لیے بہت معنی رکھتی ہے۔""",3,3,3,3,0,0,"""جی سر، آپ کی بہت مہربانی، یہ کتاب بہت اہم ہے۔""",3,3,3,3,0,0,"""استاد صاحب، بہت شکریہ، لیکن مجھے لگتا ہے کہ یہ کتاب مجھے پ",3,3,3,3,0,0
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,3,4,4,4,0,0,"""شکر ہوگا کزن، آپ کی احسانیت کا بہت شکریہ۔""",3,3,3,3,0,0,"""کزن جان، بہت خوبصورت ہے، مگر اس کی ضرورت نہیں ہے۔""",2,2,2,2,0,0,"""شکریہ، بہت خوبصورت تحفہ ہے، مگر مجھے لگتا ہے کہ",4,4,4,4,0,0,"""واہ، شکریہ یار! یہ بہت اچھا ہے، مجھے پسند آیا۔""",4,4,4,4,0,0
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,4,3,4,4,0,0,"""بڑی بہن، میں بہت شکریہ، لیکن اس سے آپ کی دعائیں ہی",2,2,2,2,0,0,"""جی باجی، بہت شکریہ، یہ بہت پیارا ہے۔""",3,3,3,3,0,0,"""باجی، شکریہ، لیکن اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا",4,4,4,4,0,0,"""باجی، یہ بہت خوبصورت ہے، مگر مجھے اس کی ضرورت نہیں ہے۔""",4,4,4,4,0,0
39,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,4,4,4,4,0,0,"""ٹھیک ہے، بیٹا آؤ، میں اس کو بہت پسند ہوں گا۔""",3,3,3,3,0,0,"""شکریہ یار، آپ کی بہت مہربانی ہے۔""",1,1,1,1,0,1,"""واہ، یہ تو بہت مہربانی ہے! شکریہ، مجھے بہت خوشی ہوئی۔""",3,3,3,3,0,0,"""یار، بہت شکریہ، لیکن ابھی اتنا کام نہیں ہے، میں خود اسے",1,1,1,1,0,0
40,سسر,داماد,High,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,3,4,4,4,0,0,"""اس کچھ رقم کا بہت شکریہ، لیکن میں اس کے لیے کسی رقم نہیں ر",4,4,4,4,0,0,"""سسر جان، بہت شکریہ، لیکن مجھے یقین ہے کہ آپ کی اس رقم کی ضرورت ن�",3,3,3,3,0,0,"""جی سسر جان، آپ کی بہت مہربانی ہے، لیکن یہ رقم ضرورت نہیں ہ",3,3,3,3,0,0,"""جی ابا جی، آپ کی مہربانی ہے، مگر مجھے اس کی ضرورت نہیں ہے۔""",4,4,4,4,0,0
41,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,4,4,4,4,0,0,"""شکر ہوگا، آپ کی مہربانی کا بہت شکریہ۔""",2,2,2,2,0,0,"""ٹھیک ہے، بہت شکریہ، بھی چاہیے آپ کی تحفے سے!""",3,3,3,3,0,0,"""پیارے پڑوسی، بہت شکریہ، لیکن ابھی اتنا وقت نہیں ہے ک�",2,2,2,2,0,0,"""بہت شکریہ، یہ آپ کی محبت ہے۔ میں اسے خوشی سے قبول کرتا ہوں۔""",2,2,2,2,0,0
42,بزرگ,نوجوان,High,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔,3,3,4,4,0,0,"""آپ کی بہت مہربانی، بزرگ جان، لیکن مجھے لگتا ہے کہ اس رقم کی ضرورت ن",3,3,3,3,0,0,"""بزرگ جان، میں اس کے لیے بہت شکریہ، لیکن میں اپنی کافی",4,4,4,4,0,0,"""دعا کرو، آپ کی بہت مہربانی ہے۔""",4,4,4,4,0,0,"""بہت شکریہ، لیکن آپ کی دعائیں میرے لیے سب سے بڑی دولت ہیں۔""",4,4,4,4,0,1
43,نند,بھابھی,Medium,آپ کی نند آپ کو خاندانی ملاقات کے دوران ایک شال تحفے میں دینا چاہتی ہیں۔,بھابھی، یہ شال آپ کے لیے لائی ہوں۔,تم نے میرے لیے سوچا، یہی میرے لیے خوشی کی بات ہے، اتنا تکلف نہ کرتی۔,4,3,4,4,0,0,"""بھائی، یہ شال بہت خوبصورت ہے، مگر میں کچھ تحفہ بھی لیا",2,2,2,2,0,1,"""شکر ہوے، بھابھی جان، یہ بہت پیارا ہے، آپ کی محبت کا ی�",4,4,4,4,0,0,"""شکر ہو، بھابھی جان، مگر میں نے ابھی ایک اور شال خرید لی ہے،",3,3,3,3,0,1,"""بہت شکریہ نند، یہ بہت خوبصورت ہے، مگر آپ کی محبت ہی میرے لیے سب سے بڑا تحفہ ہے۔""",4,4,4,4,0,1
44,استاد,شاگرد,High,آپ کے استاد آپ کی کارکردگی سے خوش ہو کر آپ کو انعام دینا چاہتے ہیں۔,یہ خصوصی انعام تمہارے لیے ہے۔,سر، آپ کی حوصلہ افزائی ہی میرے لیے بڑی بات ہے۔,4,4,4,4,0,0,"""استاد صاحب، بہت شکریہ، لیکن مجھے امید ہے کہ میں مزید بہتری ک�",4,4,4,4,0,0,"""شکریہ سر، یہ آپ کی رہنمائی کا نتیجہ ہے، میں اس انعام کو بہت قدر کی نگاہ سے دیکھتا ہوں۔""",3,3,3,3,0,0,"""جی سر، الحمدللہ، آپ کی انعام کا بہت شکریyah۔""",2,2,2,2,0,0,"""جی سر، آپ کی بہت مہربانی ہے۔ یہ انعام کا بہت شکریہ۔""",3,3,3,3,0,0
45,بزرگ خاتون,نوجوان,High,آپ کو ایک بزرگ خاتون اپنے ہاتھ سے بنا ہوا سویٹردینا چاہتی ہیں۔,یہ سویٹر تمہارے لیے بنایا تھا، رکھ لو۔,دادی جان، آپ نے اپنے ہاتھ سے بنایا، یہی میرے لیے سب سے بڑا تحفہ ہے، اتنی زحمت نہ کرتیں۔,4,4,4,4,0,0,"""بہن جی، یہ بہت خوبصورت ہے، مگر میں آپ کی محبت کو ہمیشہ یاد رکھوں گا۔""",2,2,2,2,0,1,"""بیٹی جان، میں اس سویٹر کو بہت پسند کرتی ہوں، لیکن آپ",4,4,4,4,0,2,"""دادی جان، یہ بہت پیارا ہے، مگر آپ کی محبت اور احاطے سے بنے �",4,4,4,4,0,0,"""خواتین، بہت شکریہ، لیکن ابھی اتنا وقت نہیں ہے۔ میں خود اس",3,3,3,3,0,1
46,خالہ,بھانجی,Medium,آپ اپنی خالہ سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے ایک چھوٹا سا تحفہ ہے۔,خالہ جان، آپ نے بہت محبت سے دیا ہے، آپ کا خلوص ہی میرے لیے کافی ہے بہت شکریہ۔,4,3,4,4,0,0,"""خالہ جان، بہت شکریہ، لیکن مجھے لگتا ہے کہ یہ میری ضرورت",3,3,3,3,0,0,"""خالہ، یہ بہت مہربانی ہے، میں اس تحفے کی قدر کروں گی۔""",3,3,3,3,0,0,"""خالہ جان، یہ بہت خوبصورت ہے، مگر میں کچھ نہیں کر سکتا۔",3,3,3,3,0,0,"""خالہ جان، یہ بہت پیارا ہے، آپ کی محبت کا یہ تحفہ ہمار�",3,3,3,3,0,0
47,قریبی دوست,قریبی دوست,Low,آپ کا قریبی دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا۔,3,3,4,4,0,0,"""یار، بہت شکریہ، لیکن مجھے لگتا ہے کہ ابھی اس کی ضرورت نہ",3,3,3,3,0,0,"""واہ، یہ تو بہت اچھا ہے! شکریہ دوست، مجھے واقعی پسند آیا۔""",2,2,2,2,0,2,"""شکریہ یار، یہ بہت پیارا ہے، آپ کی طرف سے یہ تحفہ لایا",3,3,3,3,0,0,"""ٹھیک ہے باجی، بہت خوبصورت ہے۔ شکریہ!""",4,4,4,4,0,0
48,ساس,بہو,High,آپ کی ساس گھر میں ملاقات کے دوران آپ کو کپڑوں کا ایک جوڑا تحفے میں دیتی ہیں۔,یہ کپڑے تمہارے لیے لائی ہوں۔,امی جان، آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,4,3,4,4,0,0,"""بہو جان، یہ بہت خوبصورت ہے، مگر میں آپ کی دعائیں ہی س",4,4,4,4,0,0,"""ساسی جان، یہ بہت خوبصورت ہے، مگر میرے لیے آپ کی دعائیں ہی",4,4,4,4,0,1,"""بہت شکریہ ساس جی، یہ بہت خوبصورت ہیں، مگر آپ کی محبت ہی میرے لیے سب سے بڑا تحفہ ہے۔""",3,3,3,3,0,1,"""دادی جان، یہ بہت خوبصورت ہے، مگر میرے لیے آپ کی دعائیں ہی",4,4,4,4,0,0
49,ماموں,بھانجا,High,آپ کے ماموں ملاقات کے دوران آپ کو ایک تحفہ دیتے ہیں۔,یہ تمہارے لیے تحفہ ہے۔,ماموں جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,"""ماموں جان، بہت شکریہ، لیکن مجھے لگتا ہے کہ یہ تحفہ",4,4,4,4,0,1,"""دادی جان، یہ بہت پیارا تحفہ ہے، مگر آپ کی محبت اور دعائیں ہی",3,3,3,3,0,0,"""مамوں جان، یہ بہت خوبصورت ہے، مگر میں آپ کی طرف سے کچھ ب",4,4,4,4,0,0,"""ماموں جان، آپ کا بہت شکریہ، یہ بہت مہربانی ہے۔""",4,4,4,4,0,0
50,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ایک خوشی کے موقع پر آپ کے گھر آئے ہیں۔ رخصت ہونے سے پہلے وہ آپ کو ایک تحفہ دیتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کا آنا ہی کافی تھا، لیکن پھر بھی بہت شکریہ۔,4,4,4,4,0,0,"""ٹھیک ہے، بہت شکریہ، آپ کی تحفہ کا بہت شکریہ۔""",1,1,1,0,0,0,"""جی پڑوسی صاحب، آپ کی مہربانی کا بہت شکریہ، یہ تو بہت پیارا تحفہ",4,4,4,4,0,0,"""پیارے پڑوسی، آپ کی بہت بہترین دعوت کا بہت شکریہ۔ آپ کی مسکرا�",3,3,3,3,0,0,"""بہت شکریہ، آپ کی محبت اور خیال کا۔ یہ میرے لیے بہت معنی رکھتا ہے۔""",3,3,3,3,0,0
51,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب تحفے میں دیتے ہیں۔,یہ کتاب رکھ لو۔,سر، یہ میرے لیے اعزاز ہے، بہت شکریہ۔,4,3,4,4,0,0,"""جی سر، بہت شکریہ۔ آپ کی تحفہ کا بہت مقداری شکریہ۔""",3,3,3,3,0,0,"""جی سر، آپ کی بہت مہربانی، یہ کتاب میں رکھ لوں گا۔""",3,3,3,3,0,0,"""سر، آپ کا بہت شکریہ، یہ میرے لیے بہت قیمتی ہے۔""",3,3,3,3,0,0,"""جی استاد، بہت شکریہ، یہ کتاب مجھے بہت پسند آئے گی۔""",3,3,3,3,0,0
52,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ پیش کرتی ہے۔,یہ تحفہ خاص تمہارے لیے لائی ہوں، رکھ لو۔,بہت شکریہ! تم نے اتنی محبت سے دیا ہے تو رکھ لیتی ہوں، ورنہ اس تکلف کی بالکل ضرورت نہیں تھی۔,4,3,4,4,0,0,"""کزن جان، یہ بہت خوبصورت ہے، مگر میں اس کی ضرورت نہیں ہ",2,2,2,2,0,0,"""کزن جان، یہ بہت اچھا تحفہ ہے، آپ کی بہت محبت ہے�",4,4,4,4,0,0,"""واہ، یہ تو بہت خوبصورت ہے! شکریہ، مجھے واقعی پسند آیا۔""",4,4,4,4,0,0,"""خوشی کے موقع پر، بہت شکری۔""",3,3,3,3,0,0
53,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو محبت میں کوئی چیز یا تحفہ پیش کرتے ہیں۔,بیٹا، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے، رکھ لو۔,چچا جان، آپ نے میرے لیے اتنا سوچا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,"""چچا جان، یہ بہت خوبصورت ہے، مگر میں اس کی قیمت کو میں ن",3,3,3,3,0,0,"""چچا جان، آپ کی محبت کا بہت شکریہ، مگر یہ آپ کی طرف سے ملنے والی دعائیں میرے لیے سب سے بڑا تحفہ ہیں۔""",4,4,4,4,0,0,"""جی چچا جان، آپ کی بہت مہربانی، لیکن ابھی اتنا تحفہ نہیں ہ�",3,3,3,3,0,0,"""جی چچا جان، آپ کی محبت کا یہ تحفہ قبول کرنے کے لائق ہوں گا�",3,3,3,3,0,0
