ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
163,طالب علم,استاد,High,کلاس کے دوران آپ استاد سے وقت سے پہلے رخصت ہونے کی اجازت طلب کر رہے ہیں۔,سر، مجھے ایک ضروری کام ہے، کیا میں آج تھوڑا پہلے جا سکتا ہوں؟,لیکچر ختم ہونے میں زیادہ وقت نہیں، بہتر ہے انتظار کر لو۔,4,4,4,4,0,0,ضرور، اگر آپ کو اہم کام ہے تو آپ جا سکتے ہیں۔ آئندہ ایسی غلط,3,3,3,3,0,0,ٹھیک ہے، لیکن ابھی کلاس ختم نہ کر لوں گا۔,3,3,3,3,0,0,ضرور، اگر اور بھی کچھ کام باقی نہ ہو تو آپ جا سکتے ہیں۔,3,3,3,3,0,0
164,کزن,کزن,Low,آپ اپنے کزن سے ساتھ جانے کی اجازت دوستانہ انداز میں مانگ رہے ہیں۔,یار، اگر مسئلہ نہ ہو تو میں بھی ساتھ چلوں؟,ارے، کوئی مسئلہ نہیں، چلو ساتھ چلتے ہیں۔,4,4,4,4,0,0,ٹھیک ہے دل کا، مگر پھر بھی میرے لیے اور آپ کے لیے خوبصورت,1,1,1,1,0,0,جی باجی، شکریہ، لیکن ابھی اتنا زحمت نہیں ہوگی۔,3,3,3,3,0,0,ضرور، اگر آپ لگےہے ہیں کہ اس سے آپ کو کوئی فائدہ ہوگ,3,3,3,3,0,0
165,نوجوان,بزرگ رشتہ دار,High,آپ گھر سے باہر جانے سے پہلے اپنے بزرگ رشتہ دار سے اجازت طلب کررہے ہیں۔,کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ابھی نہیں، پہلے اپنا کام مکمل کرو، پھر جا سکتے ہو۔,4,3,4,4,0,0,ٹھیک ہے، لیکن اورنا اس سے زائد وقت لگا جانے دینا۔,3,3,3,3,0,0,ٹھیک ہے بیٹا، اگر آپ نے اپنا ضروری کام مکمل کر لیا ہے تو جاؤ، پر انت�,3,3,3,3,0,0,جی beta، آپ کو اجازت ہے، مگر ابھی اتنا زور نہ لگنا دینا دوگیا۔ آؤ مل کر,2,2,2,2,0,0
166,دوست,دوست,Low,آپ کا دوست آپ کی کامیابی پر تعریف اور حوصلہ افزائی کر رہا ہے۔,یار، تم نے کمال کام کیا ہے۔,شکریہ یار، بس تمہاری دعاؤں کا نتیجہ ہے، کوشش جاری ہے۔,4,4,4,4,0,0,ٹھیک ہے، میری بہت شکریہ۔,2,2,2,2,0,0,جی، شکریہ! اب تو لگ رہا ہے مفت کا مال الگ ہوں۔,3,3,3,3,0,0,جی شکریہ، ابھی اتنا نہیں ہوا۔ مزید محنت کرنا ہے۔ آپ کی دعائی,2,2,2,2,0,0
167,دوست,دوست,Low,آپ کا دوست ہلکے پھلکے انداز میں آپ کی تعریف کر رہا ہے۔,یار، آج تو بڑے ہی سمارٹ لگ رہے ہو۔,ارے چھوڑ یار، اتنی بھی تعریف نہ کرو۔,4,4,4,4,0,0,ہاہا، شکریہ! اب تو لگ رہا ہے مفت کا مال بننا پڑے گا�,2,2,2,2,0,1,دادی، شکریہ، اس بار یہ بہت خوبصورت ہوا۔,3,3,3,3,0,0,"ضرور، شکریہ! اب تو لگ رہا ہے مفت کا انعام ملنا پڑے گا۔
سر",2,2,2,2,0,0
168,استاد,طالب علم,Medium,استاد کلاس میں آپ کی کارکردگی کو سراہ رہے ہیں۔,تمہاری پریزنٹیشن بہت اچھی تھی۔,بہت شکریہ سر، ابھی بھی بہت کچھ سیکھنا باقی ہے۔,4,4,4,4,0,0,جی سر، آپ کی بہت مہربانی، اس کا بہت شکریہ۔,3,3,3,3,0,0,جی سر، شکریہ! آپ کی بہت مہربانی، لیکن اور میں زحمت نہ کر,3,3,3,3,0,0,جی سر، آپ کی مہربانی! یہ بہتmeaningful ہے۔ میں اگلے سمینار میں,3,3,3,3,0,0
169,والد,بیٹا,High,والد آپ کی محنت اور ذمہ داری کی تعریف کر رہے ہیں۔,آج تم نے بہت اچھا کام کیا ہے۔,بہت شکریہ ابو، آپ کی دعاوں کا نتیجہ ہے۔,4,4,4,4,0,0,جی والد جان، ان شاء اللہ اب تک کا کام ٹھیک ہوں گا۔,3,3,3,3,0,0,والد جان، شکریہ! آپ کی بہت مہربانی، مگر ابھی پھر اتنا ذمہ د,2,2,2,2,0,0,جی ابو، ان شاء اللہ میں آئندہ بھی اسی طرح کام کرنا چاہیے گا۔ آپ کی دع,3,3,3,3,0,0
170,والدہ,بیٹی,High,والدہ آپ کی کھانا پکانے کی تعریف کر رہی ہیں۔,آج تو کھانے کا ذائقہ ہی الگ تھا۔,شکریہ امی، آپ کو پسند آیا تو میری محنت وصول ہو گئی۔,4,4,4,4,0,0,والدہ جان، اس سے بہت لگ رہا ہے۔ آپ نے دوبارہ میرے لئے شکری,2,2,2,2,0,0,جی امی، شکریہ! اب تو لگ رہا ہے مفت کا انعام ملنا پڑے گا۔ آپ,2,2,2,2,0,0,جی ماں، اس سے پہلے جیسا کبھی نہیں بنا۔,1,1,1,1,0,0
171,کزن,کزن,Low,کزن مذاق اور محبت بھرے انداز میں تعریف کر رہا ہے۔,آج تو بڑے اسٹائل میں لگ رہے ہو۔,ہاہا، تم بھی نا، بڑھا چڑھا کر بات کرتے ہو۔,4,4,4,4,0,0,ہاہا، شکریہ کزن جان! اب تو لگ رہا ہے مفت خوار ہوں پلا,2,2,2,2,0,1,سر، شکریہ! لیکن ابھی اتنا نہیں ہوا۔ آپ فکر نہ کریں، مفتحان�,2,2,2,2,0,0,کزن، آپ کی بہت زحمت کی گئی ہے، اب تو لوگونے سے پतہ چلا جان,2,2,2,2,0,0
172,دوست,دوست,Low,آپ کا دوست آپ کی کسی کامیابی پر مبالغہ آمیز تعریف کر رہا ہے۔,یار، تم نے تو کمال کر دیا۔,پتا ہے یار، میں نے کافی محنت کی تھی۔,4,4,4,4,0,0,جی شکریہ، ابھی اتنا نہیں ہوا۔ مزید کام کریں، میں آپ کا بہت,2,2,2,2,0,0,جی، اس سے بہت شکریہ۔,2,2,2,1,0,0,ٹھیک ہے، اب تو زحمت نہ کریں۔,2,2,2,2,0,0
173,سینئر,جونیئر,High,سینئر ایک دفتری رپورٹ کا جائزہ لینے کے بعد آپ کی کارکردگی کی تعریف کر رہا ہے۔,یہ رپورٹ تم نے کافی اچھی تیار کی ہے۔,شکریہ، خوشی ہے کہ رپورٹ آپ کی توقعات پر پوری اتری۔,4,4,4,4,0,0,سر، ان شاء اللہ میں نے اپنا بہت سا مشق کرنے کی کوشش کی ہے۔,3,3,3,3,0,0,"جی سر، شکریہ! میں مزید بہتر کام کرنے کی کوشش کروں گا۔

سر، آپ کی ب",2,2,2,2,0,0,سر، شکریہ! اب تو بہت خوبصورت کام لیا۔,3,3,3,3,0,0
174,بزرگ رشتہ دار,نوجوان,High,ایک خاندانی گفتگو میں بزرگ رشتہ دار نوجوان کی تعریف کر رہا ہے۔,تم تو کافی سمجھدار ہو گئے ہو۔,بہت شکریہ، لیکن ابھی مجھ سے بھی غلطیاں ہو جاتی ہیں۔,4,4,4,4,0,0,جی باجی، آپ کی دعائیں کا بہت شکریہ۔,2,2,2,2,0,1,"جی سر، شکریہ! آپ کی دعائیں میری زندگی کا بہت فائدہ ہوں گی۔
سر، ز",2,2,2,2,0,1,جی سر، آپ کی بہت مہربانی لیکر، میں زحمت کی بہت مہربانی، ا,2,2,2,2,0,1
175,دوست,دوست,Low,دوست مذاق اور تعریف کے ملے جلے انداز میں بات کر رہا ہے۔,یار، آج تو بڑے اسٹائلش لگ رہے ہو۔,ہاہا، زیادہ مکھن نہ لگاؤ۔,4,4,4,4,0,0,ہاہا، شکریہ! اب تو لگ رہا ہے مفت کا مال بننا پڑے گا�,2,2,2,2,0,1,سر، شکریہ! آپ نے بھی خوبصورت لوگوں سے لگ رہے ہیں۔,3,3,3,3,0,1,"سر، شکریہ! آپ کی بہت مہربانی۔

Reasoning: دوست نے اسٹائلش لگنے پر شکری",2,2,2,2,0,0
176,استاد,طالب علم,Medium,کلاس کے دوران استاد آپ کے جواب کی تعریف کر رہے ہیں۔,تم نے آج بہت اچھا جواب دیا۔,شکریہ سر، ابھی بہت کچھ سیکھنا باقی ہے۔,4,4,4,4,0,0,جی سر، مفتاح الحمدللہ۔,2,2,2,2,0,0,سر، شکریہ! آپ کی بہت مہربانی، لیکن ابھی سب کافی ہے۔,2,2,2,2,0,0,جی سر، شکریہ! میں مزید ایسی غلطیاں نہیں ہوں گا۔ آپ کی ر�,3,3,3,3,0,0
177,دوست,دوست,Low,دوست آپ کی تعریف کر رہا ہے لیکن آپ تعریف کو قبول کرنے کے بجائے رد کر رہے ہیں۔,یار، تم تو بہت ذہین ہو۔,نہیں یار، تم بس بلاوجہ میری تعریف کرتے رہتے ہو۔,4,4,4,4,0,0,ضرور، شکریہ! لیکن ابھی اتنا کام باقی نہیں ہے، میں اپنا زیادہ وقت کام,2,2,2,2,0,0,آپ کی بہت مہربانی، لیکن ابھی صرف ذہانتی کا اعتراف نہیں ہے,3,3,3,3,0,0,ہاں، شکریہ، مگر اب تو اتنا کام ہوچکا ہے کہ فکر نہ کریں�,2,2,2,2,0,0
178,والد,بیٹا,High,والد آپ کی کامیابی کو سراہتے ہوئے اس سے مستقبل میں بھی اچھی کارکردگی کی توقع کر رہے ہیں۔,اچھے نمبر آئے ہیں، اب یہی معیار برقرار رکھنا۔,جی ابو، میں پوری کوشش کروں گا۔,4,4,4,4,0,0,جی والد جان، ان شاء اللہ میں اپنی سب سے BEST ٹری پانے کا بہت شکریہ۔,3,3,3,3,0,0,جی ابو، ان شاء اللہ میںfuture میں بھی اسی طرح کام کرنے کی کوشش کرunga۔ آپ کی دعائی�,2,2,2,2,0,0,"جی wahlidar jee, islii hai, main future mein baqi zamaanah brar karna hoga.",3,3,3,2,0,0
179,کزن,کزن,Low,ایک خاندانی تقریب کے بعد کزن آپ کی تعریف کر رہا ہے۔,یار، آج تو تم محفل کی جان بنے ہوئے تھے۔,چھوڑو یار، ایسی کوئی خاص بات نہیں تھی۔,4,3,4,4,0,0,جی کزن جان، اس سے بہت شکریہ۔,3,3,3,3,0,0,سر، اس بار میری جان بنے ہوئی تھی۔,1,1,1,1,0,1,جی شاہزادہ، بہت شکریہ، مگر ابھی اتنا نہیں ہوا۔ می�,2,2,2,2,0,0
180,ساتھی,ساتھی,Medium,ایک ساتھی میٹنگ کے بعد آپ کی پریزنٹیشن کی تعریف کر رہا ہے، لیکن آپ اس تعریف کو پوری طرح قبول نہیں کر رہے۔,آج کی پریزنٹیشن کافی متاثر کن تھی۔,شاید آپ ضرورت سے زیادہ تعریف کر رہے ہیں، ابھی کافی خامیاں باقی ہیں۔,3,4,4,4,0,0,جی، ان شاء اللہ بہت شکریہ، مگر ابھی اتنا کام باقی ہے۔,2,2,2,2,0,0,سر، اس پریazenشن میں جانچی دینے والے فکر کرتا رہنے دو، اسے بہت,2,2,2,2,0,0,جی شکریہ، اب تو لگ رہا ہے مفت کا آنار (آنار خریدنا پلا دینا) ہو گ,1,1,1,1,0,0
181,استاد,طالب علم,Medium,استاد آپ کی اسائنمنٹ دیر سے جمع ہونے کی نشاندہی کر رہے ہیں۔,تم نے اسائنمنٹ وقت پر جمع نہیں کرائی۔,معذرت سر، مجھ سے تاخیر ہو گئی، آئندہ وقت پر جمع کرانے کی پوری کوشش کروں گا۔,4,4,4,4,0,0,سر، میری بہت دیر تھی، مگر حالیہ میں اسائنمنٹ جمع کر لوں گا۔,2,2,2,2,0,0,سر، میری غلطی تھی، یہ میں کبھی دوبارہ نہیں ہونا چاہ,3,3,3,3,0,0,سر، میری غلطی تھی، اب میں پھر سے اسائنمنٹ جمع کر دیتا ہوں۔,3,3,3,3,0,0
182,افسر,ملازم,High,افسر آپ کی تیار کردہ رپورٹ میں موجود غلطی کی نشاندہی کر رہا ہے۔,رپورٹ میں ایک اہم غلطی رہ گئی ہے۔,معاف کیجیے گا سر، میں رپورٹ دوبارہ چیک کرکے فوری طور پر درست کر دیتا ہوں۔,4,4,4,4,0,0,سر، بہت شکریہ، غلطی میری کوتاہی تھی، یہ آئندہ میں نہی,3,3,3,3,0,0,سر، اس غلطی پر میں دل سے معذرت خواہ ہوں۔,4,4,4,4,0,0,سر، اس غلطی پر میں دل سے معذرت خواہ ہوں۔ یہ میری کوتاہی ت,2,2,2,2,0,0
183,والد,بیٹا,High,والد آپ کی ایک غلطی پر ناراضی کا اظہار کر رہے ہیں۔,میں نے تمہیں پہلے ہی سمجھایا تھا۔,معذرت ابو، مجھے آپ کی بات مان لینی چاہیے تھی، آئندہ ایسا نہیں ہوگا۔,4,4,4,4,0,0,والد جان، میری مہربانی کا بہت شکریہ۔ آؤंٹی کا بہت مہربانی۔,1,1,1,1,0,0,آپ کو زحمت ہوگی، میں نے پہلے ہی آپ کو سمجھا دیا ہ�,2,2,2,2,0,1,سر، میں نے اس غلطی کو دوبارہ نہیں ہونے دوں گا۔,1,1,1,1,0,0
184,والدہ,بیٹی,High,والدہ آپ کے دیر سے گھر پہنچنے پر اپنی پریشانی کا اظہار کر رہی ہیں۔,میں تمہارا کب سے انتظار کر رہی تھی۔,معاف کر دیں امی، مجھے آنے میں دیر ہو گئی، آئندہ وقت کا زیادہ خیال رکھوں گی۔,4,4,4,4,0,0,ماں، میری دل سے معذرت خواہ ہوں۔ ٹریفک کا بہت جال تھا,3,3,3,3,0,0,والدہ جان، میں بالکل صرف ٹھیک ہوں، اتنا دیر نہیں تھा۔,1,1,1,1,0,0,آپ کو زحمت ہوگی، میں بالکل ٹھیک ہوں، صرف ایک لائٹ باجھنے,1,1,1,1,0,0
185,دوست,دوست,Low,آپ کا دوست اس کام کا ذکر کر رہا ہے جو آپ اس کے لیے کرنا بھول گئے تھے۔,یار، تم میرا کام کرنا بھول گئے تھے۔,سوری یار، یہ واقعی میری غلطی تھی، آئندہ یاد رکھوں گا۔,4,4,4,4,0,0,ہاں، مفتخور، میں دل سے معذرت خواہ ہوں۔ یہ میری غلط,2,2,2,2,0,0,ضرور، میں بہت بدلا۔ آئندہ میں ایسی غلطی دوبارہ نہیں ہ,1,1,1,1,0,0,ٹھیک ہے، ابھی میں ان کا کام کر لوں گا۔,3,3,3,3,0,0
186,دوست,دوست,Low,آپ کا دوست تاخیر کی وجہ سے اپنی ناراضی کا اظہار کر رہا ہے۔,یار، تمہاری وجہ سے مجھے کافی دیر انتظار کرنا پڑا۔,معاف کرنا یار، میری وجہ سے دیر ہوئی، لیکن راستے میں بہت ٹریفک تھی۔,4,4,4,4,0,0,ضرور، میری غلطی تھی، آپ کی بہت مہربانی۔,2,2,2,2,0,0,"ضرور، اس غلطی پر میں معذرت خواہ ہوں۔ یہfuture such thing never happen again۔

Reasoning",1,1,1,1,0,1,دادی، میری وجہ سے آپ زحمت کرتا ہوں، اس لئے مگر بہت عذرا۔,2,2,2,2,0,0
187,جونیئر,سینئر,Medium,آپ اپنے سینئر کے سخت رویے پر ناراضی کا اظہار کر رہے ہیں۔,سر، آپ نے سب کے سامنے مجھ سے بہت سخت لہجے میں بات کی تھی۔,اگر میری بات سے آپ کو برا لگا ہو تو میں معذرت چاہتا ہوں، میرا مقصد صرف کام کی نشاندہی کرنا تھا۔,4,4,4,4,0,0,سر، مفتخری، اس بارے میں میری غلطی تھی، اور آئندہ میں ایسی غلطی دوبار,2,2,2,2,0,0,سر، اور میری بات کا مفہوم بتا دیجیے، مگر میری لہجہ پر فکر نہ,1,1,1,1,0,1,ضرور، اس غلطی پر میں دل سے معذرت خواہ ہوں۔ اگر تمہاری رائے پر,2,2,2,2,0,0
188,سینئر,جونیئر,High,سینئر آپ کے کام میں موجود خامی کی طرف توجہ دلا رہا ہے۔,آپ نے یہ کام ہدایات کے مطابق مکمل نہیں کیا۔,معذرت سر، مجھ سے غلطی ہو گئی، میں اسے فوراً درست کر دیتا ہوں۔,4,4,4,4,0,0,"سر، یہ بہت م小时前
tersorry, it seems you've entered an incomplete request. Could you please provide more details or rephrase your question? I'm here",3,3,3,3,0,0,سر، میں بالکل غلط نہیں ہوں، آپ غور کریں گے تو انشاء اللہ ب�,3,3,3,3,0,0,سر، اس غلطی پر میں دل سے معذرت خواہ ہوں۔ اگر اور بھی کچھ تھ,1,1,1,0,0,0
189,ساتھی,ساتھی,Medium,آپ کا ساتھی فائل کی غلط جگہ منتقلی کی وجہ سے پیدا ہونے والے مسئلے کی نشاندہی کر رہا ہے۔,فائل غلط فولڈر میں بھیج دی گئی تھی، جس کی وجہ سے تاخیر ہوئی۔,معذرت، یہ غلطی مجھ سے ہوئی تھی، میں آئندہ زیادہ احتیاط کروں گا۔,4,4,4,4,0,0,جی، اس غلطی سے میں دل سے معذرت خواہ ہوں۔ یہ میری کوتاہ,3,3,3,3,0,0,ضرور، اس غلطی پر میں دل سے معذرت خواہ ہوں۔ یہ میری کوتاہی,1,1,1,1,0,0,ٹھیک ہے، آنے والے بار میں ابھی صرف راستہ بکھر لوں گا۔,3,3,3,3,0,0
190,کزن,کزن,Low,آپ کا کزن آپ کے دیر سے پہنچنے کا ذکر کر رہا ہے۔,یار، مجھے کافی دیر تمہارا انتظار کرنا پڑا۔,معاف کرنا یار، راستے میں کچھ دیر ہو گئی، تمہیں انتظار کروانا نہیں چاہتا تھا۔,4,4,4,4,0,0,ضرور، اب تو لگ رہا ہے مفتخر ہوں گلا زب ہونا پڑے گا,1,1,1,1,0,1,ضرور باجی، میری غلطی تھی۔,2,2,2,2,0,1,سر، میں جان جانے والے بہت ٹھیک نہیں تھا۔,1,1,1,1,0,0
191,استاد,طالب علم,Medium,استاد آپ کے دیر سے آنے کی نشاندہی کر رہے ہیں۔,تم آج کلاس میں دیر سے آئے ہو۔,میں معذرت چاہتا ہوں، آئندہ وقت کا خیال رکھوں گا۔,4,4,4,4,0,0,سر، آج میری رٹی پर بکھول دینا ڈال لگا تھा۔,2,2,2,2,0,0,"سر، میری غلطی تھی، یہ دوبارہ نہیں ہوگا۔

Reasoning: استاد کی طرف س",2,2,2,2,0,0,سر، مفتہم کا بہت شکریہ۔ میں نے ٹرینning کا سامنا ہوا تھ,1,1,1,1,0,0
192,والد,بیٹا,High,والد آپ کو کسی ایسی حرکت پر ڈانٹ رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,میں نے تمہیں پہلے ہی منع کیا تھا۔,معاف کر دیں ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,4,4,4,4,0,0,والد جان، میں بالکل میں نے اتنا نہیں کر لیا۔,2,2,2,1,0,1,سر، میں بالکل شک نہیں کرنا چاہئے، آپ نے پہلے ہی تو اس,1,1,1,1,0,0,سر، میں نے اس غلطی پر دل سے معذرت خواہ ہوں۔,3,3,3,3,0,1
193,دوست,دوست,Low,آپ کا دوست آپ سے پیغام کا دیر سے جواب دینے پر ناراضی کا اظہار کر رہا ہے۔,تم نے میرے میسج کا جواب اتنی دیر سے دیا۔,معذرت، مگر میں بھی اپنے کاموں میں مصروف تھا۔,4,3,4,4,0,0,ضرور، مفتخورہ، میری طرف سے دل سے معذرت خواہش ہے۔,1,1,1,1,0,0,سر، میری غلطی، یہ سب میراfault ہے۔ آئندہ میں ایسی غلطی دوبارہ,3,3,3,3,0,0,جواب دینے میں دیر لگا، آپ کی بہت مہربانی، لیکن اس سے بھی زحم,3,3,3,3,0,1
194,بزرگ رشتہ دار,نوجوان,High,ایک بزرگ رشتہ دار آپ کے رویے پر ناراضی کا اظہار کر رہا ہے اور آپ کے اندازِ گفتگو کی نشاندہی کر رہا ہے۔,تمہیں بات کرنے کا طریقہ نہیں ہے کہ بڑوں سے کیسے بات کرتے ہیں۔,معاف کیجیے، اگر میری بات سے بے ادبی محسوس ہوئی ہو، آئندہ خیال رکھوں گا۔,4,4,4,4,0,0,سر، میں بالکل فهم نہیں ہوں، آپ کی بہت مہربانی سے میں جان کا,2,2,2,2,0,1,سر، اس بارہ میں دل سے بولنا چاہتا تھا، لیکن آپ کی بہت مہربانی، اگر آپ,2,2,2,2,0,1,سر، ان شاء اللہ میں بالغ ہوں گا، آپ سے بہت سبق حاصل ہوگا�,2,2,2,2,0,1
195,ساتھی,ساتھی,Medium,آپ کا ساتھی کام میں ہونے والی ایک معمولی لیکن اثر انداز غلطی کی نشاندہی کر رہا ہے۔,آپ کی اس غلطی کی وجہ سے کام میں تاخیر ہوئی ہے۔,معذرت، آئندہ خیال رکھوں گا۔,4,4,4,4,0,0,ضرور، اس غلطی پر میں دل سے معذرت خواہ ہوں۔ یہ میری کوتاہی,2,2,2,2,0,0,ضرور، مگر ابھی اتنا زحمت نہیں ہوگی۔,1,1,1,1,0,0,سر، میری غلطی نے آپ کا کام تاخیر دینے دی۔ میں خواہش میں ٹھیک,3,3,3,3,0,0
196,دوست,دوست,Low,آپ بیماری کے بعد اپنے دوست کی خیریت دریافت کر رہے ہیں۔,یار، طبیعت اب کیسی ہے؟ سنا تھا تم بیمار تھے۔,الحمدللہ، اب پہلے سے کافی بہتر ہوں، تمہاری فکر کا شکریہ۔,4,4,4,4,0,0,الحمدللہ، میں بالکل ٹھیک ہوں، شکریہ!,3,3,3,3,0,0,دادی، صحت میں رہنے دو، اب تو بہت بیٹھ گئے ہیں۔,1,1,1,1,0,1,الحمدللہ بہت بہتر ہوں، اللہ کا شکر ہے۔ ابھی تک مکمل,3,3,3,3,0,0
197,دوست,دوست,Low,آپ اپنے دوست کی خیریت دریافت کر رہے ہیں جو حال ہی میں طبیعت خراب ہونے کی وجہ سے پریشان تھا۔,یار، طبیعت اب ٹھیک ہے نا؟,ہاں یار، اب کافی بہتر ہوں، بس تھوڑی کمزوری ہے۔,4,4,4,4,0,0,ہاہا، زحمت کی بہت شکریہ! صرف تو میں ٹھیک ہوں گا، آپ,3,3,3,3,0,0,جی، شکریہ! اب کافی بہتر ہوں، اللہ کا شکر ہے۔ آپ فکر نہ,2,2,2,1,0,0,الحمدللہ،ٹھیک ہوں۔,3,3,3,3,0,0
198,والد,بیٹا,High,والد آپ کی بیماری کے بعد آپ کی خیریت دریافت کر رہے ہیں۔,بیٹا، اب طبیعت کیسی ہے؟ میں تمہارے بارے میں فکر مند تھا۔,جی ابو، اللہ کا شکر ہے، اب کافی بہتر ہوں، آپ کی فکر کا شکریہ۔,4,4,4,4,0,0,والد جان، اب تو زحمت نہ کریں۔ میں بہت بہتر ہوں۔,3,3,3,3,0,0,الحمدللہ، باجی جان، اب کافی بہتر ہوں۔,2,2,2,2,0,0,آپ کو شک ہوگا، مگر اب کافی بہتر ہوں، اللہ کا شکر ہے�,3,3,3,3,0,1
199,والدہ,بیٹی,High,والدہ بیماری کے بعد آپ کی خیریت دریافت کر رہی ہیں۔,بیٹا، اب طبیعت ٹھیک ہے نا؟ میں تمہارے لیے پریشان تھی۔,جی امی، اب کافی بہتر ہوں، آپ فکر نہ کریں ۔,4,4,4,4,0,0,الحمدللہ، اب کافی بہتر ہوں۔ آپ فکر نہ کریں، اللہ کا شکر ہ,2,2,2,2,0,1,والدین جان، بالکل ٹھیک ہوں، میں غلطی پذیر ہوں۔,3,3,3,3,0,0,الحمدللہ، ماں جان، اب کافی بہتر ہوں۔,3,3,3,3,0,0
200,بزرگ رشتہ دار,نوجوان,High,ایک بزرگ رشتہ دار آپ کی صحت کے بارے میں فکر مندی سے پوچھ رہے ہیں۔,بیٹا، اب صحت کیسی ہے؟ سب خیریت تو ہے؟,جی الحمدللہ، سب خیریت ہے، آپ کی دعاؤں کا بہت شکریہ۔,4,4,4,4,0,0,آؤ مامان، صحت میں کافی ترقی ہوگی۔ ابھی تک خیریت ہی ہے۔,3,3,3,3,0,1,الحمدللہ، ابو جان، میں ٹھیک ہوں۔ اللہ کا شکر ہے کہ آپ,2,2,2,2,0,1,الحمدللہ، باجی جان، اب کافی بہتر ہوں۔,3,3,3,3,0,0
201,پڑوسی,پڑوسی,Medium,ایک پڑوسی آپ کی خیریت دریافت کر رہا ہے کیونکہ وہ آپ کی بیماری کے بارے میں سن چکا ہے۔,سنا ہے آپ کی طبیعت کچھ دنوں سے خراب تھی، اب کیسی ہے؟,جی، اب کافی بہتر ہوں، پوچھنے کا شکریہ۔,4,4,4,4,0,0,الحمدللہ، اب کافی بہتر ہوں۔,2,2,2,2,0,0,جی سر، آپ کی بہت خیر، آخری دنوں میں زحمت کا حساب نہیں لیٹا۔,3,3,3,3,0,0,الحمدللہ بہت بہتر ہوں، اللہ کا شکر ہے۔ ابھی تو تھ,3,3,3,3,0,0
202,استاد,طالب علم,Medium,استاد بیماری کی وجہ سے غیر حاضری پر آپ کی خیریت دریافت کر رہے ہیں۔,کیا اب طبیعت سنبھل گئی ہے؟,جی سر، اللہ کا شکر ہے، اب طبیعت کافی بہتر ہے۔,4,3,4,4,0,0,آ، اب تک غلط نہیں ہوا۔ ابھی طبیعت کبھی سنبھل نہیں گی۔,2,2,2,2,0,0,"جی سر، اب کافی بہتر ہوں۔ شکریہ!
سر، اللہ کی بارگی سے میں اچھ",1,1,1,1,0,0,الحمدللہ، سر! اب کافی ب�etter ہوں۔,3,3,3,3,0,0
203,دوست,دوست,Low,دوست مذاق اور شکوک بھرے انداز میں آپ کی بیماری کے بارے میں پوچھ رہا ہے۔,ابھی بھی ڈرامہ چل رہا ہے یا واقعی طبیعت خراب ہے؟,یار، واقعی طبیعت خراب تھی، ہر چیز کو مذاق مت سمجھا کرو۔,4,4,4,4,0,0,ہاہا، اب تو لگ رہا ہے مفت خواہش ہے، نہ؟,2,2,2,2,0,0,ضرور، ابھی بھی ڈرامہ چل رہا ہے، مفتحبان! آپ زحمت نہ,1,1,1,1,0,0,ٹھیک ہے، ابھی اب تک ڈرامہ چل رہا ہے، لیکن میری واقع,3,3,3,2,0,0
204,سینئر,جونیئر,High,سینئر بیماری کے بعد آپ کی صحت اور کام کی صلاحیت کے بارے میں پوچھ رہا ہے۔,اب طبیعت بہتر ہے؟ کیا آپ معمول کے مطابق کام کر سکیں گے؟,جی سر، اب کافی بہتر ہوں اور معمول کے مطابق کام کر سکتا ہوں۔,4,3,4,4,0,0,الحمدللہ، اب کافی بہتر ہوں۔ اگر ماسٹر زحمت نہ کریں تو ابھی تک,3,3,3,3,0,0,جی، آؤنٹی کا مطابقت سد کر لوں گا، لیکن ابھی تک تمام معافیں ن,1,1,1,1,0,0,جی، اب کافی بہتر ہوں۔ آپ فکر نہ کریں، میں اپنا معمول جاری رکھ دوں,3,3,3,3,0,0
205,ساس,بہو,High,ساس بیماری کے بعد  آپ کی کی خیریت دریافت کر رہی ہیں۔,بیٹا، اب کمزوری تو نہیں؟,جی امی جان، اب کافی بہتر ہوں، آپ کی دعاؤں اور فکر کا شکریہ۔,4,4,4,4,0,0,الحمدللہ، ساس جان، میں بالکل ٹھیک ہوں۔,3,3,3,3,0,0,آپ کو زحمت ہوگی، اب کافی ٹھیک لگ رہا ہے؟ اللہ کا شکر �,2,2,2,1,0,1,سر، ابھی تک میری بیماری کا اثر زحمت ہے۔,3,3,3,3,0,0
