ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
165,نوجوان,بزرگ رشتہ دار,High,آپ گھر سے باہر جانے سے پہلے اپنے بزرگ رشتہ دار سے اجازت طلب کررہے ہیں۔,کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ابھی نہیں، پہلے اپنا کام مکمل کرو، پھر جا سکتے ہو۔,2,2,2,2,0,0,جی، آپ کہانی کہیں جا سکتے ہیں، لیکن پہلے آپینے بزرگ ر,2,2,2,2,0,0,جی، آپ جا سکتے ہیں۔,3,3,3,3,0,0,جی، آپ جا سکتے ہیں۔ چلو، آگے تمہاری بہت فکر کیجئے گا�,2,2,2,2,0,0
166,دوست,دوست,Low,آپ کا دوست آپ کی کامیابی پر تعریف اور حوصلہ افزائی کر رہا ہے۔,یار، تم نے کمال کام کیا ہے۔,شکریہ یار، بس تمہاری دعاؤں کا نتیجہ ہے، کوشش جاری ہے۔,2,2,2,2,0,0,شکریہ یار! اپ کی مدد سے میرا کام بہت آسان ہو گیا تھا۔,2,2,2,2,0,0,بہت شکریہ یار، آپ کی حوصلہ افزائی میرے لیے بہت اہم ہے�,3,3,3,3,0,0,بہت شکریہ یار، تمہاری حوصلہ افزائی میرے لیے بہت اہم ہ�,2,2,2,2,0,0
167,دوست,دوست,Low,آپ کا دوست ہلکے پھلکے انداز میں آپ کی تعریف کر رہا ہے۔,یار، آج تو بڑے ہی سمارٹ لگ رہے ہو۔,ارے چھوڑ یار، اتنی بھی تعریف نہ کرو۔,2,2,2,1,0,0,ارے یار، تم زحمت نہ کریں۔,2,2,2,1,0,0,شکریہ یار! تمہاری بہت مہربانی۔,2,2,2,2,0,0,شکریہ یار، تمہاری بہت مہربانی۔ چلو، آئندہ میں ضرور کوشش کرت,1,1,1,1,0,0
168,استاد,طالب علم,Medium,استاد کلاس میں آپ کی کارکردگی کو سراہ رہے ہیں۔,تمہاری پریزنٹیشن بہت اچھی تھی۔,بہت شکریہ سر، ابھی بھی بہت کچھ سیکھنا باقی ہے۔,2,2,2,1,0,0,"استاد نے کہا، ""آپ کی بہت مہربانی۔""",2,2,2,1,0,0,شکریہ! آپ کی تجاویز کا اپنیے استاد، میرے لیے بہت اہم ہی,3,3,3,3,0,0,سر، آپ کی رہنمائی سے میں بہت فائدہ اٹھاتا ہوں۔ اس کے,3,3,3,3,0,0
169,والد,بیٹا,High,والد آپ کی محنت اور ذمہ داری کی تعریف کر رہے ہیں۔,آج تم نے بہت اچھا کام کیا ہے۔,بہت شکریہ ابو، آپ کی دعاوں کا نتیجہ ہے۔,2,2,2,2,0,0,جی، والد جان، آپ کی حوصلہ افزائی میرے لیے کافی اہم ہے۔,2,2,2,2,0,0,والد جان، تمہاری بہت مبارک ہو۔ میری سب کی ضرورت۔,3,3,3,3,0,0,آپی، آپ کی محنت اور ذمہ داری کی دل سے مبارک ہو۔ میں یہ دیکھ کر ب�,2,2,2,2,0,1
170,والدہ,بیٹی,High,والدہ آپ کی کھانا پکانے کی تعریف کر رہی ہیں۔,آج تو کھانے کا ذائقہ ہی الگ تھا۔,شکریہ امی، آپ کو پسند آیا تو میری محنت وصول ہو گئی۔,2,2,2,2,0,1,بس، میری بہن! آپ کی تھوڑی دلچسپی میں ہیں۔,2,2,2,2,0,1,بہت شکریہ امی، آپ کی بات سے میرا دل بہت خوش ہو گیا۔ آپ کی رہنم,3,3,3,3,0,0,جی، آج میں نے کچھ اور تجربہ کیا تھا۔,0,0,0,0,0,0
171,کزن,کزن,Low,کزن مذاق اور محبت بھرے انداز میں تعریف کر رہا ہے۔,آج تو بڑے اسٹائل میں لگ رہے ہو۔,ہاہا، تم بھی نا، بڑھا چڑھا کر بات کرتے ہو۔,1,1,1,1,0,0,ارے یار، تم آج واقعی بہت ماجرا لگ رہے ہو۔,1,1,1,1,0,0,ارے یار، آج تم بہت یار دلیل نظر آ رہے ہو۔ واقعی دل سے تمہاری,2,2,2,2,0,0,بہت شکریہ! آپ کی معاملہ جان کی بہت بڑی تھائی ہے۔,1,1,1,1,0,0
172,دوست,دوست,Low,آپ کا دوست آپ کی کسی کامیابی پر مبالغہ آمیز تعریف کر رہا ہے۔,یار، تم نے تو کمال کر دیا۔,پتا ہے یار، میں نے کافی محنت کی تھی۔,2,2,2,2,0,0,بہت شکریہ یار، تمہاری بہت مہربانی۔ چلو آگے میں مزید محنت ک,2,2,2,2,0,0,بہت شکریہ یار، آپ کی رہنمائی実 میں بہت معاون ثابت ہوئی۔,2,2,2,2,0,0,شکریہ یار، ابھی کامیابی سب کی بہت بہت بہت مہربانی۔,1,1,1,1,0,0
173,سینئر,جونیئر,High,سینئر ایک دفتری رپورٹ کا جائزہ لینے کے بعد آپ کی کارکردگی کی تعریف کر رہا ہے۔,یہ رپورٹ تم نے کافی اچھی تیار کی ہے۔,شکریہ، خوشی ہے کہ رپورٹ آپ کی توقعات پر پوری اتری۔,3,3,3,3,0,0,بہت شکریہ۔ آئندہ مزید بہتر کام کرتا ہوں گا۔,3,3,3,3,0,0,بہت شکریہ! آپ کی رہنمائی سے میں بہتر کام انجام دے پاؤں گا۔,3,3,3,3,0,0,بہت شکریہ! آپ کی مہربانی اپنی وقت کی وجہ بہت مبارک ہے۔,3,3,3,3,0,0
174,بزرگ رشتہ دار,نوجوان,High,ایک خاندانی گفتگو میں بزرگ رشتہ دار نوجوان کی تعریف کر رہا ہے۔,تم تو کافی سمجھدار ہو گئے ہو۔,بہت شکریہ، لیکن ابھی مجھ سے بھی غلطیاں ہو جاتی ہیں۔,2,2,2,2,0,0,بہت شک، آپ کی رہنمائی میرے لیے بہت اہم ہے۔,2,2,2,2,0,0,ارے یار، تم تو کافی سمجھدار ہو گئے ہو۔ اس کی وجہ سے ہم,3,3,3,3,0,0,جی، مجھ سے بہت زائد۔ آپ فکر نہ کریں، میرے بہت سب کی مدد ہے,2,2,2,2,0,0
175,دوست,دوست,Low,دوست مذاق اور تعریف کے ملے جلے انداز میں بات کر رہا ہے۔,یار، آج تو بڑے اسٹائلش لگ رہے ہو۔,ہاہا، زیادہ مکھن نہ لگاؤ۔,2,2,2,2,0,1,بہت شک، تم زحمت۔ آج مجھ سے بہتر کوئی نہیں لگا۔,2,2,2,2,0,1,بہت شکریہ! آپ فکر نہ کریں، تمہاری بہت مدد ہے۔,2,2,2,2,0,0,سر، آپ کی بہت مہربانی۔ اسٹائلش نظر آنے کا میرا صرف مقصد یہی تھا ک�,1,1,1,1,0,0
176,استاد,طالب علم,Medium,کلاس کے دوران استاد آپ کے جواب کی تعریف کر رہے ہیں۔,تم نے آج بہت اچھا جواب دیا۔,شکریہ سر، ابھی بہت کچھ سیکھنا باقی ہے۔,3,3,3,3,0,0,استاد صاحب، تمہاری بہت مہربانی۔,3,3,3,3,0,0,شکریہ! آپ کی معاملہ جاتی ہوں، اگر پڑھنے میں مدد کਰਦا,1,1,1,1,0,0,سر، اس کی وجہ یہ ہے کہ آپ نے حقیقت پسندی سے کام لیا۔ میں ن�,3,3,3,3,0,0
177,دوست,دوست,Low,دوست آپ کی تعریف کر رہا ہے لیکن آپ تعریف کو قبول کرنے کے بجائے رد کر رہے ہیں۔,یار، تم تو بہت ذہین ہو۔,نہیں یار، تم بس بلاوجہ میری تعریف کرتے رہتے ہو۔,1,1,1,1,0,1,سر، آپ کی بہت مہربانی، مگر میں سادہ آدمی ہوں، اس سب کی ضرورت نہ,1,1,1,1,0,1,جی دیوی، میری تھوڑی مضبوطی نہیں، آپ کی تعریف کو میں پڑھ,2,2,2,2,0,0,بھائی، تم زحمت نہ کریں۔,3,3,3,3,0,1
178,والد,بیٹا,High,والد آپ کی کامیابی کو سراہتے ہوئے اس سے مستقبل میں بھی اچھی کارکردگی کی توقع کر رہے ہیں۔,اچھے نمبر آئے ہیں، اب یہی معیار برقرار رکھنا۔,جی ابو، میں پوری کوشش کروں گا۔,3,3,3,3,0,1,بہت شک، آپ کی حوصلہ افزائی میرے لیے بہت اہم ہے۔,3,3,3,3,0,1,آپی، تمہاری کامیابی پر دل سے مبارک ہو۔ اب آگے میں بھی اسی معیار کی,2,2,2,2,0,0,بہت شکریہ! آپ کی مہربانی اپنی واقعی فکر ہے، یار۔,2,2,2,2,0,0
179,کزن,کزن,Low,ایک خاندانی تقریب کے بعد کزن آپ کی تعریف کر رہا ہے۔,یار، آج تو تم محفل کی جان بنے ہوئے تھے۔,چھوڑو یار، ایسی کوئی خاص بات نہیں تھی۔,2,2,2,2,0,0,جی، آپ کی رہنمائی نے مجھے یہ موقع دیا تھا۔,2,2,2,2,0,0,آنے والے سب کی ضرورت! آج مجھے اس فریق کی وجہ سے بہت سب کی مبارک,2,2,2,2,0,0,ارے یار، تم نے واقعی یہی کام کیا۔ سارا دن میں فکر کر رہا تھا کہ سب کام,2,2,2,2,0,0
180,ساتھی,ساتھی,Medium,ایک ساتھی میٹنگ کے بعد آپ کی پریزنٹیشن کی تعریف کر رہا ہے، لیکن آپ اس تعریف کو پوری طرح قبول نہیں کر رہے۔,آج کی پریزنٹیشن کافی متاثر کن تھی۔,شاید آپ ضرورت سے زیادہ تعریف کر رہے ہیں، ابھی کافی خامیاں باقی ہیں۔,3,3,3,3,0,0,ارے یار، تم زبردست کام کیا ہو۔ آج کی پریزنٹیشن میں واقعی تماری بہت مہ,3,3,3,3,0,0,آن جان، میری پریazenشن کی وجہ بہت تھی، میں ان کام کا بہت شکریہ۔,3,3,3,3,0,0,ارے یار، تم اتنے شکر گزار کیوں نہیں ہو؟ میرے کام پر واقعی غور ک,1,1,1,0,0,1
181,استاد,طالب علم,Medium,استاد آپ کی اسائنمنٹ دیر سے جمع ہونے کی نشاندہی کر رہے ہیں۔,تم نے اسائنمنٹ وقت پر جمع نہیں کرائی۔,معذرت سر، مجھ سے تاخیر ہو گئی، آئندہ وقت پر جمع کرانے کی پوری کوشش کروں گا۔,2,2,2,2,0,0,آپ کی بہت شکریہ! تمہاری مدد سے میں نے اسائنمنٹ جمع کر لیا۔,2,2,2,2,0,0,سر، معذرت چاہتی ہوں۔ میں نے کوشش کی، مگر کچھ وجوہات کی,3,3,3,3,0,0,جی، میں نے غلطی کی۔ آج میں اس کا کام یارہی نہیں مکمل کرسکی�,3,3,3,3,0,0
182,افسر,ملازم,High,افسر آپ کی تیار کردہ رپورٹ میں موجود غلطی کی نشاندہی کر رہا ہے۔,رپورٹ میں ایک اہم غلطی رہ گئی ہے۔,معاف کیجیے گا سر، میں رپورٹ دوبارہ چیک کرکے فوری طور پر درست کر دیتا ہوں۔,3,3,3,3,0,0,سر، آپ کی نشاندہی کا شکریہ۔ میں اس غلطی کو درست کر دیتا ہوں۔ آپ کی,3,3,3,3,0,0,آسانی سے دی جانے والی کامیابی! آپ کی وجہ سے، آپ فکر نہ کریں، م,4,4,4,3,0,0,آفسر، آپ زحمت، میں نے یہ نشاندہی صرف آپ کے کام کی سہولت کے لی�,2,2,2,2,0,0
183,والد,بیٹا,High,والد آپ کی ایک غلطی پر ناراضی کا اظہار کر رہے ہیں۔,میں نے تمہیں پہلے ہی سمجھایا تھا۔,معذرت ابو، مجھے آپ کی بات مان لینی چاہیے تھی، آئندہ ایسا نہیں ہوگا۔,2,2,2,1,0,1,آپ کی بہت مہربانی، میری واقعی جگہ یہی ہے۔,2,2,2,1,0,1,آپی، میں سوری، ابھی آگے میں یہی غلطی نہیں کرؤں گا۔,2,2,2,2,0,0,آپ نے پہلے ہی سن لیا تھا، تو اس وقت کہاں کھوٹ۔,1,1,1,1,0,0
184,والدہ,بیٹی,High,والدہ آپ کے دیر سے گھر پہنچنے پر اپنی پریشانی کا اظہار کر رہی ہیں۔,میں تمہارا کب سے انتظار کر رہی تھی۔,معاف کر دیں امی، مجھے آنے میں دیر ہو گئی، آئندہ وقت کا زیادہ خیال رکھوں گی۔,1,1,1,1,0,1,آپی، معذرت چاہتی ہوں، میں زحمت پڑا کر گئی تھی۔,1,1,1,1,0,1,جی دادی، آپ فکر نہ کریں، ابھی میں بس اٹھ رہی تھی۔,1,1,1,1,0,0,امما، معذرت چاہتی ہوں۔ میں واقعی دیر سے آئی، میرا کام تھا،,1,1,1,1,0,1
185,دوست,دوست,Low,آپ کا دوست اس کام کا ذکر کر رہا ہے جو آپ اس کے لیے کرنا بھول گئے تھے۔,یار، تم میرا کام کرنا بھول گئے تھے۔,سوری یار، یہ واقعی میری غلطی تھی، آئندہ یاد رکھوں گا۔,2,2,2,2,0,0,جی، میں بہت معذرت چاہتا ہوں۔ مجھ سے واقعی یہ کام نہی�,2,2,2,2,0,0,ارے یار، سوری! مجھ سے واقعی غلطی ہو گئی۔ میں نے تمہارا کام بھ,1,1,1,1,0,0,جی یار، تمہاری بہت بہت بہت بہت بہت بہت... میرے ذہن سے واقع,1,1,1,1,0,0
186,دوست,دوست,Low,آپ کا دوست تاخیر کی وجہ سے اپنی ناراضی کا اظہار کر رہا ہے۔,یار، تمہاری وجہ سے مجھے کافی دیر انتظار کرنا پڑا۔,معاف کرنا یار، میری وجہ سے دیر ہوئی، لیکن راستے میں بہت ٹریفک تھی۔,2,2,2,2,0,0,جی، میں سوری۔ تم آ گئے، میرا انتظار یار۔,2,2,2,2,0,0,بہت معذرت چاہتا ہوں یار، میں واقعی غلطی کر گیا تھا۔ اس کے,0,0,0,0,0,0,بہت شکریہ یار! تمہاری بہت مہربانی۔,1,1,1,1,0,0
187,جونیئر,سینئر,Medium,آپ اپنے سینئر کے سخت رویے پر ناراضی کا اظہار کر رہے ہیں۔,سر، آپ نے سب کے سامنے مجھ سے بہت سخت لہجے میں بات کی تھی۔,اگر میری بات سے آپ کو برا لگا ہو تو میں معذرت چاہتا ہوں، میرا مقصد صرف کام کی نشاندہی کرنا تھا۔,2,2,2,2,0,0,سر، میں سمجھ گیا۔ شاید میرا رویہ واقعی مشکل تھا، آپ کی رہنمائی سے میں سیک,2,2,2,2,0,0,جی، آپ فکر نہ کریں، تمہارا فکر نہیں۔ آپ کی ضرورت و مدد کے,1,1,1,1,0,0,جی، آپ نے واقعی میں مجھ سے بہت سختی سے بات کی تھی۔ میرے لیے ی�,2,2,2,2,0,0
188,سینئر,جونیئر,High,سینئر آپ کے کام میں موجود خامی کی طرف توجہ دلا رہا ہے۔,آپ نے یہ کام ہدایات کے مطابق مکمل نہیں کیا۔,معذرت سر، مجھ سے غلطی ہو گئی، میں اسے فوراً درست کر دیتا ہوں۔,3,3,3,3,0,0,سر، میرے کام میں موجود خامی کی بہت ضرورت ہے۔ آپ کی جگہ، میں انٹ,3,3,3,3,0,0,آپ کی تجاویز کا شکریہ۔ میں سیکھتا ہوں اور دوبارہ بہتر طریق�,3,3,3,3,0,0,آپ کی تجاویز کا شکریہ۔ میں نے کوشش کی، مگر شاید میں نے یہ کام پور,1,1,1,0,0,0
189,ساتھی,ساتھی,Medium,آپ کا ساتھی فائل کی غلط جگہ منتقلی کی وجہ سے پیدا ہونے والے مسئلے کی نشاندہی کر رہا ہے۔,فائل غلط فولڈر میں بھیج دی گئی تھی، جس کی وجہ سے تاخیر ہوئی۔,معذرت، یہ غلطی مجھ سے ہوئی تھی، میں آئندہ زیادہ احتیاط کروں گا۔,3,3,3,3,0,0,جی، اس کا مطلب یہ ہو سکتا ہے کہ فائل کے نقل کرنے کا عمل تھو,3,3,3,3,0,0,جی، میں سمجھ گیا۔ آئندہ ایسے کام میں زیادہ دھیان دوں گا تاکہ,1,1,1,1,0,0,آپ کی بہت مبارک ہی۔ ابھی میں آؤٹنٹ ڈائریکٹری میں ان فای,3,3,3,3,0,0
190,کزن,کزن,Low,آپ کا کزن آپ کے دیر سے پہنچنے کا ذکر کر رہا ہے۔,یار، مجھے کافی دیر تمہارا انتظار کرنا پڑا۔,معاف کرنا یار، راستے میں کچھ دیر ہو گئی، تمہیں انتظار کروانا نہیں چاہتا تھا۔,1,1,1,1,0,0,زحیر، سوری! مجھ سے واقعی غلطی ہو گئی۔ میں تھکا ہوا تھا اور,1,1,1,1,0,0,بہت معذرت چاہتی ہوں، میں زحمت۔,2,2,2,2,0,0,جی، میری بہت شکریہ۔ آگے کرلو، یار۔,3,3,3,3,0,1
191,استاد,طالب علم,Medium,استاد آپ کے دیر سے آنے کی نشاندہی کر رہے ہیں۔,تم آج کلاس میں دیر سے آئے ہو۔,میں معذرت چاہتا ہوں، آئندہ وقت کا خیال رکھوں گا۔,2,2,2,2,0,0,آپ کی بہت شکریہ! مجھے بہت چاہیے تھا، اب پہلے آ گئے,2,2,2,2,0,0,سر، معذرت چاہتی ہوں۔ مجھ سے واقعی غلطی ہو گئی، شاید میں ک,3,3,3,3,0,0,جی، معذرت چاہتی ہوں۔ راستے میں مصروفیت کی وجہ سے تھی۔,1,1,1,1,0,0
192,والد,بیٹا,High,والد آپ کو کسی ایسی حرکت پر ڈانٹ رہے ہیں جس سے انہوں نے پہلے منع کیا تھا۔,میں نے تمہیں پہلے ہی منع کیا تھا۔,معاف کر دیں ابو، مجھ سے غلطی ہو گئی، آئندہ ایسا نہیں ہوگا۔,2,2,2,2,0,0,والد، انھیں دوبارہ منع کر لو، مگر ابھی ڈانٹ لو، ابھی چلو!,2,2,2,2,0,0,والد، میں سوری، میں سوری۔ مجھ سے واقعی غلطی ہو گئی۔ آگے می�,1,1,1,1,0,0,آپ نے یہی کہا تھا کہ والد آپ کو اس کام پر ڈانٹ رہے ہی�,2,2,2,2,0,0
193,دوست,دوست,Low,آپ کا دوست آپ سے پیغام کا دیر سے جواب دینے پر ناراضی کا اظہار کر رہا ہے۔,تم نے میرے میسج کا جواب اتنی دیر سے دیا۔,معذرت، مگر میں بھی اپنے کاموں میں مصروف تھا۔,1,1,1,1,0,0,سر، اس کی وجہ یہ ہو سکی ہے کہ میں مصروف تھا، اب آ گئی می�,1,1,1,1,0,0,بھائی، سوری! مجھ سے واقعی غلطی ہو گئی۔ میں نے تمہارا میسج کا,2,2,2,2,0,0,جی، بس کہ لو، آپ فکر نہ کریں، ابھی جواب ڈلوں گا۔,3,3,3,3,0,1
194,بزرگ رشتہ دار,نوجوان,High,ایک بزرگ رشتہ دار آپ کے رویے پر ناراضی کا اظہار کر رہا ہے اور آپ کے اندازِ گفتگو کی نشاندہی کر رہا ہے۔,تمہیں بات کرنے کا طریقہ نہیں ہے کہ بڑوں سے کیسے بات کرتے ہیں۔,معاف کیجیے، اگر میری بات سے بے ادبی محسوس ہوئی ہو، آئندہ خیال رکھوں گا۔,1,1,1,0,0,0,آپی، میری بہت شکریہ! تمہاری فکر کرنے کا جلدی، مگر میں نی,1,1,1,0,0,0,سر، آپ زحمت نہ کریں۔ میں نے صرف اپنی فکر پوچھی تھی، آپ کی رہنمائی,1,1,1,1,0,1,سر، میں معذرت چاہتا ہوں۔ شاید میں نے آپ کے ساتھ غلطی کی,1,1,1,1,0,0
195,ساتھی,ساتھی,Medium,آپ کا ساتھی کام میں ہونے والی ایک معمولی لیکن اثر انداز غلطی کی نشاندہی کر رہا ہے۔,آپ کی اس غلطی کی وجہ سے کام میں تاخیر ہوئی ہے۔,معذرت، آئندہ خیال رکھوں گا۔,2,2,2,2,0,0,بہت معذرت چاہتی ہوں، مجھ سے واقعی غلطی ہو گئی۔ میں,2,2,2,2,0,0,جی، آپ سوری۔ میں نے کوشش کی تھی کہ یہ کام جلدی مکمل ہو جائے�,2,2,2,2,0,0,جی، آپ فکر نہ کریں، ابھی ڈھونڈتے ہی نہیں یار، پہل,3,3,3,3,0,0
196,دوست,دوست,Low,آپ بیماری کے بعد اپنے دوست کی خیریت دریافت کر رہے ہیں۔,یار، طبیعت اب کیسی ہے؟ سنا تھا تم بیمار تھے۔,الحمدللہ، اب پہلے سے کافی بہتر ہوں، تمہاری فکر کا شکریہ۔,3,3,3,3,0,0,الحمدللہ پہلے سے بہتر ہوں۔ میری فکر کرنے کا بہت شک,3,3,3,3,0,0,جی یار، اب پہلے سے بہتر ہوں۔ شکریہ!,2,2,2,2,0,0,الحمدللہ یار، اب پہلے سے بہتر ہوں۔ میری فکر کرنے کا ب,3,3,3,3,0,0
197,دوست,دوست,Low,آپ اپنے دوست کی خیریت دریافت کر رہے ہیں جو حال ہی میں طبیعت خراب ہونے کی وجہ سے پریشان تھا۔,یار، طبیعت اب ٹھیک ہے نا؟,ہاں یار، اب کافی بہتر ہوں، بس تھوڑی کمزوری ہے۔,3,3,3,3,0,0,جی یار، ابھی تکھی ڈھونڈتی تھی، حالیہ میں تمام ہے۔,3,3,3,3,0,0,"جی یار، اب سب ٹھیک ہے۔ تمہاری فکر کرنے کا بہت شکریہ۔
سر",2,2,2,2,0,0,جی، اب ٹھیک ہوں۔ میری فکر کرنے سے تمہاری فکر بہتر ہو گئ,2,2,2,2,0,0
198,والد,بیٹا,High,والد آپ کی بیماری کے بعد آپ کی خیریت دریافت کر رہے ہیں۔,بیٹا، اب طبیعت کیسی ہے؟ میں تمہارے بارے میں فکر مند تھا۔,جی ابو، اللہ کا شکر ہے، اب کافی بہتر ہوں، آپ کی فکر کا شکریہ۔,3,3,3,3,0,0,آپ کی بہت شکریہ! ابھی ڈھونڈتے واقع کرنے کا سب ٹھوٹا,3,3,3,3,0,0,الحمدللہ یار، اب پہلے سے بہتر ہوں۔ میری فکر کرنے کا ب,1,1,1,1,0,0,الحمدللہ یار، اب پہلے سے بہتر ہوں۔ میری فکر کرنے کا ب,3,3,3,3,0,0
199,والدہ,بیٹی,High,والدہ بیماری کے بعد آپ کی خیریت دریافت کر رہی ہیں۔,بیٹا، اب طبیعت ٹھیک ہے نا؟ میں تمہارے لیے پریشان تھی۔,جی امی، اب کافی بہتر ہوں، آپ فکر نہ کریں ۔,2,2,2,2,0,1,جی امی، اب سب ٹھیک ہے۔ آپ فکر نہ کریں۔ میری فکر کرنے سے مجھ�,2,2,2,2,0,1,جی Ma'am، اب واقعی ٹھیک ہے۔ شکریہ کرتا ہوں کہ آپ نے فک,3,3,3,3,0,0,جی امی، اب پہلے سے بہتر ہوں۔ میری فکر کرنے کا بہت شک,3,3,3,3,0,0
200,بزرگ رشتہ دار,نوجوان,High,ایک بزرگ رشتہ دار آپ کی صحت کے بارے میں فکر مندی سے پوچھ رہے ہیں۔,بیٹا، اب صحت کیسی ہے؟ سب خیریت تو ہے؟,جی الحمدللہ، سب خیریت ہے، آپ کی دعاؤں کا بہت شکریہ۔,3,3,3,3,0,0,جی دادی، میں سب کی نعمत ہوں۔ ان شاء اللہ میں بہتر چلا جاؤں,3,3,3,3,0,0,الحمدللہ یار، سب ٹھیک ہے۔ اسکول کی فکر کر لو، باقی سب کام یہی ہی,2,2,2,2,0,0,جی دادی، سب ٹھیک ہے۔ میری فکر کرنے کا بہت شکریہ۔,3,3,3,3,0,0
201,پڑوسی,پڑوسی,Medium,ایک پڑوسی آپ کی خیریت دریافت کر رہا ہے کیونکہ وہ آپ کی بیماری کے بارے میں سن چکا ہے۔,سنا ہے آپ کی طبیعت کچھ دنوں سے خراب تھی، اب کیسی ہے؟,جی، اب کافی بہتر ہوں، پوچھنے کا شکریہ۔,2,2,2,2,0,0,الحمدللہ اب پہلے سے بہتر ہوں۔ میری فکر کرنے کا بہت,2,2,2,2,0,0,جی، شکریہ! اب پہلے سے بہتر ہوں، ابھی بھی میرے فکر کرن,3,3,3,3,0,0,الحمدللہ یار، اب پہلے سے بہتر ہوں۔ میری فکر کرنے کا ب,3,3,3,3,0,0
202,استاد,طالب علم,Medium,استاد بیماری کی وجہ سے غیر حاضری پر آپ کی خیریت دریافت کر رہے ہیں۔,کیا اب طبیعت سنبھل گئی ہے؟,جی سر، اللہ کا شکر ہے، اب طبیعت کافی بہتر ہے۔,2,2,2,2,0,0,جی، اب تک اس کام کا مبارک باریہ۔ آئندہ کی بہت شکریہ۔,2,2,2,2,0,0,الحمدللہ اب پہلے سے بہتر ہوں، معذرت چاہتی ہوں,1,1,1,1,0,0,جی، اب پہلے سے بہتر سنبھل گئی ہوں۔,4,4,4,4,0,0
203,دوست,دوست,Low,دوست مذاق اور شکوک بھرے انداز میں آپ کی بیماری کے بارے میں پوچھ رہا ہے۔,ابھی بھی ڈرامہ چل رہا ہے یا واقعی طبیعت خراب ہے؟,یار، واقعی طبیعت خراب تھی، ہر چیز کو مذاق مت سمجھا کرو۔,2,2,2,2,0,0,جی، ابھی بھی ڈرامہ چلا ہو گا، شاید تمارا شک حتمی نہیں۔,2,2,2,2,0,0,جی، ابھی بھی ڈرامہ چل رہا ہے، بس تھوڑی دیر میں واقعی,3,3,3,3,0,0,آپ کی بہت شکوک، لیکن دل کی بیماری یہی نہیں ہے، اس کی,2,2,2,2,0,0
204,سینئر,جونیئر,High,سینئر بیماری کے بعد آپ کی صحت اور کام کی صلاحیت کے بارے میں پوچھ رہا ہے۔,اب طبیعت بہتر ہے؟ کیا آپ معمول کے مطابق کام کر سکیں گے؟,جی سر، اب کافی بہتر ہوں اور معمول کے مطابق کام کر سکتا ہوں۔,3,3,3,3,0,0,جی، اب طبیعت بہتر ہے۔ میں معمول کے مطابق کام کر سکوں گی۔,3,3,3,3,0,0,جی، آپ کی فکر نہ کریں، میری صحت بہت بہتر ہے اور میں سنبھال,3,3,3,3,0,0,"جی، اب میں معمول کے مطابق کام کر سکوں گا۔ آپ کی بہت مہربانی۔
بہت",3,3,3,3,0,0
205,ساس,بہو,High,ساس بیماری کے بعد  آپ کی کی خیریت دریافت کر رہی ہیں۔,بیٹا، اب کمزوری تو نہیں؟,جی امی جان، اب کافی بہتر ہوں، آپ کی دعاؤں اور فکر کا شکریہ۔,3,3,3,3,0,0,جی امی، اب پہلے سے بہتر ہوں۔ میری فکر کرنے کا بہت شک,3,3,3,3,0,0,الحمدللہ یار، اب پہلے سے بہتر ہوں۔ میری فکر کرنے کا ب,2,2,2,1,0,1,جی دادی، میں ساری تھوڑی دلچسپی میں ہوں۔,3,3,3,3,0,0
206,دوست,دوست,Low,آپ کا دوست آپ کی بیماری کو سنجیدگی سے نہیں لے رہا اور طنزیہ انداز میں بات کر رہا ہے۔,اب بھی طبیعت کا بہانہ چل رہا ہے؟,یار، واقعی طبیعت خراب تھی، ہر بات کو مذاق مت سمجھا کرو۔,1,1,1,1,0,0,ارے یار، اب بھی طبیعت کا بہانہ چل رہا ہے؟ تمہاری فکر کرنا پ,1,1,1,1,0,0,جی، یار! تمہاری بہت مہربانی، مگر فکر نہ کریں، ابھی بھی,3,3,3,3,0,0,جی، اب بھی یار تماری فکر نہ کریں گے، آج کل سب ٹھیک ہے۔,1,1,1,1,0,0
207,بزرگ,نوجوان,High,ایک بزرگ آپ کی صحت یابی کے بارے میں فکر مندی کا اظہار کرتے ہوئے دوائی باقاعدگی سے لینے کی تلقین کر رہے ہیں۔,بیٹا، دوائی وقت پر لے رہے ہو نا؟ لاپرواہی مت کرنا۔,جی، میں دوائی وقت پر لے رہا ہوں، آپ کی نصیحت کا شکریہ۔,3,3,3,3,0,0,جی دادی، میں ضرور وقت پر دوائی لیتا ہوں۔ آپ کی فکر معاملہ کی بہت اہم,3,3,3,3,0,0,جی دادی، اب تک یاری میں سب ٹھیک ہوں۔,3,3,3,3,0,0,جی، میں اپنی م Pennsylvania رکھتے ہوں، ابھی یہی وقت ہے جب میں د,2,2,2,2,0,0
